#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL,STD_DEV
23,Calvin Ridley,WR,TEN,12.4,16.5,0.6,3.2,14.8,10.8,3,9,0,4.7,20.3,16,9.1,13.6,0,0,0,10.3,134,6.703838698
24,Terry McLaurin,WR,WAS,18.5,12.2,13,0,5.1,22,1.1,3.9,3.9,BYE,6.9,7.2,0.8,11.7,19,8.6,0,9.6,133.9,6.860641256
25,Tyler Boyd,WR,TEN,6.3,12.2,6.8,3.3,18.3,1,3.5,6.8,0,6.2,1,14.1,11.9,8.2,2.6,24.8,5.9,8.3,132.9,6.438782795
26,Deebo Samuel Sr.,WR,SF,1.7,15.3,4.4,BYE,0.3,1.9,0,10.8,4,11.2,13.4,11,12.1,10.9,3.7,11.9,19.5,8.8,132.1,5.748909543
27,Marvin Jones Jr.,WR,FA,6,4.3,16.1,7.7,0,1.7,33.3,2.2,18.6,7.7,15.9,4.6,10,3.8,0,0,0,10.1,131.9,8.608754697
28,Tyreek Hill,WR,MIA,2.1,0,0,0,BYE,20,13.4,8.1,20.5,22,0,0,5.1,7,18.8,7.2,6.1,10.9,130.3,7.94590844
29,Davante Adams,WR,LV,3.6,10.6,5.6,18,0,0,0,0,4.1,11.8,0,12.3,18.4,4.1,16.3,9.6,15.3,10.8,129.7,6.623466722
30,DK Metcalf,WR,SEA,8.9,12.1,6.7,0.6,10.4,7.3,3.3,13.3,21,5,BYE,3.5,5.5,7.8,9.6,0,14.1,8.1,129.1,5.236496771
31,Odell Beckham Jr.,WR,MIA,7.1,22.1,5.6,2,3,10.1,0,5.2,8.2,5.7,6,14.4,2.9,3.9,6.6,10.4,14.1,8,127.3,5.292712232
32,Emmanuel Sanders,WR,FA,14.6,17.8,1,10.4,0.9,0,6,8.5,17.2,2.4,3.3,1.5,4.1,27.1,0.9,6.1,2.5,7.3,124.3,7.473866812
33,Darius Slayton,WR,NYG,0,0,8.2,1.3,12.2,3.2,2.8,17,0.6,24.1,BYE,6.7,4.4,27.4,9.1,0,5,8.7,122,8.286246134
34,Jamison Crowder,WR,WAS,10.3,4,2.5,0,1,9.8,2.6,2.4,14.3,14.1,13.6,1.8,0.8,2.9,21,6,12.6,7.5,119.7,6.094265272
35,Cole Beasley,WR,FA,4,8.3,6.8,7.5,2.1,0,7.6,10.1,7.3,7.4,3.8,13.6,17,10.9,0.6,10.8,0,7.9,117.8,4.649701408
36,Curtis Samuel,WR,BUF,3.2,9.3,11.3,3.3,4.4,19.8,0,4.6,13.4,9.5,2.5,4.9,12.5,4.2,11.4,2.1,1.3,7.4,117.7,5.218691453
37,Mike Williams,WR,NYJ,2.9,8.3,4.5,BYE,7.4,7.2,4.7,6.9,11.3,5.5,7.6,0,11.7,12.3,13.1,5.1,3.8,7.5,112.3,3.54951031
38,Robbie Chosen,WR,SF,2.3,8.1,1.1,BYE,1.6,18.5,1,4.3,3.3,1.1,6.6,14.6,10.1,18.1,8.6,9.2,1.8,6.9,110.3,5.789588581
39,Chris Conley,WR,SF,15.7,7.3,3,1.7,2.6,0,10.3,16.3,3.2,0,5.8,4.9,5.7,0.7,16.9,11.6,3.8,6.8,109.5,5.532689892
40,Diontae Johnson,WR,CAR,2.5,1.7,11.8,11.7,2.7,1.4,BYE,14.4,0.5,6.4,1.7,2.9,3.1,19.6,4.2,14.1,5.4,6.5,104.1,5.681490644
41,Golden Tate,WR,FA,0,0,0,0,1.3,16.2,8,8.5,5.8,19.5,0,9.3,0,1.1,11.1,9.6,12.8,9.4,103.2,6.205762474
42,Larry Fitzgerald,WR,FA,17.3,10.4,9.6,4.7,5.8,6.9,1.2,0.8,3.8,7.1,7.7,0,5.6,2,4.2,10.8,4.5,6.4,102.4,4.216568079
43,Breshad Perriman,WR,FA,1,0,1.9,0,0,0,0,0,10.2,1.7,2,4.4,8.7,13,29.6,10.2,19.4,7.3,102.1,8.127474869
44,Tyrell Williams,WR,FA,16.5,10.6,8.9,9.6,0,0,0,15.1,4.8,2.5,8.2,1.8,0.9,3.5,10.5,8.2,0,7.2,101.1,5.275149025
45,Hollywood Brown,WR,KC,26.7,8.6,4.9,2.2,8.2,0,0,0,4.8,14,2.3,16.2,0.1,0.2,10.5,0.6,1.5,7.2,100.4,7.214916306
46,Christian Kirk,WR,JAC,6.4,11.4,5.9,4.3,0,0,0,9.8,1.6,31.8,4.2,0,2.3,8.9,6.1,0.9,6.6,7.7,100.2,7.385157658
47,Randall Cobb,WR,FA,12.9,3.5,2.3,4.1,5.3,0,2.9,0,1.5,16.6,17.5,8.6,5.3,4.3,0.3,7.3,8.1,6.7,99.9,5.239654496
48,Zach Pascal,WR,ARI,0,0,11.3,7.2,2,0,22.6,0.6,13.6,2.6,1.7,0,10.9,15.4,4.4,0.6,1.4,5.9,94.3,6.614699997
49,Mecole Hardman Jr.,WR,KC,0,12.1,16.4,1.1,7.3,4.5,8.8,11.5,1.3,12.3,1.3,BYE,0.9,10.8,1,0,9,5.8,93.5,5.303297176
50,Dede Westbrook,WR,FA,9.2,0.3,5,6.6,8.2,5.3,11.7,0,0,0,3.2,6.9,14,2.5,2.1,0.5,15.2,6,90.7,4.834914827
51,James Washington,WR,FA,5.1,2.3,1.4,0,5.2,0,0,2.1,6.9,13,4.9,15.8,17.1,3.3,8.3,4.1,0,6,89.5,5.27356796
52,Sammy Watkins,WR,FA,37.8,4.9,6.4,3.4,0,0,0,4.5,6.3,5.1,2.6,0,0,5,6.9,2.8,0.8,6.2,86.5,8.537245895
53,William Fuller V,WR,FA,6.9,4,5.1,2.3,39.7,4.4,0.6,0,0,0,0,14,0.8,0,6.1,1.1,0,7.7,85,9.395806324
54,Sterling Shepard,WR,TB,4.2,0,20.1,9.9,4.7,0,BYE,0,0,0,0,3.7,10,3.6,11.1,13.6,3.9,8.5,84.8,5.822048609
55,Hunter Renfrow,WR,FA,1.3,3,2.8,1.8,1.2,0,1.4,14.8,11.4,4.2,6.6,3.1,0,0,0,16.7,16.2,6.5,84.5,5.771610511
56,Adam Thielen,WR,CAR,10.3,7.5,17.6,0.6,25,11.7,8.5,0,0,0,0,0,0,0,3,0.2,0,8.4,84.4,7.262388294
57,Kenny Stills,WR,FA,9.7,3.8,8.9,2.4,0,0,10.5,2.2,5.2,0,2.7,0.6,12.1,0.8,15.5,5.7,0,6.2,80.1,4.762955379
57,T.Y. Hilton,WR,FA,20.7,10.3,12.5,0,3.7,0,13.4,5.4,0,0,0,1.8,0,0,2.5,2.6,7.2,8,80.1,5.960248944
59,Alshon Jeffery,WR,FA,17.1,0,0,9.8,5.2,13.6,3.8,6.4,3.6,0,0,0,19.7,0,0,0,0,7.9,79.2,6.36128537
60,Danny Amendola,WR,FA,16.4,0,3.7,0,0,0.6,10.5,9.5,2.9,2.9,4.7,2.1,3.2,3.4,10.2,2.1,6.4,5.2,78.6,4.436682573
61,Brandin Cooks,WR,DAL,3.9,13.6,12,7.1,5.6,3.2,5.9,0,0,0,0,3.3,2.4,0,4.6,9.9,4,5.4,75.5,4.112400018
61,Anthony Miller,WR,BAL,0,0.2,1.5,1.1,5.2,0,4.3,6.7,0,0.7,5.4,7.7,14,10.2,17.8,0.2,0.5,4.7,75.5,5.228435693
61,Steven Sims Jr.,WR,HOU,0,1.9,2.4,0,12.6,0.1,0.5,0,1.2,BYE,0.6,6,2.9,4,10.5,19.3,13.5,4.7,75.5,5.805839598
64,Corey Davis,WR,FA,0,3.8,4.4,15.1,2.8,3.6,14,0.9,4.8,0,0,2.9,2.3,3.4,5.7,4,4.4,4.8,72.1,4.12867431
65,Phillip Dorsett II,WR,DEN,21.5,3.9,12.5,1.9,0,0,10.6,4.3,1.3,BYE,9.3,0,1.5,0,0,0,5,5.1,71.8,5.923457078
66,JuJu Smith-Schuster,WR,FA,7.8,8.4,14.1,1.5,11.5,0.7,0,16.3,1.6,4.4,2.1,0,0,0,0,2.2,0.6,5.9,71.2,5.225602397
67,Demarcus Robinson,WR,LAR,0,29.2,10.3,3.5,3.1,0,3.1,0.6,0.5,5.6,0,0,0,1.2,2.1,1.3,8.4,4.3,68.9,6.94949153
68,Kendrick Bourne,WR,NE,0.9,0.4,2.2,0,2.4,1.1,6.9,1.2,6.7,12.2,9.1,2.7,4.2,13.8,1.1,2.9,0,4.2,67.8,4.151241112
68,Allen Lazard,WR,NYJ,0,0,0,0,0,12.5,4.2,4.2,4.4,2.7,0,2.8,16.3,1.9,1.4,4.5,12.9,4.2,67.8,4.932113537
70,John Ross,WR,PHI,27.8,17.2,0.2,3.6,0,0,0,0,0,BYE,0,0,0,2.8,2.4,9,4,8.4,67,7.548665031
71,Mohamed Sanu Sr.,WR,FA,5.7,1.6,7.7,9.1,10.3,2.9,0.3,2.3,14.1,0,1.2,0,1.4,1.3,1.3,2.4,3.5,4.3,65.1,3.995109467
72,Willie Snead IV,WR,MIA,10.1,0.5,4.7,12.1,5.1,1.8,0.2,0,1.5,1.2,1.3,13.4,1.2,7.3,1.5,0,2.2,4,64.1,4.236503095
73,Auden Tate,WR,FA,0,0.6,6.8,5,8.6,9.1,6.5,6.5,0,3.6,5.6,1,6.6,1.6,0,0,0,4.7,61.5,3.270408374
74,Taylor Gabriel,WR,FA,2.4,2.5,26.2,0,0,0,0.6,5.3,6.9,9.8,5.7,1.9,0,0,0,0,0,6.8,61.3,6.350587799
75,Preston Williams,WR,FA,8.4,6.3,6.8,4.6,0,3.1,6.2,4.2,19.2,0,0,0,0,0,0,0,0,7.4,58.8,4.902587411
76,Marquez Valdes-Scantling,WR,BUF,5.2,1.9,15.1,4.7,1.8,5.7,19.3,0.4,0,0,0,0.7,0,0,0,0.6,1.9,3.6,57.3,5.425730063
77,Tajae Sharpe,WR,FA,0,2.4,7,0,1.2,0,7.9,7.8,3.1,2,0,0,0,2.5,2.8,18.9,1.3,3.8,56.9,4.70045275
78,Ted Ginn Jr.,WR,FA,10.1,0,1.5,1.9,9.6,4.8,4.8,4.2,0,0.5,7.4,3.8,0,5,1.3,0,1,3.5,55.9,3.227434303
79,Nelson Agholor,WR,BAL,1.1,16.7,15,0,2,4.2,2.4,1.4,2.1,0,4,0,6.1,0,0,0,0,5,55,4.935697242
80,Keelan Cole Sr.,WR,FA,0,0,0,1.9,0,0,6.2,7.2,8,0,4.1,1.8,1.1,1.2,7.6,2.9,12.7,3.4,54.7,3.694548495
81,Tre'Quan Smith,WR,DET,8.6,4.9,0,0,0,0,0,0,0,1.3,0,7.3,1.4,8.9,8.1,1.3,11.6,4.9,53.4,3.972265441
82,Alex Erickson,WR,FA,0.8,1.4,1.3,0,0.7,6.4,13.5,9.7,0,1.3,0,4.3,2.1,5.5,1.4,5.5,2.1,3.3,53.2,3.670786194
83,Allen Hurns,WR,FA,2.2,1.3,0.6,0,0,1.6,5.3,7.2,1.6,3.2,3.3,10.2,3.3,6.8,0.9,4.1,0,3.7,51.6,2.820500827
84,Russell Gage,WR,BAL,1.2,0,0,0,1.2,0.6,0.7,5.8,0,2.3,3.2,7.6,11.2,1.7,3.3,5.6,6.8,3.1,49.8,3.192616915
85,Adam Humphries,WR,FA,0.5,0,9.3,1.5,3,4.7,4,2.4,6.5,8.3,0,2,7.3,0,0,0,0,4.1,49.5,3.126148232
86,Demaryius Thomas,WR,FA,0,0.1,0,0,4.7,6.2,4.2,6.3,1.9,8.4,4.4,2.2,2.3,8.8,0,0,0,4.5,49.3,3.017962373
87,Bisi Johnson,WR,FA,0,0,0,3.5,4.3,1.6,10,2.7,6.4,2.5,3.5,0,0.1,6.9,2.5,0.6,3.4,3,48,2.768633006
88,Josh Gordon,WR,FA,13.3,1.9,8.4,4.6,5.9,0.7,0,0,0,2.7,0,1,1,3.4,4.8,0,0,4.3,47.7,3.577457294
89,Albert Wilson,WR,FA,1.4,0,0,0,0,1.5,2.2,6.5,0.3,0,2.6,3.7,6.3,0.5,5.9,8.8,6.7,3.6,46.4,2.892945722
90,David Moore,WR,CAR,0,0,2.9,0.9,7,3.6,1.4,2.5,1.8,0,0,3.5,12.5,1.5,0,2,3,2.8,42.6,3.064305043
91,Cody Latimer,WR,FA,7.4,3,0,0,0,0,3.3,2.8,6.8,0,0,0.7,4.3,0,2.1,10.4,1.2,2.8,42,3.048194201
92,Geronimo Allison,WR,FA,0,6.5,0.1,11.9,2.8,4,3.3,0.7,2.1,0.6,0,0.9,2,1.1,1.9,2,1.7,2.6,41.4,2.855153781
93,Josh Reynolds,WR,DEN,0,0,0,2.2,1.2,0,0,13.2,0,4.9,5,0.8,3.9,2.9,3.6,3.2,0,2.6,40.9,3.241181808
94,Damiere Byrd,WR,BUF,4.2,4.5,0.9,0,0,6,0.4,1.8,0,0,0,0,0,1,8.6,1.1,11.4,3.6,39.9,3.348242322
95,Marcus Johnson,WR,FA,0,0,0,0,0,0,0,0,0,0.9,9.8,0,5.5,16.5,3.7,0.2,3.1,4.4,39.7,4.405737059
96,Seth Roberts,WR,FA,1,0,3.7,3.6,0,2.3,0.9,0,0,0,7.5,3.9,0.5,0.8,12.6,2.3,0,2.4,39.1,3.255944789
97,Miles Boykin,WR,NYG,6.5,1.1,0,9.2,0,2.8,5.5,0,0,0,0,5.4,0,0,6.5,0.8,0,2.4,37.8,3.011649814
98,Kelvin Harmon,WR,DAL,3.1,0,0,1.4,0.4,0.8,0,1.2,0.6,0,5.3,4.3,5.1,3,2.2,6.2,3.3,2.3,36.9,2.026809926
99,Paul Richardson Jr.,WR,FA,3.6,7.6,14.3,1.4,1.4,0,0,3.4,4.2,0,0,0.6,0,0,0,0,0,3.7,36.5,3.680811555
100,Isaiah McKenzie,WR,NYG,0,10.4,1.9,0,5.2,0,1.1,0,1.2,1.9,3.1,0.8,3.4,2.5,0,1.1,3.7,2.4,36.3,2.5497269
101,Jakobi Meyers,WR,LV,2.2,0,3.8,0,0.6,5.4,4.7,0.5,0,0,0.7,7.4,4.6,3.5,0,2.5,0,2.4,35.9,2.303930747
102,DaeSean Hamilton,WR,FA,0.5,1.5,0,5.7,0,2.5,0.4,0,0,0,0,0,1.2,3.6,1.3,12.5,6.5,2.2,35.7,3.263163388
103,Tavon Austin,WR,FA,0.8,0,0,0.8,2.7,6.4,8,0,0,0.7,0,0,2.2,0,12.2,0.5,0.1,2.5,34.4,3.415798832
104,Marvin Hall,WR,FA,0,0,0,4.7,0,5.8,4.7,10.9,0.7,0,3.9,2.1,0,0,0,0,0,3.6,32.8,3.004460352
105,Jaron Brown,WR,FA,0,0,3,5,1.6,14.9,6,0,0,0,0,0,0.6,0,0.9,0,0,2.3,32,3.721991133
106,Greg Ward,WR,IND,0,0,0,0,0,BYE,0,0,0,0,0,4,0.5,3.4,12.1,7.6,4.3,4.6,31.9,3.417504343
107,Vyncint Smith,WR,FA,0,0,0,0,7.9,0.5,0,2.3,2,0,2,2.2,2.3,3.7,4,3.2,5.6,2.3,31.7,2.201603694
108,Keke Coutee,WR,FA,0,0.7,0,2.1,7.2,3.9,8.9,0,0,0,2.5,0,0,4.8,0,0,0.7,3.1,30.8,2.713123304
109,Malik Turner,WR,SF,0,5.4,1.9,0,0,0,2.4,2.1,0,3.5,0,9.3,0,1,2.6,2.3,0,2,30.5,2.425470382
110,Pharoh Cooper,WR,FA,0,0,0,0,3.3,1.8,2.9,0,1.5,2.9,9.5,0,2.6,0.5,1.7,1.4,2.4,2.3,30.5,2.25374736
111,Chester Rogers,WR,FA,0,2.4,0,10.8,0,0,2.4,0.7,6.2,3.1,2.9,1.2,0,0,0,0,0,2.5,29.7,2.814483057
112,Jarius Wright,WR,FA,1.4,1.5,3.8,5.9,0.6,0.6,0,1.2,0.7,2.1,1.9,0.4,3.4,3,0.9,1.9,1,1.8,28.9,1.460554002
113,Justin Watson,WR,KC,0,0,0,1.3,0,0,0,0,0,0,0,0,0,11.9,1.7,10.3,2.7,1.7,27.9,3.546175873
114,Jake Kumerow,WR,FA,0,1.2,0,0,0.9,1.7,11.4,4.8,0,2.3,0,0,0,0,4.9,0,0.7,2,27.9,2.891581864
114,DeSean Jackson,WR,FA,27.4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,9.3,27.9,6.440776243
116,Scotty Miller,WR,PIT,0,0,0,0,1.8,3.9,BYE,0,0,3.3,7.1,0.6,0,0,10.9,0,0,2.8,27.6,3.075203245
117,N'Keal Harry,WR,MIN,0,0,0,0,0,0,0,0,0,0,1.8,7,0,1.2,9.7,3.9,3.8,3.9,27.4,2.79976519
118,Jakeem Grant Sr.,WR,ATL,2.3,1.8,3.1,0.4,0,0,0,3.2,3.3,1.5,15.9,0,0,0,0,0,0,2.7,26.9,3.726868682
119,Andy Isabella,WR,BUF,0,0,0,0.5,1.1,0,0.8,0,14.8,7.8,0.6,0,0,0.5,0.3,0,0,1.8,26.4,3.770491877
120,Marquise Goodwin,WR,FA,0.7,13.7,4.1,0,5.6,1.5,0,0,0,0,0.5,0,0,0,0,0,0,2.9,26.1,3.419484168
121,Damion Ratley,WR,FA,1.7,5,2.6,1,0,0,0,0,0,0,0,0,0,0,3.3,0,12.4,2,26,3.072987568
122,Trey Quinn,WR,FA,9.3,3.6,3,1,0.2,0.8,3,1.5,0.9,0,2.9,0,0,0,0,0,0,2.2,25.8,2.303720475
123,Isaiah Ford,WR,FA,0,0,0,0.9,0,0,0,0,0,0,0,0,0,9.2,2.1,6.8,6.5,2.8,25.5,2.870744933
124,KeeSean Johnson,WR,FA,4.6,5.1,1.3,1.9,2.5,1.4,0.6,0,8.2,0,0.6,0,0,0,0,0,0,2.5,25,2.278559613
125,Javon Wims,WR,FA,0,0,0.8,5.6,0,0,6.6,0,0,0,1.1,0,5.6,0,0,2.6,2.3,1.5,24.6,2.230567759
126,Laquon Treadwell,WR,IND,0,0,0,0,0,1.5,0,0.1,5.8,1,0,0,11.8,4.2,0,0,0,1.7,24.4,3.055937553
127,Dante Pettis,WR,CHI,0.7,0.6,8,0,1.1,4.5,0,0.5,8.1,0,0,0,0,0,0,0,0,2.1,23.5,2.653351996
128,Bennie Fowler III,WR,FA,4,7.1,0.5,0.3,0,0,3.5,2.1,2.2,3.6,0,0,0,0,0,0,0,2.9,23.3,2.018667209
129,Byron Pringle,WR,WAS,0,0,0.7,1.3,16.3,2.4,0,0,0,0,0.9,0,0,1.4,0,0,0,1.4,23,3.798469916
130,J.J. Arcega-Whiteside,WR,FA,0,0.4,1,0,0,0,0,0,0,0,2.9,4.3,7.5,2.9,0,3.9,0,1.4,22.9,2.129379265
131,Duke Williams,WR,FA,0,0,0,0,8.9,0,2.3,0.6,0,0,0,0,0,0,0,0,10.8,5.7,22.6,3.17578424
132,Zay Jones,WR,ARI,1.8,1.4,3.3,0.4,0,0,0,2.7,2.4,1,2.5,0.5,1.4,0.5,0.5,1.4,2.1,1.5,21.9,1.012209205
133,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,0,BYE,7.7,0.3,0,5,2.6,4.8,1.4,2.7,21.8,2.324294248
134,Kalif Raymond,WR,DET,0,0,0,0,BYE,0,0,0,1.9,5.2,0,0.9,10,1.1,0.2,1.2,0,2.6,20.5,2.596685086
135,Trevor Davis,WR,FA,2.8,0,0,13.4,2.2,0,2.6,1.4,0,0,0,0,2,0,0,0,0,1.5,20.4,3.161708618
135,Richie James Jr.,WR,FA,9.9,0.7,0.2,0,0,0,4,0,0,0,5.7,0,0,0.1,0,0,0,1.3,20.4,2.679745895
137,Parris Campbell,WR,PHI,0.8,7.2,2.4,0.5,0,0,0,0,8,BYE,0,0,0,1.2,0,0,0,2.9,20.1,2.483437323
138,Justin Hardy,WR,FA,4.1,0,0.6,0,0.5,0,1.9,2.3,0,0,1.4,0,2.8,1.9,0,0,4,1.2,19.5,1.400889485
139,Dontrelle Inman,WR,FA,0.5,2.8,2.3,7.6,0,0,0,0,0,0,0,0,0,0,2.5,1.8,0.6,2.6,18.1,1.905392094
140,Olamide Zaccheaus,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,2.2,1.8,17.5,3.604860233
141,Devin Smith,WR,FA,0,13.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,17.3,3.228227577
142,DeAndre Carter,WR,CHI,0.1,0,0,0,2,0,0,4.6,0.8,0,0,0,0,0,0,4.4,6.5,0.9,14.2,1.992702951
143,Keelan Doss,WR,FA,0,0,0,1.4,1.1,0,5.4,0,0,0,0,0,1.1,2.6,1.7,0,0,1.7,13.3,1.388708793
144,Mack Hollins,WR,BUF,0,5,6.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,12.5,1.813978785
145,Deon Cain,WR,BUF,3.5,0,1,0,0.7,BYE,0,0,0,0,0,3.5,0.5,2.2,0,1,0,1,12.4,1.185063289
146,Antonio Brown,WR,FA,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,12.1,2.847058824
147,Rashard Higgins,WR,FA,4.6,0,0,0,0,0,0,0.2,0,6.7,0,0,0,0,0,0,0,1.2,11.5,1.852035259
148,Jamal Agnew,WR,FA,2,0,6,0,0,0.9,0,0,0,0,0,0,0,0,0,6,0.2,0.8,10.7,1.931741778
149,Brandon Zylstra,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.3,9.6,1.3,10.6,2.250889866
150,T.J. Jones,WR,FA,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,9.8,2.305882353
151,Marcell Ateman,WR,FA,0,0,0,0,0,0,3.6,0,3.4,0,0,0,0,0,0,0,2.6,0.8,9.6,1.233331775
151,J.J. Nelson,WR,FA,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.6,2.258823529
153,Braxton Berrios,WR,MIA,0,0,2.9,0,0,0,1.9,0,0,0,0,6.9,0.5,0,0,0,1.1,0.6,9.5,1.726688532
153,Deonte Harty,WR,BAL,0,0.7,4,1,0,0,0,1.7,0,0,0,0,0,2.1,0.1,0,1.3,0.7,9.5,1.071040628
155,Robert Foster,WR,FA,0,0,0,0,0,0,0,0,0,2,0,4.6,2.7,0,0,0,0,0.7,9.3,1.268680485
156,Christian Blake,WR,FA,0,0,0,0,0,0,0,0,0,1.5,0.3,1.6,5.7,0,0,0,0,1,9.1,1.383066149
157,Antonio Callaway,WR,FA,0,0,0,0,0,2.2,0,1.1,5.6,0,0,0,0,0,0,0,0,1.8,8.9,1.387986019
158,Damion Willis,WR,FA,3,0.6,0,0.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8.2,1.09771704
159,Trent Sherfield Sr.,WR,MIN,0,0,0,1.5,2.3,3.8,0.4,0,0,0,0,BYE,0,0,0,0,0,0.5,8,1.064776972
160,KhaDarel Hodge,WR,ATL,0,0,0,0,0,0,0,0,1,0,4.1,0,0,0,0,0.6,1.9,0.5,7.6,1.039862914
161,Ventell Bryant,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0.6,7.5,1.764705882
162,Chad Beebe,WR,FA,0.9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7,1.437678829
163,Riley Ridley,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,5.4,1.4,6.9,1.274395168
164,Chris Hogan,WR,FA,0,1.2,0.6,0.6,0,0,0,0,0,0,0,0,0,0,1.3,1.6,1.4,1,6.7,0.580537873
165,Tevin Jones,WR,FA,0,0,0,0,0,0,0,0,0,0,2.4,0.9,2.8,0,0,0,0,1.2,6.1,0.847875423
