Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
88,Jaylen Hall*,Western Michigan,MAC,12,46,752,16.3,3,0,0,,0,46,752,16.3,3,jaylen-hall-1
89,Konata Mumpfield,Akron,MAC,12,63,751,11.9,8,0,0,,0,63,751,11.9,8,konata-mumpfield-1
90,Zay Flowers,Boston College,ACC,12,44,746,17.0,5,7,69,9.9,0,51,815,16.0,5,zay-flowers-1
91,Stanley Berryhill III,Arizona,Pac-12,12,83,744,9.0,1,19,121,6.4,0,102,865,8.5,1,stanley-berryhill-iii-1
92,Te'Vailance Hunt,Arkansas State,Sun Belt,11,51,740,14.5,6,0,0,,0,51,740,14.5,6,tevailance-hunt-2
93,Kyle Philips,UCLA,Pac-12,11,59,739,12.5,10,0,0,,0,59,739,12.5,10,kyle-philips-4
94,Tez Johnson,Troy,Sun Belt,12,67,735,11.0,4,2,35,17.5,1,69,770,11.2,5,tez-johnson-1
95,Milton Wright*,Purdue,Big Ten,12,57,732,12.8,7,3,11,3.7,0,60,743,12.4,7,milton-wright-1
96,Derrick Deese,San Jose State,MWC,12,47,730,15.5,4,0,0,,0,47,730,15.5,4,derrick-deese-1
97,Greg Dulcich,UCLA,Pac-12,12,42,725,17.3,5,0,0,,0,42,725,17.3,5,greg-dulcich-1
98,Billy Kemp,Virginia,ACC,12,74,725,9.8,6,2,9,4.5,0,76,734,9.7,6,billy-kemp-2
99,Jalon Calhoun,Duke,ACC,12,56,718,12.8,3,2,13,6.5,1,58,731,12.6,4,jalon-calhoun-1
100,Xavier Weaver,South Florida,American,10,41,715,17.4,2,1,3,3.0,1,42,718,17.1,3,xavier-weaver-1
101,Jake Bailey,Rice,CUSA,11,56,714,12.8,2,1,14,14.0,0,57,728,12.8,2,jake-bailey-2
102,Michael Mathison,Akron,MAC,11,56,706,12.6,3,1,5,5.0,0,57,711,12.5,3,michael-mathison-1
103,Marvin Mims*,Oklahoma,Big 12,13,32,705,22.0,5,1,15,15.0,0,33,720,21.8,5,marvin-mims-1
104,Erik Ezukanma*,Texas Tech,Big 12,11,48,705,14.7,4,10,138,13.8,2,58,843,14.5,6,erik-ezukanma-1
105,Dylan Drummond*,Eastern Michigan,MAC,13,64,704,11.0,6,0,0,,0,64,704,11.0,6,dylan-drummond-1
106,Trea Shropshire*,UAB,CUSA,13,27,703,26.0,7,0,0,,0,27,703,26.0,7,trea-shropshire-1
107,LaJohntay Wester,Florida Atlantic,CUSA,12,65,702,10.8,4,5,29,5.8,0,70,731,10.4,4,lajohntay-wester-1
108,Dallas Dixon*,Central Michigan,MAC,13,45,701,15.6,8,0,0,,0,45,701,15.6,8,dallas-dixon-1
109,Demario Douglas*,Liberty,Ind,12,52,701,13.5,6,1,2,2.0,0,53,703,13.3,6,demario-douglas-1
110,Gerrit Prince*,UAB,CUSA,13,36,699,19.4,10,1,0,0.0,0,37,699,18.9,10,gerrit-prince-1
111,Keshunn Abram*,Kent State,MAC,14,47,699,14.9,3,0,0,,0,47,699,14.9,3,keshunn-abram-1
112,Jalen Nailor*,Michigan State,Big Ten,9,37,694,18.8,6,1,-3,-3.0,0,38,691,18.2,6,jalen-nailor-1
113,Steve Jenkins,UNLV,MWC,12,46,694,15.1,4,2,5,2.5,0,48,699,14.6,4,steve-jenkins-3
114,Zack Kuntz*,Old Dominion,CUSA,13,73,692,9.5,5,0,0,,0,73,692,9.5,5,zack-kuntz-1
115,Malachi Corley*,Western Kentucky,CUSA,14,73,691,9.5,7,1,-6,-6.0,0,74,685,9.3,7,malachi-corley-1
116,J.C. Santana*,Tulsa,American,13,51,689,13.5,3,1,6,6.0,0,52,695,13.4,3,jc-santana-1
117,Winston Wright*,West Virginia,Big 12,13,63,688,10.9,5,2,2,1.0,0,65,690,10.6,5,winston-wright-1
118,JaCorey Sullivan*,Central Michigan,MAC,11,49,687,14.0,10,0,0,,0,49,687,14.0,10,jacorey-sullivan-1
119,Justin Garrett*,UTEP,CUSA,13,50,685,13.7,4,1,12,12.0,0,51,697,13.7,4,justin-garrett-3
120,Josh Vann*,South Carolina,SEC,13,43,679,15.8,5,5,63,12.6,0,48,742,15.5,5,josh-vann-1
121,Cole Turner*,Nevada,MWC,11,62,677,10.9,10,0,0,,0,62,677,10.9,10,cole-turner-2
122,Tre Turner*,Virginia Tech,ACC,11,40,675,16.9,3,12,64,5.3,0,52,739,14.2,3,tre-turner-2
123,Sam Laporta*,Iowa,Big Ten,14,53,670,12.6,3,0,0,,0,53,670,12.6,3,sam-laporta-1
124,Rashee Rice,SMU,American,12,64,670,10.5,9,0,0,,0,64,670,10.5,9,rashee-rice-1
125,Tory Horton*,Nevada,MWC,12,52,659,12.7,5,0,0,,0,52,659,12.7,5,tory-horton-1
126,Trevon Clark,California,Pac-12,12,33,658,19.9,4,0,0,,0,33,658,19.9,4,trevon-clark-1
127,Benjamin Yurosek,Stanford,Pac-12,11,43,658,15.3,3,2,11,5.5,0,45,669,14.9,3,benjamin-yurosek-1
128,Jared Wayne*,Pitt,ACC,13,47,658,14.0,6,0,0,,0,47,658,14.0,6,jared-wayne-1
129,Sean Dykes,Memphis,American,12,48,657,13.7,7,0,0,,0,48,657,13.7,7,sean-dykes-2
130,Chris Pierce,Vanderbilt,SEC,12,57,654,11.5,2,0,0,,0,57,654,11.5,2,chris-pierce-2
131,Kwamie Lassiter II,Kansas,Big 12,12,59,653,11.1,3,0,0,,0,59,653,11.1,3,kwamie-lassiter-ii-1
132,Jason Brownlee,Southern Mississippi,CUSA,12,46,643,14.0,8,0,0,,0,46,643,14.0,8,jason-brownlee-1
133,Melquan Stovall*,Nevada,MWC,12,56,643,11.5,1,1,-6,-6.0,0,57,637,11.2,1,melquan-stovall-1
134,Jacob Copeland*,Florida,SEC,13,41,642,15.7,4,3,20,6.7,0,44,662,15.0,4,jacob-copeland-1
135,Jesse Matthews*,San Diego State,MWC,14,57,642,11.3,9,3,5,1.7,0,60,647,10.8,9,jesse-matthews-1
136,Victor Tucker,Charlotte,CUSA,11,51,639,12.5,2,4,29,7.3,0,55,668,12.1,2,victor-tucker-1
137,Quentin Johnston,TCU,Big 12,9,33,634,19.2,6,2,12,6.0,0,35,646,18.5,6,quentin-johnston-1
138,CJ Daniels*,Liberty,Ind,13,37,634,17.1,7,0,0,,1,37,634,17.1,8,cj-daniels-1
139,Trevon Bradford*,Oregon State,Pac-12,13,42,631,15.0,5,7,45,6.4,1,49,676,13.8,6,trevon-bradford-1
140,Jalen Wayne,South Alabama,Sun Belt,12,53,630,11.9,2,0,0,,0,53,630,11.9,2,jalen-wayne-1
141,Jared Wyatt,New Mexico State,Ind,12,49,629,12.8,3,0,0,,0,49,629,12.8,3,jared-wyatt-1
142,Jaden Walley*,Mississippi State,SEC,13,55,628,11.4,6,0,0,,0,55,628,11.4,6,jaden-walley-1
143,Willie Johnson*,Marshall,CUSA,13,32,625,19.5,3,3,26,8.7,0,35,651,18.6,3,willie-johnson-5
144,Stephan Robinson,Northwestern,Big Ten,11,46,625,13.6,2,10,120,12.0,0,56,745,13.3,2,stephan-robinson-2
145,Reggie Roberson Jr.,SMU,American,12,51,625,12.3,6,0,0,,0,51,625,12.3,6,reggie-roberson-jr-1
146,Taylor Morin*,Wake Forest,ACC,14,43,621,14.4,5,1,1,1.0,0,44,622,14.1,5,taylor-morin-1
147,Cornelius Johnson*,Michigan,Big Ten,14,39,620,15.9,3,3,30,10.0,0,42,650,15.5,3,cornelius-johnson-1
148,Nykeim Johnson*,Kent State,MAC,14,54,620,11.5,3,10,83,8.3,2,64,703,11.0,5,nykeim-johnson-1
149,Brennan Presley*,Oklahoma State,Big 12,14,50,619,12.4,5,5,36,7.2,1,55,655,11.9,6,brennan-presley-1
150,Bo Melton*,Rutgers,Big Ten,11,55,618,11.2,3,9,51,5.7,0,64,669,10.5,3,bo-melton-1
151,Austin Williams*,Mississippi State,SEC,13,52,617,11.9,4,0,0,,0,52,617,11.9,4,austin-williams-3
152,Keric Wheatfall*,Fresno State,MWC,13,38,616,16.2,4,2,2,1.0,0,40,618,15.5,4,keric-wheatfall-1
153,Justin Hall*,Ball State,MAC,11,61,613,10.0,5,37,255,6.9,6,98,868,8.9,11,justin-hall-3
154,Antoine Green*,North Carolina,ACC,13,31,612,19.7,5,0,0,,0,31,612,19.7,5,antoine-green-1
155,Brant Kuithe*,Utah,Pac-12,14,50,611,12.2,6,4,12,3.0,1,54,623,11.5,7,brant-kuithe-1
156,Kameron Brown*,Coastal Carolina,Sun Belt,13,36,605,16.8,5,0,0,,0,36,605,16.8,5,kameron-brown-1
157,Ra'Shaun Henry,Virginia,ACC,12,34,603,17.7,3,0,0,,0,34,603,17.7,3,rashaun-henry-1
158,Austin Allen,Nebraska,Big Ten,12,38,602,15.8,2,0,0,,0,38,602,15.8,2,austin-allen-2
159,Tahj Washington,USC,Pac-12,12,54,602,11.1,1,0,0,,0,54,602,11.1,1,tahj-washington-1
160,Josh Ali*,Kentucky,SEC,10,41,601,14.7,3,3,13,4.3,1,44,614,14.0,4,josh-ali-1
161,Kyle Williams,UNLV,MWC,10,42,601,14.3,2,2,7,3.5,0,44,608,13.8,2,kyle-williams-11
162,Chritauskie Dove*,Missouri,SEC,14,41,600,14.6,0,0,0,,0,41,600,14.6,0,chritauskie-dove-1
163,Jelani Woods,Virginia,ACC,11,44,598,13.6,8,1,1,1.0,0,45,599,13.3,8,jelani-woods-1
164,Tyrone Broden,Bowling Green State,MAC,11,36,596,16.6,5,0,0,,0,36,596,16.6,5,tyrone-broden-1
165,Thayer Thomas,North Carolina State,ACC,12,51,596,11.7,8,4,19,4.8,0,55,615,11.2,8,thayer-thomas-1
166,Gunner Romney*,Brigham Young,Ind,10,34,594,17.5,3,2,2,1.0,0,36,596,16.6,3,gunner-romney-1
167,Boogie Knight,Louisiana-Monroe,Sun Belt,12,45,588,13.1,3,1,-3,-3.0,0,46,585,12.7,3,boogie-knight-1
168,Cedric Patterson III,Rice,CUSA,12,38,583,15.3,6,3,40,13.3,1,41,623,15.2,7,cedric-patterson-iii-1
169,Kobe Hudson*,Auburn,SEC,12,44,580,13.2,4,1,-10,-10.0,0,45,570,12.7,4,kobe-hudson-1
170,Ricky Pearsall*,Arizona State,Pac-12,13,48,580,12.1,4,6,44,7.3,1,54,624,11.6,5,ricky-pearsall-1
171,Gary Bryant Jr.,USC,Pac-12,10,44,579,13.2,7,1,3,3.0,1,45,582,12.9,8,gary-bryant-jr-1
172,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,37,578,15.6,4,1,6,6.0,0,38,584,15.4,4,isaiah-garcia-castaneda-1
173,Malik Washington,Northwestern,Big Ten,12,44,578,13.1,2,5,-2,-0.4,0,49,576,11.8,2,malik-washington-1
174,Will Sheppard,Vanderbilt,SEC,11,43,577,13.4,4,0,0,,0,43,577,13.4,4,will-sheppard-1
175,Cole Tucker*,Northern Illinois,MAC,9,41,575,14.0,3,0,0,,0,41,575,14.0,3,cole-tucker-1
176,Bryce Ford-Wheaton*,West Virginia,Big 12,12,42,575,13.7,3,0,0,,0,42,575,13.7,3,bryce-ford-wheaton-1
177,Keke Chism*,Missouri,SEC,14,46,575,12.5,4,2,15,7.5,0,48,590,12.3,4,keke-chism-1
178,R.J. Sneed*,Baylor,Big 12,14,46,573,12.5,2,2,0,0.0,0,48,573,11.9,2,rj-sneed-1
179,Tyrin Smith*,UTEP,CUSA,13,33,570,17.3,4,0,0,,0,33,570,17.3,4,tyrin-smith-1
180,Jackson Anthrop*,Purdue,Big Ten,13,53,570,10.8,5,23,83,3.6,0,76,653,8.6,5,jackson-anthrop-1
181,Devin Maddox*,Toledo,MAC,13,41,567,13.8,4,2,19,9.5,0,43,586,13.6,4,devin-maddox-1
182,Brandon Johnson*,UCF,American,13,38,565,14.9,11,0,0,,0,38,565,14.9,11,brandon-johnson-11
183,Tre Harris,Louisiana Tech,CUSA,12,40,562,14.1,4,0,0,,0,40,562,14.1,4,tre-harris-1
184,Tayvion Robinson*,Virginia Tech,ACC,12,44,559,12.7,5,13,47,3.6,0,57,606,10.6,5,tayvion-robinson-1
185,Devon Williams*,Oregon,Pac-12,12,35,557,15.9,4,0,0,,0,35,557,15.9,4,devon-williams-2
186,Devin Carter,North Carolina State,ACC,12,31,556,17.9,6,0,0,,0,31,556,17.9,6,devin-carter-1
187,Jeff Foreman,Arkansas State,Sun Belt,12,31,556,17.9,2,0,0,,0,31,556,17.9,2,jeff-foreman-1
188,Javen Banks,Texas State,Sun Belt,11,36,553,15.4,5,0,0,,0,36,553,15.4,5,javen-banks-1
189,Justin Shorter*,Florida,SEC,13,41,550,13.4,3,0,0,,0,41,550,13.4,3,justin-shorter-1
190,Marshon Ford*,Louisville,ACC,13,49,550,11.2,2,0,0,,0,49,550,11.2,2,marshon-ford-1
191,Austin Osborne,Bowling Green State,MAC,12,64,546,8.5,2,0,0,,0,64,546,8.5,2,austin-osborne-1
192,Phillip Brooks*,Kansas State,Big 12,13,43,543,12.6,2,3,-7,-2.3,0,46,536,11.7,2,phillip-brooks-1
193,Peyton Hendershot,Indiana,Big Ten,12,46,543,11.8,4,2,8,4.0,0,48,551,11.5,4,peyton-hendershot-1
194,Mike Harley,Miami (FL),ACC,12,57,543,9.5,5,1,1,1.0,0,58,544,9.4,5,mike-harley-1
195,Tyrice Richie*,Northern Illinois,MAC,9,44,540,12.3,1,5,6,1.2,0,49,546,11.1,1,tyrice-richie-1
196,Dante Wright,Colorado State,MWC,10,43,538,12.5,3,3,-5,-1.7,0,46,533,11.6,3,dante-wright-1
197,Kaylon Geiger*,Texas Tech,Big 12,13,43,533,12.4,1,12,98,8.2,0,55,631,11.5,1,kaylon-geiger-1
198,Tre Mosley*,Michigan State,Big Ten,13,35,530,15.1,3,2,-1,-0.5,0,37,529,14.3,3,tre-mosley-1
199,Jordan Watkins*,Louisville,ACC,12,35,529,15.1,4,0,0,,0,35,529,15.1,4,jordan-watkins-2
200,Shedrick Jackson*,Auburn,SEC,13,40,527,13.2,1,0,0,,0,40,527,13.2,1,shedrick-jackson-1
201,Neil Pau'u*,Brigham Young,Ind,10,46,526,11.4,6,5,46,9.2,0,51,572,11.2,6,neil-pauu-1
202,Isaiah Williams,Illinois,Big Ten,12,47,525,11.2,4,12,61,5.1,2,59,586,9.9,6,isaiah-williams-7
203,Myles Price*,Texas Tech,Big 12,12,38,523,13.8,2,14,83,5.9,1,52,606,11.7,3,myles-price-1
204,Jarrin Pierce*,Middle Tennessee State,CUSA,13,43,523,12.2,6,0,0,,0,43,523,12.2,6,jarrin-pierce-1
205,Keandre Lambert-Smith*,Penn State,Big Ten,13,34,521,15.3,3,0,0,,0,34,521,15.3,3,keandre-lambert-smith-1
206,Tyler Scott*,Cincinnati,American,14,30,520,17.3,5,0,0,,0,30,520,17.3,5,tyler-scott-3
207,C.J. Johnson,East Carolina,American,12,35,520,14.9,1,0,0,,0,35,520,14.9,1,cj-johnson-6
208,Isaiah Winstead*,Toledo,MAC,13,38,520,13.7,1,0,0,,0,38,520,13.7,1,isaiah-winstead-1
209,Marcell Barbee,Texas State,Sun Belt,12,40,520,13.0,5,0,0,,0,40,520,13.0,5,marcell-barbee-1
210,Derius Davis,TCU,Big 12,12,36,518,14.4,1,10,42,4.2,1,46,560,12.2,2,derius-davis-1
211,Kevin Shaa*,Liberty,Ind,13,28,516,18.4,6,0,0,,0,28,516,18.4,6,kevin-shaa-1
212,Jalen Wydermyer,Texas A&M,SEC,12,40,515,12.9,4,0,0,,0,40,515,12.9,4,jalen-wydermyer-1
213,Taye Barber,TCU,Big 12,12,30,514,17.1,2,2,7,3.5,0,32,521,16.3,2,taye-barber-1
214,Justyn Ross*,Clemson,ACC,10,46,514,11.2,3,0,0,,0,46,514,11.2,3,justyn-ross-1
215,Britain Covey*,Utah,Pac-12,14,52,514,9.9,3,14,99,7.1,0,66,613,9.3,3,britain-covey-1
216,Kekoa Crawford,California,Pac-12,11,40,513,12.8,0,0,0,,0,40,513,12.8,0,kekoa-crawford-1
217,Ty Fryfogle,Indiana,Big Ten,12,46,512,11.1,1,4,34,8.5,0,50,546,10.9,1,ty-fryfogle-1
218,Dalton Kincaid*,Utah,Pac-12,14,36,510,14.2,8,1,4,4.0,0,37,514,13.9,8,dalton-kincaid-1
219,Jimmy Marshall*,Middle Tennessee State,CUSA,12,45,510,11.3,6,0,0,,0,45,510,11.3,6,jimmy-marshall-2
220,Ainias Smith,Texas A&M,SEC,12,47,509,10.8,6,8,26,3.3,0,55,535,9.7,6,ainias-smith-1
221,Kayshon Boutte*,LSU,SEC,6,38,508,13.4,9,0,0,,0,38,508,13.4,9,kayshon-boutte-1
222,Dontay Demus*,Maryland,Big Ten,6,28,507,18.1,3,0,0,,0,28,507,18.1,3,dontay-demus-1
223,Chris Autman-Bell*,Minnesota,Big Ten,11,36,506,14.1,6,0,0,,0,36,506,14.1,6,chris-autman-bell-1
224,Sam James*,West Virginia,Big 12,13,42,505,12.0,5,2,9,4.5,0,44,514,11.7,5,sam-james-1
225,Jaray Jenkins*,LSU,SEC,13,34,502,14.8,6,0,0,,0,34,502,14.8,6,jaray-jenkins-1
226,Jo'quavious Marks*,Mississippi State,SEC,13,83,502,6.0,3,106,416,3.9,6,189,918,4.9,9,joquavious-marks-1
227,Elijah Higgins,Stanford,Pac-12,10,45,500,11.1,4,0,0,,0,45,500,11.1,4,elijah-higgins-1
228,Jaheim Bell*,South Carolina,SEC,13,30,497,16.6,5,7,40,5.7,0,37,537,14.5,5,jaheim-bell-1
229,Jeremy Singleton*,Houston,American,14,29,495,17.1,5,0,0,,0,29,495,17.1,5,jeremy-singleton-1
230,August Pitre III,Rice,CUSA,8,31,494,15.9,3,0,0,,0,31,494,15.9,3,august-pitre-iii-1
231,Audie Omotosho,East Carolina,American,12,40,493,12.3,3,0,0,,0,40,493,12.3,3,audie-omotosho-1
232,Malachi Carter,Georgia Tech,ACC,12,37,489,13.2,2,0,0,,0,37,489,13.2,2,malachi-carter-1
233,Jack Bech*,LSU,SEC,13,43,489,11.4,3,0,0,,0,43,489,11.4,3,jack-bech-1
234,Demetris Robertson*,Auburn,SEC,12,37,488,13.2,4,5,42,8.4,1,42,530,12.6,5,demetris-robertson-2
235,Yo'Heinz Tyler*,Ball State,MAC,13,49,487,9.9,6,0,0,,0,49,487,9.9,6,yoheinz-tyler-1
236,Je'Quan Burton,Florida Atlantic,CUSA,12,27,483,17.9,3,2,-11,-5.5,0,29,472,16.3,3,jequan-burton-1
237,Xavier Gaines*,Marshall,CUSA,13,42,483,11.5,3,1,9,9.0,0,43,492,11.4,3,xavier-gaines-2
238,Brandon Robinson,Florida Atlantic,CUSA,12,37,481,13.0,3,0,0,,0,37,481,13.0,3,brandon-robinson-2
239,Jake Herslow*,Houston,American,14,36,480,13.3,5,0,0,,0,36,480,13.3,5,jake-herslow-1
240,Isaiah Alston*,Army,Ind,13,25,479,19.2,3,0,0,,0,25,479,19.2,3,isaiah-alston-1
241,Danny Davis*,Wisconsin,Big Ten,12,32,478,14.9,2,1,1,1.0,0,33,479,14.5,2,danny-davis-5
242,Randle Jones,Temple,American,8,40,476,11.9,3,4,12,3.0,0,44,488,11.1,3,randle-jones-1
243,Keelan Marion,Connecticut,Ind,12,28,474,16.9,5,0,0,,0,28,474,16.9,5,keelan-marion-1
244,Sam Crawford Jr.*,Tulsa,American,9,27,472,17.5,4,0,0,,0,27,472,17.5,4,sam-crawford-jr-1
245,Yusuf Ali*,Middle Tennessee State,CUSA,11,45,472,10.5,4,3,15,5.0,0,48,487,10.1,4,yusuf-ali-1
246,Zane Pope*,Fresno State,MWC,13,25,471,18.8,4,1,3,3.0,0,26,474,18.2,4,zane-pope-1
247,De'Zhaun Stribling*,Washington State,Pac-12,13,44,471,10.7,5,0,0,,0,44,471,10.7,5,dezhaun-stribling-1
248,Justin Lockhart*,Nevada,MWC,12,35,470,13.4,2,0,0,,0,35,470,13.4,2,justin-lockhart-1
249,Jahmyr Gibbs,Georgia Tech,ACC,12,36,470,13.1,2,143,746,5.2,4,179,1216,6.8,6,jahmyr-gibbs-1
250,Jalen McMillan,Washington,Pac-12,11,39,470,12.1,3,0,0,,0,39,470,12.1,3,jalen-mcmillan-1
251,Deuce Vaughn*,Kansas State,Big 12,13,49,468,9.6,4,235,1404,6.0,18,284,1872,6.6,22,deuce-vaughn-1
252,Kyric McGowan,Georgia Tech,ACC,11,37,467,12.6,7,0,0,,0,37,467,12.6,7,kyric-mcgowan-1
253,Payne Durham*,Purdue,Big Ten,12,45,467,10.4,6,0,0,,0,45,467,10.4,6,payne-durham-1
254,Jaylin Lane*,Middle Tennessee State,CUSA,12,42,466,11.1,4,11,93,8.5,1,53,559,10.5,5,jaylin-lane-1
255,Grant Calcaterra,SMU,American,12,38,465,12.2,4,0,0,,0,38,465,12.2,4,grant-calcaterra-1
256,Shadeed Ahmed*,Marshall,CUSA,13,38,463,12.2,3,0,0,,0,38,463,12.2,3,shadeed-ahmed-1
257,Rico Arnold,Massachusetts,Ind,11,27,461,17.1,3,0,0,,0,27,461,17.1,3,rico-arnold-1
258,Taysir Mack*,Pitt,ACC,8,27,461,17.1,3,2,12,6.0,0,29,473,16.3,3,taysir-mack-1
259,Broc Thompson*,Purdue,Big Ten,13,30,457,15.2,4,0,0,,0,30,457,15.2,4,broc-thompson-1
260,Dominic Johnson,Buffalo,MAC,12,34,457,13.4,2,0,0,,0,34,457,13.4,2,dominic-johnson-1
261,Rachaad White*,Arizona State,Pac-12,11,43,456,10.6,1,182,1006,5.5,15,225,1462,6.5,16,rachaad-white-1
262,Jamari Thrash*,Georgia State,Sun Belt,13,32,452,14.1,3,1,5,5.0,0,33,457,13.8,3,jamari-thrash-1
263,Lucas Krull*,Pitt,ACC,14,38,451,11.9,6,0,0,,0,38,451,11.9,6,lucas-krull-1
264,Jake Ferguson*,Wisconsin,Big Ten,13,46,450,9.8,3,0,0,,0,46,450,9.8,3,jake-ferguson-1
265,Ladd McConkey*,Georgia,SEC,15,31,447,14.4,5,4,44,11.0,1,35,491,14.0,6,ladd-mcconkey-1
266,Chigoziem Okonkwo*,Maryland,Big Ten,13,52,447,8.6,5,0,0,,0,52,447,8.6,5,chigoziem-okonkwo-1
267,Ahmari Huggins-Bruce*,Louisville,ACC,12,29,444,15.3,4,2,15,7.5,0,31,459,14.8,4,ahmari-huggins-bruce-1
268,Malik Heath*,Mississippi State,SEC,11,34,442,13.0,5,0,0,,0,34,442,13.0,5,malik-heath-1
269,Khaleb Hood,Georgia Southern,Sun Belt,12,35,442,12.6,0,13,77,5.9,1,48,519,10.8,1,khaleb-hood-1
270,Ryan Jones,East Carolina,American,12,37,442,11.9,5,0,0,,0,37,442,11.9,5,ryan-jones-4
271,Malik Knowles*,Kansas State,Big 12,13,29,441,15.2,4,15,106,7.1,0,44,547,12.4,4,malik-knowles-1
272,Jose Barbon,Temple,American,12,40,440,11.0,2,2,26,13.0,0,42,466,11.1,2,jose-barbon-1
273,Erick All*,Michigan,Big Ten,13,38,437,11.5,2,0,0,,0,38,437,11.5,2,erick-all-1
274,Terrell Bynum,Washington,Pac-12,8,26,436,16.8,4,1,8,8.0,0,27,444,16.4,4,terrell-bynum-1
275,Tyrick James,Tulane,American,12,31,429,13.8,4,0,0,,0,31,429,13.8,4,tyrick-james-1
276,Adonai Mitchell*,Georgia,SEC,15,29,426,14.7,4,0,0,,0,29,426,14.7,4,adonai-mitchell-1
277,Ezra Naylor II*,Tulsa,American,13,33,426,12.9,3,0,0,,0,33,426,12.9,3,ezra-naylor-ii-1
278,Tre Tucker*,Cincinnati,American,14,34,426,12.5,2,2,12,6.0,0,36,438,12.2,2,tre-tucker-1
279,Dillon Johnson*,Mississippi State,SEC,13,65,422,6.5,1,89,485,5.4,4,154,907,5.9,5,dillon-johnson-1
280,Stefan Cobbs,Boise State,MWC,9,34,421,12.4,5,2,5,2.5,0,36,426,11.8,5,stefan-cobbs-1
281,Kris Hutson*,Oregon,Pac-12,14,31,419,13.5,2,1,-9,-9.0,0,32,410,12.8,2,kris-hutson-1
282,Elijah Kothe*,San Diego State,MWC,14,31,418,13.5,1,0,0,,0,31,418,13.5,1,elijah-kothe-1
283,LV Bunkley-Shelton*,Arizona State,Pac-12,13,33,418,12.7,2,0,0,,0,33,418,12.7,2,lv-bunkley-shelton-1
284,Christian Sims,Bowling Green State,MAC,11,41,418,10.2,2,1,4,4.0,1,42,422,10.0,3,christian-sims-1
285,Malik Nabers*,LSU,SEC,11,28,417,14.9,4,4,23,5.8,0,32,440,13.8,4,malik-nabers-1
286,Peter LeBlanc*,Louisiana,Sun Belt,13,37,417,11.3,1,1,-1,-1.0,0,38,416,10.9,1,peter-leblanc-1
287,Kendric Pryor*,Wisconsin,Big Ten,13,32,416,13.0,3,8,41,5.1,0,40,457,11.4,3,kendric-pryor-1
288,Ty McCullouch,Colorado State,MWC,12,24,415,17.3,1,3,14,4.7,0,27,429,15.9,1,ty-mccullouch-1
289,Rome Odunze,Washington,Pac-12,9,41,415,10.1,4,2,13,6.5,0,43,428,10.0,4,rome-odunze-1
290,Jared Smart,Hawaii,MWC,13,26,414,15.9,2,0,0,,0,26,414,15.9,2,jared-smart-1
291,Isaiah Hamilton,San Jose State,MWC,12,31,414,13.4,2,0,0,,0,31,414,13.4,2,isaiah-hamilton-2
292,Kemore Gamble*,Florida,SEC,13,31,414,13.4,4,0,0,,0,31,414,13.4,4,kemore-gamble-1
293,Justin McGriff*,Utah State,MWC,14,35,414,11.8,6,0,0,,0,35,414,11.8,6,justin-mcgriff-1
294,Jason Ivory,Memphis,American,11,29,413,14.2,3,0,0,,0,29,413,14.2,3,jason-ivory-1
295,John Samuel Shenker*,Auburn,SEC,13,33,413,12.5,0,1,1,1.0,0,34,414,12.2,0,john-samuel-shenker-1
296,Octavius Evans,Boise State,MWC,10,34,409,12.0,2,3,22,7.3,1,37,431,11.6,3,octavius-evans-1
297,Jimmy Horn Jr.,South Florida,American,12,30,408,13.6,1,5,12,2.4,0,35,420,12.0,1,jimmy-horn-jr-1
298,Slade Bolden*,Alabama,SEC,15,42,408,9.7,3,1,0,0.0,0,43,408,9.5,3,slade-bolden-1
299,Beaux Collins*,Clemson,ACC,11,31,407,13.1,3,0,0,,0,31,407,13.1,3,beaux-collins-1
300,Cameron Odom,Ohio,MAC,12,29,406,14.0,1,1,0,0.0,0,30,406,13.5,1,cameron-odom-1
301,Keyshawn Smith,Miami (FL),ACC,12,33,405,12.3,3,0,0,,0,33,405,12.3,3,keyshawn-smith-1
302,Ke'Shawn Williams*,Wake Forest,ACC,14,27,404,15.0,3,0,0,,0,27,404,15.0,3,keshawn-williams-2
303,Andre Bodison,New Mexico State,Ind,10,32,403,12.6,0,1,4,4.0,0,33,407,12.3,0,andre-bodison-1
304,Travis Dye*,Oregon,Pac-12,14,46,402,8.7,2,211,1271,6.0,16,257,1673,6.5,18,travis-dye-1
305,Tre'Shaun Harrison*,Oregon State,Pac-12,13,29,401,13.8,3,6,23,3.8,0,35,424,12.1,3,treshaun-harrison-1
