Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
38,Omar Bayless*,Arkansas State,Sun Belt,13,93,1653,17.8,17,0,0,,0,93,1653,17.8,17,omar-bayless-1
39,Antonio Gandy-Golden*,Liberty,Ind,13,79,1396,17.7,10,0,0,,0,79,1396,17.7,10,antonio-gandy-golden-1
40,Brant Kuithe*,Utah,Pac-12,14,34,602,17.7,6,6,102,17.0,3,40,704,17.6,9,brant-kuithe-1
41,Jacob Cowing,UTEP,CUSA,12,31,550,17.7,3,0,0,,0,31,550,17.7,3,jacob-cowing-1
42,Alec Pierce*,Cincinnati,American,14,37,652,17.6,2,0,0,,0,37,652,17.6,2,alec-pierce-2
43,Tyrone Scott*,Central Michigan,MAC,14,37,650,17.6,5,1,15,15.0,0,38,665,17.5,5,tyrone-scott-1
44,Victor Tucker*,Charlotte,CUSA,13,52,909,17.5,7,3,18,6.0,1,55,927,16.9,8,victor-tucker-1
45,Reginald Todd,Troy,Sun Belt,12,38,666,17.5,5,0,0,,0,38,666,17.5,5,reginald-todd-1
46,JoJo Ward*,Hawaii,MWC,15,65,1134,17.4,11,0,0,,0,65,1134,17.4,11,jojo-ward-1
47,Marquez Stevenson,Houston,American,12,52,907,17.4,9,9,89,9.9,0,61,996,16.3,9,marquez-stevenson-1
48,Tyquan Thornton*,Baylor,Big 12,14,45,782,17.4,5,0,0,,0,45,782,17.4,5,tyquan-thornton-1
49,Chris Olave*,Ohio State,Big Ten,14,49,849,17.3,12,2,5,2.5,0,51,854,16.7,12,chris-olave-1
50,Charleston Rambo*,Oklahoma,Big 12,14,43,743,17.3,5,2,15,7.5,0,45,758,16.8,5,charleston-rambo-1
51,Scotty Washington*,Wake Forest,ACC,8,35,607,17.3,7,0,0,,0,35,607,17.3,7,scotty-washington-1
52,Camden Harrison,Army,Ind,12,25,433,17.3,3,0,0,,0,25,433,17.3,3,camden-harrison-1
53,Gabriel Davis*,UCF,American,12,72,1241,17.2,12,0,0,,0,72,1241,17.2,12,gabriel-davis-1
54,Cedric Peterson,Arizona,Pac-12,12,24,412,17.2,2,0,0,,0,24,412,17.2,2,cedric-peterson-1
55,Danzel Mckinley-Lewis,Toledo,MAC,12,36,615,17.1,1,0,0,,0,36,615,17.1,1,danzel-mckinley-lewis-1
56,Tylan Wallace*,Oklahoma State,Big 12,9,53,903,17.0,8,1,0,0.0,0,54,903,16.7,8,tylan-wallace-1
57,Isiah Cox*,Ohio,MAC,13,39,663,17.0,2,1,15,15.0,0,40,678,17.0,2,isiah-cox-1
58,Jaylen Waddle*,Alabama,SEC,13,33,560,17.0,6,1,5,5.0,0,34,565,16.6,6,jaylen-waddle-1
59,Damon Hazelton Jr.*,Virginia Tech,ACC,10,31,527,17.0,8,1,3,3.0,0,32,530,16.6,8,damon-hazelton-jr-1
60,Tre Nixon*,UCF,American,13,49,830,16.9,7,0,0,,0,49,830,16.9,7,tre-nixon-1
61,Damonte Coxie*,Memphis,American,14,76,1276,16.8,9,0,0,,0,76,1276,16.8,9,damonte-coxie-1
62,Keylon Stokes,Tulsa,American,12,62,1040,16.8,6,9,42,4.7,0,71,1082,15.2,6,keylon-stokes-1
63,C.J. Johnson,East Carolina,American,12,54,908,16.8,4,0,0,,0,54,908,16.8,4,cj-johnson-6
64,Kylen Granson*,SMU,American,13,43,721,16.8,9,2,11,5.5,0,45,732,16.3,9,kylen-granson-1
65,Steve Jenkins,UNLV,MWC,11,23,386,16.8,2,1,7,7.0,0,24,393,16.4,2,steve-jenkins-3
66,Isaiah Hamilton,San Jose State,MWC,12,43,718,16.7,4,7,32,4.6,0,50,750,15.0,4,isaiah-hamilton-2
67,Dashon Bussell*,Western Michigan,MAC,13,27,445,16.5,2,0,0,,0,27,445,16.5,2,dashon-bussell-1
68,Marcus Williams,New Mexico,MWC,12,26,428,16.5,1,0,0,,0,26,428,16.5,1,marcus-williams-11
69,Jauan Jennings*,Tennessee,SEC,13,59,969,16.4,8,13,51,3.9,1,72,1020,14.2,9,jauan-jennings-1
70,Ihmir Smith-Marsette*,Iowa,Big Ten,13,44,722,16.4,5,11,108,9.8,3,55,830,15.1,8,ihmir-smith-marsette-1
71,Tyrone Tracy Jr.*,Iowa,Big Ten,13,36,589,16.4,3,6,39,6.5,1,42,628,15.0,4,tyrone-tracy-jr-1
72,Kawaan Baker,South Alabama,Sun Belt,12,35,574,16.4,3,20,83,4.2,2,55,657,11.9,5,kawaan-baker-1
73,Treylon Burks,Arkansas,SEC,11,29,475,16.4,0,9,35,3.9,0,38,510,13.4,0,treylon-burks-1
74,Myron Mitchell*,UAB,CUSA,14,34,554,16.3,4,1,4,4.0,0,35,558,15.9,4,myron-mitchell-1
75,Tre Turner*,Virginia Tech,ACC,11,34,553,16.3,4,24,231,9.6,1,58,784,13.5,5,tre-turner-2
76,Brennan Eagles*,Texas,Big 12,12,32,522,16.3,6,0,0,,0,32,522,16.3,6,brennan-eagles-1
77,Stephan Robinson,Kansas,Big 12,12,45,727,16.2,8,4,13,3.3,0,49,740,15.1,8,stephan-robinson-2
78,Malik Stanley*,Louisiana Tech,CUSA,13,40,649,16.2,3,0,0,,0,40,649,16.2,3,malik-stanley-1
79,Jamarye Joiner,Arizona,Pac-12,12,34,552,16.2,5,0,0,,0,34,552,16.2,5,jamarye-joiner-1
80,KJ Hamler*,Penn State,Big Ten,13,56,904,16.1,8,13,43,3.3,0,69,947,13.7,8,kj-hamler-1
81,Rashee Rice*,SMU,American,10,25,403,16.1,1,1,0,0.0,0,26,403,15.5,1,rashee-rice-1
82,Spencer Tears,Northern Illinois,MAC,12,23,370,16.1,2,1,6,6.0,0,24,376,15.7,2,spencer-tears-1
83,Binjimen Victor*,Ohio State,Big Ten,14,34,545,16.0,6,0,0,,0,34,545,16.0,6,binjimen-victor-1
84,Hunter Bryant*,Washington,Pac-12,12,52,825,15.9,3,2,-4,-2.0,0,54,821,15.2,3,hunter-bryant-2
85,Arthur Jackson III*,Eastern Michigan,MAC,13,46,732,15.9,7,0,0,,0,46,732,15.9,7,arthur-jackson-iii-1
86,Kobay White*,Boston College,ACC,13,29,460,15.9,5,4,19,4.8,0,33,479,14.5,5,kobay-white-1
87,Ronnie Bell*,Michigan,Big Ten,13,48,758,15.8,1,1,9,9.0,0,49,767,15.7,1,ronnie-bell-3
88,Randal Grimes,UNLV,MWC,11,44,696,15.8,7,0,0,,0,44,696,15.8,7,randal-grimes-1
89,Erik Ezukanma,Texas Tech,Big 12,12,42,664,15.8,4,0,0,,0,42,664,15.8,4,erik-ezukanma-1
90,Tavaris Harrison*,Florida Atlantic,CUSA,13,33,523,15.8,2,0,0,,0,33,523,15.8,2,tavaris-harrison-1
91,Tyler Ringwood*,Charlotte,CUSA,13,25,395,15.8,5,0,0,,0,25,395,15.8,5,tyler-ringwood-1
92,Chase Claypool*,Notre Dame,Ind,13,66,1037,15.7,13,0,0,,0,66,1037,15.7,13,chase-claypool-1
93,Siaosi Mariner*,Utah State,MWC,13,63,987,15.7,10,0,0,,0,63,987,15.7,10,siaosi-mariner-1
94,Skyy Moore*,Western Michigan,MAC,13,51,802,15.7,3,1,2,2.0,1,52,804,15.5,4,skyy-moore-1
95,Jalen McCleskey*,Tulane,American,13,37,581,15.7,4,1,-1,-1.0,0,38,580,15.3,4,jalen-mccleskey-1
96,Bailey Gaither,San Jose State,MWC,12,52,812,15.6,6,0,0,,0,52,812,15.6,6,bailey-gaither-1
97,Kedarian Jones*,Memphis,American,14,39,609,15.6,4,2,10,5.0,0,41,619,15.1,4,kedarian-jones-1
98,Dalton Schoen*,Kansas State,Big 12,13,37,579,15.6,4,1,4,4.0,0,38,583,15.3,4,dalton-schoen-1
99,Juwan Johnson*,Oregon,Pac-12,10,30,467,15.6,4,0,0,,0,30,467,15.6,4,juwan-johnson-1
100,Trishton Jackson,Syracuse,ACC,12,66,1023,15.5,11,2,3,1.5,0,68,1026,15.1,11,trishton-jackson-1
101,Denzel Mims*,Baylor,Big 12,14,66,1020,15.5,12,0,0,,0,66,1020,15.5,12,denzel-mims-1
102,Tyler Johnson*,Minnesota,Big Ten,11,72,1107,15.4,10,0,0,,0,72,1107,15.4,10,tyler-johnson-6
103,Harrison Bryant*,Florida Atlantic,CUSA,13,65,1004,15.4,7,0,0,,0,65,1004,15.4,7,harrison-bryant-1
104,Branden Mack*,Temple,American,13,59,904,15.3,7,2,14,7.0,0,61,918,15.0,7,branden-mack-1
105,Quintez Cephus*,Wisconsin,Big Ten,14,59,901,15.3,7,0,0,,0,59,901,15.3,7,quintez-cephus-1
106,Isaiah McKoy*,Kent State,MAC,12,57,870,15.3,8,0,0,,0,57,870,15.3,8,isaiah-mckoy-1
107,Sage Surratt*,Wake Forest,ACC,9,66,1001,15.2,11,0,0,,0,66,1001,15.2,11,sage-surratt-1
108,Dontay Demus,Maryland,Big Ten,12,41,625,15.2,6,1,4,4.0,0,42,629,15.0,6,dontay-demus-1
109,Cary Angeline,North Carolina State,ACC,12,25,379,15.2,5,0,0,,0,25,379,15.2,5,cary-angeline-1
110,Jerry Jeudy*,Alabama,SEC,13,77,1163,15.1,10,1,1,1.0,0,78,1164,14.9,10,jerry-jeudy-1
111,Ja'Marcus Bradley*,Louisiana,Sun Belt,14,60,906,15.1,10,0,0,,0,60,906,15.1,10,jamarcus-bradley-1
112,Taj Harris,Syracuse,ACC,12,37,559,15.1,2,2,25,12.5,0,39,584,15.0,2,taj-harris-1
113,Tony Poljan*,Central Michigan,MAC,12,33,496,15.0,4,0,0,,0,33,496,15.0,4,tony-poljan-1
114,Aaron Moore,Old Dominion,CUSA,12,26,389,15.0,3,0,0,,0,26,389,15.0,3,aaron-moore-4
115,Darnell Mooney*,Tulane,American,13,48,713,14.9,5,0,0,,0,48,713,14.9,5,darnell-mooney-1
116,Mathew Sexton*,Eastern Michigan,MAC,11,34,508,14.9,4,5,14,2.8,0,39,522,13.4,4,mathew-sexton-1
117,Trevon Grimes*,Florida,SEC,13,33,491,14.9,3,1,-4,-4.0,0,34,487,14.3,3,trevon-grimes-1
118,George Pickens*,Georgia,SEC,14,49,727,14.8,8,0,0,,0,49,727,14.8,8,george-pickens-1
119,Romeo Doubs*,Nevada,MWC,11,44,649,14.8,4,1,-1,-1.0,0,45,648,14.4,4,romeo-doubs-1
120,Jonathan Nance,Missouri,SEC,12,31,458,14.8,4,1,4,4.0,0,32,462,14.4,4,jonathan-nance-1
121,Osirus Mitchell*,Mississippi State,SEC,13,29,430,14.8,6,0,0,,0,29,430,14.8,6,osirus-mitchell-1
122,Tre Walker,San Jose State,MWC,10,79,1161,14.7,2,0,0,,0,79,1161,14.7,2,tre-walker-3
123,Johnny Johnson III*,Oregon,Pac-12,14,57,836,14.7,7,0,0,,0,57,836,14.7,7,johnny-johnson-iii-1
124,Corey Sutton*,Appalachian State,Sun Belt,9,41,601,14.7,7,0,0,,0,41,601,14.7,7,corey-sutton-2
125,Collin Johnson*,Texas,Big 12,7,38,559,14.7,3,0,0,,0,38,559,14.7,3,collin-johnson-2
126,Jimmy Marshall,Middle Tennessee State,CUSA,12,35,513,14.7,6,0,0,,0,35,513,14.7,6,jimmy-marshall-2
127,Malik Knowles*,Kansas State,Big 12,11,27,397,14.7,3,7,70,10.0,0,34,467,13.7,3,malik-knowles-1
128,Jeremy Singleton,Houston,American,12,26,381,14.7,3,0,0,,0,26,381,14.7,3,jeremy-singleton-1
129,Matt Bushman*,Brigham Young,Ind,13,47,688,14.6,4,0,0,,0,47,688,14.6,4,matt-bushman-1
130,Terrace Marshall Jr.*,LSU,SEC,12,46,671,14.6,13,0,0,,0,46,671,14.6,13,terrace-marshall-jr-1
131,Devin Asiasi,UCLA,Pac-12,12,44,641,14.6,4,0,0,,0,44,641,14.6,4,devin-asiasi-1
132,Cameron Dollar*,Charlotte,CUSA,13,41,599,14.6,2,1,-5,-5.0,0,42,594,14.1,2,cameron-dollar-1
133,Jordan Duncan*,California,Pac-12,11,25,364,14.6,2,0,0,,0,25,364,14.6,2,jordan-duncan-1
134,Warren Jackson,Colorado State,MWC,10,77,1119,14.5,8,0,0,,0,77,1119,14.5,8,warren-jackson-2
135,RJ Turner,Texas Tech,Big 12,12,45,654,14.5,3,0,0,,0,45,654,14.5,3,rj-turner-1
136,Drake London*,USC,Pac-12,13,39,567,14.5,5,0,0,,0,39,567,14.5,5,drake-london-1
137,Tray Eafford,Troy,Sun Belt,10,23,334,14.5,3,0,0,,0,23,334,14.5,3,tray-eafford-1
138,Beau Corrales*,North Carolina,ACC,13,40,575,14.4,6,0,0,,0,40,575,14.4,6,beau-corrales-1
139,Lawrence Cager*,Georgia,SEC,9,33,476,14.4,4,0,0,,0,33,476,14.4,4,lawrence-cager-1
140,Garrett Wilson*,Ohio State,Big Ten,14,30,432,14.4,5,0,0,,0,30,432,14.4,5,garrett-wilson-2
141,Whop Philyor*,Indiana,Big Ten,12,70,1002,14.3,5,10,43,4.3,0,80,1045,13.1,5,whop-philyor-1
142,Nate Stewart,Akron,MAC,12,37,529,14.3,3,0,0,,0,37,529,14.3,3,nate-stewart-1
143,Dalton Rigdon,Texas Tech,Big 12,10,34,486,14.3,5,6,12,2.0,0,40,498,12.5,5,dalton-rigdon-1
144,Champ Flemings,Oregon State,Pac-12,12,32,457,14.3,3,3,18,6.0,0,35,475,13.6,3,champ-flemings-1
145,Devin Carter,North Carolina State,ACC,12,32,456,14.3,0,0,0,,0,32,456,14.3,0,devin-carter-1
146,Joshua Simon*,Western Kentucky,CUSA,13,30,430,14.3,4,0,0,,0,30,430,14.3,4,joshua-simon-1
147,Nate Craig-Myers,Colorado State,MWC,9,23,329,14.3,1,0,0,,0,23,329,14.3,1,nate-craig-myers-1
148,Brandon Arconado*,Washington State,Pac-12,11,78,1109,14.2,7,0,0,,0,78,1109,14.2,7,brandon-arconado-1
149,Hasise Dubois*,Virginia,ACC,14,75,1062,14.2,6,0,0,,0,75,1062,14.2,6,hasise-dubois-1
150,JaCorey Sullivan*,Central Michigan,MAC,13,57,808,14.2,3,0,0,,0,57,808,14.2,3,jacorey-sullivan-1
151,Darrell Stewart Jr.*,Michigan State,Big Ten,9,49,697,14.2,4,2,-13,-6.5,0,51,684,13.4,4,darrell-stewart-jr-1
152,Riley Miller,Ball State,MAC,12,43,612,14.2,6,0,0,,0,43,612,14.2,6,riley-miller-1
153,Jalen Reagor,TCU,Big 12,12,43,611,14.2,5,14,89,6.4,0,57,700,12.3,5,jalen-reagor-1
154,Bo Melton,Rutgers,Big Ten,12,30,427,14.2,2,4,22,5.5,0,34,449,13.2,2,bo-melton-1
155,Amari Rodgers*,Clemson,ACC,14,30,426,14.2,4,2,50,25.0,1,32,476,14.9,5,amari-rodgers-1
156,Dazz Newsome*,North Carolina,ACC,12,72,1018,14.1,10,3,9,3.0,0,75,1027,13.7,10,dazz-newsome-1
157,Seth Williams*,Auburn,SEC,12,59,830,14.1,8,0,0,,0,59,830,14.1,8,seth-williams-1
158,Dante Wright,Colorado State,MWC,12,57,805,14.1,4,17,214,12.6,2,74,1019,13.8,6,dante-wright-1
159,Marlon Williams*,UCF,American,12,51,717,14.1,6,0,0,,0,51,717,14.1,6,marlon-williams-5
160,Brevin Jordan*,Miami (FL),ACC,11,35,495,14.1,2,1,0,0.0,0,36,495,13.8,2,brevin-jordan-1
161,Cody White*,Michigan State,Big Ten,13,66,922,14.0,6,6,22,3.7,0,72,944,13.1,6,cody-white-3
162,Brad Rozner,Rice,CUSA,12,55,770,14.0,5,0,0,,0,55,770,14.0,5,brad-rozner-1
163,Antonio Nunn*,Buffalo,MAC,12,49,687,14.0,6,0,0,,0,49,687,14.0,6,antonio-nunn-1
164,Cole Tucker,Northern Illinois,MAC,12,38,531,14.0,1,0,0,,0,38,531,14.0,1,cole-tucker-1
165,Jalen Wydermyer*,Texas A&M,SEC,13,32,447,14.0,6,0,0,,0,32,447,14.0,6,jalen-wydermyer-1
166,Tyrie Cleveland*,Florida,SEC,13,25,351,14.0,1,0,0,,0,25,351,14.0,1,tyrie-cleveland-1
167,Chase Cota,UCLA,Pac-12,12,25,350,14.0,3,0,0,,0,25,350,14.0,3,chase-cota-1
168,Justin Jefferson*,LSU,SEC,15,111,1540,13.9,18,0,0,,0,111,1540,13.9,18,justin-jefferson-1
169,Boogie Knight,Akron,MAC,12,31,430,13.9,0,1,3,3.0,0,32,433,13.5,0,boogie-knight-1
170,Zack Moss*,Utah,Pac-12,13,28,388,13.9,2,235,1416,6.0,15,263,1804,6.9,17,zack-moss-1
171,Khalil Shakir*,Boise State,MWC,14,63,872,13.8,6,19,66,3.5,3,82,938,11.4,9,khalil-shakir-1
172,Michael Lawrence,North Texas,CUSA,12,48,661,13.8,3,0,0,,0,48,661,13.8,3,michael-lawrence-1
173,Trey Knox,Arkansas,SEC,11,28,385,13.8,3,0,0,,0,28,385,13.8,3,trey-knox-1
174,Kendall Hinton*,Wake Forest,ACC,11,73,1001,13.7,4,2,9,4.5,0,75,1010,13.5,4,kendall-hinton-1
175,Jonathan Adams Jr.*,Arkansas State,Sun Belt,13,62,851,13.7,5,0,0,,0,62,851,13.7,5,jonathan-adams-jr-1
176,Charlie Kolar*,Iowa State,Big 12,13,51,697,13.7,7,0,0,,0,51,697,13.7,7,charlie-kolar-1
177,Isaiah Hodgins,Oregon State,Pac-12,12,86,1171,13.6,13,0,0,,0,86,1171,13.6,13,isaiah-hodgins-1
178,Brycen Hopkins,Purdue,Big Ten,12,61,830,13.6,7,0,0,,0,61,830,13.6,7,brycen-hopkins-1
179,Laviska Shenault Jr.,Colorado,Pac-12,11,56,764,13.6,4,23,161,7.0,2,79,925,11.7,6,laviska-shenault-jr-1
180,Nick Westbrook*,Indiana,Big Ten,13,42,572,13.6,5,0,0,,0,42,572,13.6,5,nick-westbrook-1
181,Freddie Swain*,Florida,SEC,12,38,517,13.6,7,4,27,6.8,0,42,544,13.0,7,freddie-swain-1
182,Antwan Davis,Ball State,MAC,12,38,516,13.6,3,0,0,,0,38,516,13.6,3,antwan-davis-2
183,Ardell Brown,Connecticut,American,11,27,368,13.6,2,0,0,,0,27,368,13.6,2,ardell-brown-1
184,Amon-Ra St. Brown*,USC,Pac-12,13,77,1042,13.5,6,7,60,8.6,1,84,1102,13.1,7,amon-ra-st-brown-1
185,Mike Carrigan*,Kent State,MAC,11,42,569,13.5,5,1,3,3.0,0,43,572,13.3,5,mike-carrigan-1
186,Nikko Remigio*,California,Pac-12,12,38,513,13.5,3,3,8,2.7,0,41,521,12.7,3,nikko-remigio-1
187,Isaiah Likely,Coastal Carolina,Sun Belt,12,32,431,13.5,5,0,0,,0,32,431,13.5,5,isaiah-likely-1
188,Van Jefferson*,Florida,SEC,13,49,657,13.4,6,1,7,7.0,0,50,664,13.3,6,van-jefferson-1
189,Ty Fryfogle*,Indiana,Big Ten,13,45,604,13.4,3,0,0,,0,45,604,13.4,3,ty-fryfogle-1
190,Jarrin Pierce,Middle Tennessee State,CUSA,12,42,562,13.4,4,1,9,9.0,0,43,571,13.3,4,jarrin-pierce-1
191,Deven Thompkins*,Utah State,MWC,12,40,536,13.4,4,6,77,12.8,1,46,613,13.3,5,deven-thompkins-1
192,Josh Palmer*,Tennessee,SEC,13,34,457,13.4,1,2,4,2.0,0,36,461,12.8,1,josh-palmer-1
193,Deddrick Thomas*,Mississippi State,SEC,13,30,401,13.4,2,1,5,5.0,0,31,406,13.1,2,deddrick-thomas-1
194,Austin Mack*,Ohio State,Big Ten,11,27,361,13.4,3,0,0,,0,27,361,13.4,3,austin-mack-1
195,K.D. Nixon,Colorado,Pac-12,12,35,465,13.3,3,5,19,3.8,0,40,484,12.1,3,kd-nixon-1
196,Rondale Moore,Purdue,Big Ten,4,29,387,13.3,2,3,3,1.0,0,32,390,12.2,2,rondale-moore-1
197,Chris Autman-Bell*,Minnesota,Big Ten,13,28,371,13.3,5,0,0,,0,28,371,13.3,5,chris-autman-bell-1
198,Kevin Shaa*,Liberty,Ind,11,26,346,13.3,2,0,0,,0,26,346,13.3,2,kevin-shaa-1
199,Jhamon Ausbon*,Texas A&M,SEC,13,66,872,13.2,5,0,0,,0,66,872,13.2,5,jhamon-ausbon-1
200,Sam Crawford Jr.,Tulsa,American,12,59,777,13.2,5,0,0,,0,59,777,13.2,5,sam-crawford-jr-1
201,Jesse Matthews*,San Diego State,MWC,13,48,633,13.2,2,1,7,7.0,0,49,640,13.1,2,jesse-matthews-1
202,Josh Pederson,Louisiana-Monroe,Sun Belt,12,43,567,13.2,9,0,0,,0,43,567,13.2,9,josh-pederson-1
203,Devin Duvernay*,Texas,Big 12,13,106,1386,13.1,9,10,24,2.4,1,116,1410,12.2,10,devin-duvernay-1
204,Justyn Ross*,Clemson,ACC,14,66,865,13.1,8,0,0,,0,66,865,13.1,8,justyn-ross-1
205,Dezmon Patmon*,Washington State,Pac-12,13,58,762,13.1,8,0,0,,0,58,762,13.1,8,dezmon-patmon-1
206,Shermar Thornton*,Florida International,CUSA,13,51,668,13.1,5,0,0,,0,51,668,13.1,5,shermar-thornton-1
207,Tay Martin*,Washington State,Pac-12,13,43,564,13.1,4,0,0,,0,43,564,13.1,4,tay-martin-1
208,Jamal Bell*,Louisiana,Sun Belt,14,34,445,13.1,1,0,0,,0,34,445,13.1,1,jamal-bell-1
209,Mitchell Brinkman,Northern Illinois,MAC,12,34,445,13.1,3,0,0,,0,34,445,13.1,3,mitchell-brinkman-1
210,Zachari Jackson,Louisiana-Monroe,Sun Belt,12,30,392,13.1,1,0,0,,0,30,392,13.1,1,zachari-jackson-1
211,Jared Smart*,Hawaii,MWC,15,87,1129,13.0,5,0,0,,0,87,1129,13.0,5,jared-smart-1
212,Talon Shumway*,Brigham Young,Ind,13,43,561,13.0,4,0,0,,0,43,561,13.0,4,talon-shumway-1
213,T.J. Simmons,West Virginia,Big 12,10,35,455,13.0,4,1,-4,-4.0,0,36,451,12.5,4,tj-simmons-4
214,Tyrice Richie,Northern Illinois,MAC,11,32,415,13.0,4,5,35,7.0,0,37,450,12.2,4,tyrice-richie-1
215,Tayvion Robinson*,Virginia Tech,ACC,13,31,404,13.0,1,11,132,12.0,0,42,536,12.8,1,tayvion-robinson-1
216,Jack Sorenson*,Miami (OH),MAC,11,44,568,12.9,4,0,0,,0,44,568,12.9,4,jack-sorenson-1
217,Josiah Deguara*,Cincinnati,American,14,39,504,12.9,7,0,2,,1,39,506,13.0,8,josiah-deguara-1
218,Carlos Strickland,UTSA,CUSA,12,38,492,12.9,4,0,0,,0,38,492,12.9,4,carlos-strickland-1
219,Zakhari Franklin,UTSA,CUSA,9,38,491,12.9,3,0,0,,0,38,491,12.9,3,zakhari-franklin-1
220,Donovan Peoples-Jones*,Michigan,Big Ten,11,34,438,12.9,6,2,-7,-3.5,0,36,431,12.0,6,donovan-peoples-jones-1
221,Stephen Guidry*,Mississippi State,SEC,12,30,387,12.9,5,0,0,,0,30,387,12.9,5,stephen-guidry-1
