Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
26,Marvin Harrison Jr.*,Ohio State,Big Ten,12,67,1211,18.1,14,2,26,13.0,1,69,1237,17.9,15,marvin-harrison-jr-1
27,Jarius Mack,Charlotte,American,11,25,453,18.1,2,2,-8,-4.0,0,27,445,16.5,2,jarius-mack-1
28,Tahj Washington*,USC,Pac-12,13,59,1062,18.0,8,1,10,10.0,0,60,1072,17.9,8,tahj-washington-1
29,Reymello Murphy*,Old Dominion,Sun Belt,13,28,502,17.9,3,0,0,,0,28,502,17.9,3,reymello-murphy-1
30,Rome Odunze*,Washington,Pac-12,15,92,1640,17.8,13,2,37,18.5,1,94,1677,17.8,14,rome-odunze-1
31,Lawrence Arnold*,Kansas,Big 12,13,44,782,17.8,6,1,10,10.0,0,45,792,17.6,6,lawrence-arnold-2
32,Chris Parker,Central Michigan,MAC,12,23,409,17.8,3,0,0,,0,23,409,17.8,3,chris-parker-5
33,Xavier Legette,South Carolina,SEC,12,71,1255,17.7,7,9,-9,-1.0,0,80,1246,15.6,7,xavier-legette-1
34,Courtney Jackson*,Arkansas State,Sun Belt,13,39,689,17.7,7,1,5,5.0,0,40,694,17.4,7,courtney-jackson-2
35,Perry Carter*,Jacksonville State,CUSA,13,38,672,17.7,4,6,40,6.7,0,44,712,16.2,4,perry-carter-2
36,Malik Nabers*,LSU,SEC,13,89,1569,17.6,14,1,1,1.0,0,90,1570,17.4,14,malik-nabers-1
37,Jay Maclin,North Texas,American,12,57,1004,17.6,11,0,0,,0,57,1004,17.6,11,jay-maclin-1
38,Brenden Rice*,USC,Pac-12,12,45,791,17.6,12,0,0,,0,45,791,17.6,12,brenden-rice-1
39,Bub Means,Pitt,ACC,12,41,721,17.6,6,0,0,,0,41,721,17.6,6,bub-means-1
40,Da'Quan Felton*,Virginia Tech,ACC,13,38,667,17.6,8,0,0,,0,38,667,17.6,8,daquan-felton-1
41,Kris Mitchell,Florida International,CUSA,12,64,1118,17.5,6,1,0,0.0,0,65,1118,17.2,6,kris-mitchell-1
42,Amad Anderson Jr.,Temple,American,11,37,647,17.5,3,2,-6,-3.0,0,39,641,16.4,3,amad-anderson-jr-1
43,Ketron Jackson Jr.,Baylor,Big 12,10,28,489,17.5,1,1,3,3.0,0,29,492,17.0,1,ketron-jackson-jr-1
44,Micah Davis*,Utah State,MWC,11,36,628,17.4,6,0,0,,0,36,628,17.4,6,micah-davis-1
45,Tykee Ogle-Kellogg*,UTSA,American,13,33,575,17.4,7,0,0,,0,33,575,17.4,7,tykee-ogle-kellogg-1
46,Brian Thomas Jr.*,LSU,SEC,13,68,1177,17.3,17,1,-6,-6.0,0,69,1171,17.0,17,brian-thomas-jr-1
47,Kelby Williams*,Old Dominion,Sun Belt,12,26,451,17.3,2,1,0,0.0,0,27,451,16.7,2,kelby-williams-1
48,Troy Franklin*,Oregon,Pac-12,13,81,1383,17.1,14,0,0,,0,81,1383,17.1,14,troy-franklin-2
49,Demeer Blankumsee*,Memphis,American,13,53,901,17.0,7,2,15,7.5,0,55,916,16.7,7,demeer-blankumsee-1
50,Devontez Walker*,North Carolina,ACC,8,41,699,17.0,7,3,23,7.7,0,44,722,16.4,7,devontez-walker-1
51,Ricky White*,UNLV,MWC,14,88,1483,16.9,8,1,1,1.0,0,89,1484,16.7,8,ricky-white-2
52,Cyrus Allen,Louisiana Tech,CUSA,11,46,778,16.9,4,2,-8,-4.0,0,48,770,16.0,4,cyrus-allen-1
53,Jahdae Walker*,Texas A&M,SEC,13,35,590,16.9,2,0,0,,0,35,590,16.9,2,jahdae-walker-1
54,Ja'lynn Polk*,Washington,Pac-12,15,69,1159,16.8,9,4,32,8.0,1,73,1191,16.3,10,jalynn-polk-1
55,Luke Grimm*,Kansas,Big 12,13,33,555,16.8,6,1,-6,-6.0,0,34,549,16.1,6,luke-grimm-1
56,Drake Dabney,Baylor,Big 12,12,33,552,16.7,5,0,0,,0,33,552,16.7,5,drake-dabney-1
57,Mason Fairchild*,Kansas,Big 12,13,27,451,16.7,3,0,0,,0,27,451,16.7,3,mason-fairchild-1
58,Dariyan Wiley,Louisiana-Monroe,Sun Belt,12,24,400,16.7,2,0,0,,0,24,400,16.7,2,dariyan-wiley-1
59,J. Michael Sturdivant*,UCLA,Pac-12,13,36,597,16.6,4,0,0,,0,36,597,16.6,4,j-michael-sturdivant-1
60,Roman Wilson*,Michigan,Big Ten,15,48,789,16.4,12,1,10,10.0,0,49,799,16.3,12,roman-wilson-1
61,Monaray Baldwin,Baylor,Big 12,12,38,623,16.4,4,3,17,5.7,0,41,640,15.6,4,monaray-baldwin-1
62,Steven McBride,Hawaii,MWC,13,63,1024,16.3,9,0,0,,0,63,1024,16.3,9,steven-mcbride-1
63,Elic Ayomanor,Stanford,Pac-12,12,62,1013,16.3,6,0,0,,0,62,1013,16.3,6,elic-ayomanor-1
64,Anthony Gould*,Oregon State,Pac-12,11,44,718,16.3,2,4,22,5.5,0,48,740,15.4,2,anthony-gould-1
65,Naiem Simmons*,South Florida,American,13,39,637,16.3,5,0,0,,0,39,637,16.3,5,naiem-simmons-1
66,Leon Johnson III*,Oklahoma State,Big 12,10,33,539,16.3,1,0,0,,0,33,539,16.3,1,leon-johnson-iii-1
67,Chris Brazzell II*,Tulane,American,13,44,711,16.2,5,0,0,,0,44,711,16.2,5,chris-brazzell-ii-1
68,Gage Larvadain*,Miami (OH),MAC,10,42,679,16.2,6,5,59,11.8,0,47,738,15.7,6,gage-larvadain-1
69,Jeremiah Ballard,UTEP,CUSA,12,34,551,16.2,1,0,0,,0,34,551,16.2,1,jeremiah-ballard-1
70,Jayce Brown*,Kansas State,Big 12,10,27,437,16.2,3,4,3,0.8,0,31,440,14.2,3,jayce-brown-1
71,Justus Ross-Simmons,Colorado State,MWC,12,45,724,16.1,3,0,0,,0,45,724,16.1,3,justus-ross-simmons-1
72,Khafre Brown*,South Florida,American,12,27,435,16.1,5,0,0,,0,27,435,16.1,5,khafre-brown-1
73,Blair Conwright,North Texas,American,12,24,385,16.0,2,0,0,,0,24,385,16.0,2,blair-conwright-1
74,Ashtyn Hawkins*,Texas State,Sun Belt,13,55,874,15.9,3,1,-2,-2.0,0,56,872,15.6,3,ashtyn-hawkins-1
75,Kaden Prather*,Maryland,Big Ten,13,42,666,15.9,5,1,36,36.0,0,43,702,16.3,5,kaden-prather-1
76,Jonathan Brady*,New Mexico State,CUSA,15,39,621,15.9,4,9,35,3.9,1,48,656,13.7,5,jonathan-brady-1
77,Trent Hudson*,New Mexico State,CUSA,14,36,571,15.9,10,1,10,10.0,0,37,581,15.7,10,trent-hudson-1
78,Ladd McConkey*,Georgia,SEC,9,30,478,15.9,2,2,38,19.0,1,32,516,16.1,3,ladd-mcconkey-1
79,Andrel Anthony*,Oklahoma,Big 12,6,27,429,15.9,1,0,0,,0,27,429,15.9,1,andrel-anthony-1
80,Roc Taylor*,Memphis,American,13,69,1083,15.7,4,2,2,1.0,0,71,1085,15.3,4,roc-taylor-1
81,Christian Horn*,Appalachian State,Sun Belt,14,36,566,15.7,6,0,0,,0,36,566,15.7,6,christian-horn-1
82,Marcus Rosemy-Jacksaint*,Georgia,SEC,13,34,535,15.7,4,0,0,,0,34,535,15.7,4,marcus-rosemy-jacksaint-1
83,Tetairoa McMillan*,Arizona,Pac-12,13,90,1402,15.6,10,1,3,3.0,0,91,1405,15.4,10,tetairoa-mcmillan-1
84,Peter LeBlanc*,Louisiana,Sun Belt,13,30,468,15.6,4,0,0,,0,30,468,15.6,4,peter-leblanc-1
85,Jamaal Pritchett*,South Alabama,Sun Belt,13,57,883,15.5,8,0,0,,0,57,883,15.5,8,jamaal-pritchett-1
86,Kamdyn Benjamin,Tulsa,American,12,47,727,15.5,6,1,8,8.0,0,48,735,15.3,6,kamdyn-benjamin-1
87,J.J. Jones*,North Carolina,ACC,13,46,711,15.5,3,0,0,,0,46,711,15.5,3,jj-jones-5
88,Makai Jackson*,Appalachian State,Sun Belt,14,27,418,15.5,2,0,0,,0,27,418,15.5,2,makai-jackson-1
89,Adonai Mitchell*,Texas,Big 12,14,55,845,15.4,11,2,1,0.5,0,57,846,14.8,11,adonai-mitchell-1
90,Jalil Farooq*,Oklahoma,Big 12,13,45,694,15.4,2,17,95,5.6,0,62,789,12.7,2,jalil-farooq-1
91,Romello Brinson*,SMU,American,14,28,431,15.4,2,0,0,,0,28,431,15.4,2,romello-brinson-1
92,Trey Cleveland,North Texas,American,12,27,415,15.4,3,0,0,,0,27,415,15.4,3,trey-cleveland-1
93,Tyson Davis,Central Michigan,MAC,10,29,444,15.3,4,0,0,,0,29,444,15.3,4,tyson-davis-1
94,Trell Harris,Kent State,MAC,11,26,399,15.3,1,0,0,,0,26,399,15.3,1,trell-harris-1
95,Jalen Royals*,Utah State,MWC,13,71,1080,15.2,15,0,0,,0,71,1080,15.2,15,jalen-royals-1
96,Jacolby George*,Miami (FL),ACC,13,57,864,15.2,8,1,14,14.0,1,58,878,15.1,9,jacolby-george-1
97,Nick Nash*,San Jose State,MWC,13,48,728,15.2,8,1,0,0.0,0,49,728,14.9,8,nick-nash-1
98,Holden Willis,Middle Tennessee State,CUSA,11,46,697,15.2,5,0,0,,0,46,697,15.2,5,holden-willis-1
99,Ja'Tavion Sanders*,Texas,Big 12,14,45,682,15.2,2,1,12,12.0,0,46,694,15.1,2,jatavion-sanders-1
100,RJ Maryland*,SMU,American,14,34,518,15.2,7,0,0,,0,34,518,15.2,7,rj-maryland-1
101,Josh Kelly,Washington State,Pac-12,12,61,923,15.1,8,1,3,3.0,0,62,926,14.9,8,josh-kelly-2
102,Dayton Wade*,Ole Miss,SEC,13,55,830,15.1,4,7,25,3.6,0,62,855,13.8,4,dayton-wade-1
103,Tai Felton*,Maryland,Big Ten,13,48,723,15.1,6,1,16,16.0,0,49,739,15.1,6,tai-felton-1
104,Dane Key*,Kentucky,SEC,13,42,636,15.1,6,0,0,,0,42,636,15.1,6,dane-key-1
105,Trond Grizzell*,California,Pac-12,13,39,590,15.1,5,0,0,,0,39,590,15.1,5,trond-grizzell-1
106,Umari Hatcher*,Syracuse,ACC,13,32,482,15.1,3,0,0,,0,32,482,15.1,3,umari-hatcher-1
107,Jack Velling*,Oregon State,Pac-12,12,29,438,15.1,8,0,0,,0,29,438,15.1,8,jack-velling-1
108,Dean Patterson,Florida International,CUSA,12,28,423,15.1,1,1,1,1.0,0,29,424,14.6,1,dean-patterson-1
109,Ainias Smith*,Texas A&M,SEC,12,53,795,15.0,2,5,21,4.2,0,58,816,14.1,2,ainias-smith-1
110,Johnny Wilson*,Florida State,ACC,10,41,617,15.0,2,0,0,,0,41,617,15.0,2,johnny-wilson-3
111,Taylor Morin,Wake Forest,ACC,12,41,617,15.0,2,1,2,2.0,0,42,619,14.7,2,taylor-morin-1
112,Dalen Cobb*,Georgia Southern,Sun Belt,12,40,601,15.0,2,7,51,7.3,0,47,652,13.9,2,dalen-cobb-1
113,Bryson Green*,Wisconsin,Big Ten,11,32,480,15.0,2,0,0,,0,32,480,15.0,2,bryson-green-1
114,Caden Prieskorn*,Ole Miss,SEC,10,30,449,15.0,4,0,0,,0,30,449,15.0,4,caden-prieskorn-1
115,Eric Singleton Jr.*,Georgia Tech,ACC,12,48,714,14.9,6,1,9,9.0,0,49,723,14.8,6,eric-singleton-jr-1
116,Chrishon McCray,Kent State,MAC,9,41,610,14.9,4,4,22,5.5,0,45,632,14.0,4,chrishon-mccray-1
117,Ricky Pearsall,Florida,SEC,12,65,965,14.8,4,3,62,20.7,2,68,1027,15.1,6,ricky-pearsall-1
118,Gary Bryant Jr.*,Oregon,Pac-12,14,30,442,14.7,4,3,18,6.0,0,33,460,13.9,4,gary-bryant-jr-1
119,Will Sheppard,Vanderbilt,SEC,12,47,684,14.6,8,0,0,,0,47,684,14.6,8,will-sheppard-1
120,Mitchell Evans*,Notre Dame,Ind,8,29,422,14.6,1,1,2,2.0,0,30,424,14.1,1,mitchell-evans-2
121,Jayden Harrison*,Marshall,Sun Belt,13,28,410,14.6,1,1,8,8.0,0,29,418,14.4,1,jayden-harrison-1
122,Dequece Carter,Indiana,Big Ten,12,27,395,14.6,3,1,1,1.0,0,28,396,14.1,3,dequece-carter-1
123,Landon Ransom-Goelz*,Rice,American,13,26,380,14.6,3,0,0,,0,26,380,14.6,3,landon-ransom-goelz-1
124,Rawson MacNeill*,Rice,American,13,26,379,14.6,2,0,0,,0,26,379,14.6,2,rawson-macneill-1
125,Caullin Lacy*,South Alabama,Sun Belt,12,91,1316,14.5,7,0,0,,0,91,1316,14.5,7,caullin-lacy-1
126,Elijah Sarratt*,James Madison,Sun Belt,13,82,1191,14.5,8,1,1,1.0,1,83,1192,14.4,9,elijah-sarratt-1
127,Rico Flores Jr.*,Notre Dame,Ind,12,27,392,14.5,1,0,0,,0,27,392,14.5,1,rico-flores-jr-1
128,Colston Loveland*,Michigan,Big Ten,15,45,649,14.4,4,0,0,,0,45,649,14.4,4,colston-loveland-1
129,Sam Pinckney*,Coastal Carolina,Sun Belt,13,72,1027,14.3,8,1,7,7.0,0,73,1034,14.2,8,sam-pinckney-1
130,Bryce Kirtz*,Northwestern,Big Ten,12,49,701,14.3,5,0,0,,0,49,701,14.3,5,bryce-kirtz-1
131,Bryson Nesbit*,North Carolina,ACC,12,41,585,14.3,5,0,0,,0,41,585,14.3,5,bryson-nesbit-1
132,Xavier White*,Texas Tech,Big 12,13,39,556,14.3,1,4,3,0.8,0,43,559,13.0,1,xavier-white-1
133,Rashod Owens*,Oklahoma State,Big 12,14,63,895,14.2,5,0,0,,0,63,895,14.2,5,rashod-owens-1
134,Harold Fannin Jr.*,Bowling Green State,MAC,11,44,623,14.2,6,14,41,2.9,0,58,664,11.4,6,harold-fannin-jr-1
135,Jordan Hudson*,SMU,American,14,30,425,14.2,7,0,0,,0,30,425,14.2,7,jordan-hudson-1
136,Preston Fox*,West Virginia,Big 12,12,26,368,14.2,2,1,3,3.0,0,27,371,13.7,2,preston-fox-1
137,Luther Burden*,Missouri,SEC,13,86,1212,14.1,9,7,31,4.4,0,93,1243,13.4,9,luther-burden-1
138,Daniel Jackson*,Minnesota,Big Ten,13,59,831,14.1,8,1,-5,-5.0,0,60,826,13.8,8,daniel-jackson-5
139,Jeshaun Jones*,Maryland,Big Ten,13,56,790,14.1,4,1,-1,-1.0,0,57,789,13.8,4,jeshaun-jones-1
140,Junior Vandeross III*,Toledo,MAC,14,47,664,14.1,4,3,38,12.7,0,50,702,14.0,4,junior-vandeross-iii-1
141,Jesse Prewitt III,Central Michigan,MAC,12,31,438,14.1,4,0,0,,0,31,438,14.1,4,jesse-prewitt-iii-1
142,Luke McCaffrey*,Rice,American,13,71,992,14.0,13,15,117,7.8,0,86,1109,12.9,13,luke-mccaffrey-1
143,Malachi Fields,Virginia,ACC,12,58,811,14.0,5,1,-6,-6.0,0,59,805,13.6,5,malachi-fields-1
144,Jordan Watkins*,Ole Miss,SEC,13,53,741,14.0,3,1,-9,-9.0,0,54,732,13.6,3,jordan-watkins-2
145,Cade Stover*,Ohio State,Big Ten,12,41,576,14.0,5,0,0,,0,41,576,14.0,5,cade-stover-1
146,Savion Williams,TCU,Big 12,11,41,573,14.0,4,11,62,5.6,0,52,635,12.2,4,savion-williams-2
147,Chris Bell*,Louisville,ACC,14,29,407,14.0,2,0,0,,0,29,407,14.0,2,chris-bell-2
148,Anthony Simpson,Massachusetts,Ind,12,57,792,13.9,3,11,93,8.5,1,68,885,13.0,4,anthony-simpson-2
149,Theo Wease*,Missouri,SEC,13,49,682,13.9,6,0,0,,0,49,682,13.9,6,theo-wease-1
150,Isaiah Bond*,Alabama,SEC,14,48,668,13.9,4,1,3,3.0,0,49,671,13.7,4,isaiah-bond-1
151,Kyle Williams,Washington State,Pac-12,12,61,843,13.8,6,3,-10,-3.3,0,64,833,13.0,6,kyle-williams-11
152,Silas Bolden*,Oregon State,Pac-12,13,54,746,13.8,5,9,84,9.3,2,63,830,13.2,7,silas-bolden-1
153,Ben Sinnott*,Kansas State,Big 12,12,49,676,13.8,6,0,0,,0,49,676,13.8,6,ben-sinnott-1
154,Devaughn Vele*,Utah,Pac-12,10,43,593,13.8,3,0,0,,0,43,593,13.8,3,devaughn-vele-1
155,Latreal Jones,Southern Mississippi,Sun Belt,12,36,498,13.8,3,0,0,,0,36,498,13.8,3,latreal-jones-1
156,Devan Williams,Tulsa,American,9,29,399,13.8,2,1,0,0.0,0,30,399,13.3,2,devan-williams-1
157,Joe Griffin*,Boston College,ACC,12,25,345,13.8,1,0,0,,0,25,345,13.8,1,joe-griffin-3
158,Tez Johnson*,Oregon,Pac-12,14,86,1182,13.7,10,0,0,,0,86,1182,13.7,10,tez-johnson-1
159,Casey Washington,Illinois,Big Ten,12,49,670,13.7,4,0,0,,0,49,670,13.7,4,casey-washington-1
160,Billy Bowens*,Boise State,MWC,14,28,383,13.7,1,0,0,,0,28,383,13.7,1,billy-bowens-1
161,Jamari Thrash*,Louisville,ACC,12,63,858,13.6,6,1,12,12.0,1,64,870,13.6,7,jamari-thrash-1
162,Andrew Armstrong,Arkansas,SEC,12,56,764,13.6,5,1,3,3.0,0,57,767,13.5,5,andrew-armstrong-2
163,Chase Roberts,Brigham Young,Big 12,12,42,573,13.6,5,2,12,6.0,0,44,585,13.3,5,chase-roberts-2
164,Xavier Worthy*,Texas,Big 12,14,75,1014,13.5,5,4,35,8.8,0,79,1049,13.3,5,xavier-worthy-1
165,Kaedin Robinson*,Appalachian State,Sun Belt,14,67,905,13.5,10,1,1,1.0,0,68,906,13.3,10,kaedin-robinson-1
166,Jordan Moore*,Duke,ACC,13,62,835,13.5,8,4,2,0.5,0,66,837,12.7,8,jordan-moore-5
167,Xzavier Henderson,Cincinnati,Big 12,12,58,782,13.5,3,0,0,,0,58,782,13.5,3,xzavier-henderson-1
168,Tayvion Robinson*,Kentucky,SEC,13,41,552,13.5,4,2,12,6.0,0,43,564,13.1,4,tayvion-robinson-1
169,Evan Stewart*,Texas A&M,SEC,8,38,514,13.5,4,1,-3,-3.0,0,39,511,13.1,4,evan-stewart-2
170,Javon Harvey*,Old Dominion,Sun Belt,9,29,391,13.5,4,0,0,,0,29,391,13.5,4,javon-harvey-1
171,Xavier Weaver,Colorado,Pac-12,11,68,908,13.4,4,2,15,7.5,2,70,923,13.2,6,xavier-weaver-1
172,Jerjuan Newton*,Toledo,MAC,14,52,696,13.4,9,1,2,2.0,0,53,698,13.2,9,jerjuan-newton-1
173,Donaven McCulley,Indiana,Big Ten,12,48,644,13.4,6,3,-1,-0.3,0,51,643,12.6,6,donaven-mcculley-1
174,Deion Burks,Purdue,Big Ten,12,47,629,13.4,7,4,12,3.0,0,51,641,12.6,7,deion-burks-1
175,Montorie Foster,Michigan State,Big Ten,12,43,576,13.4,3,0,0,,0,43,576,13.4,3,montorie-foster-1
176,David Martin-Robinson,Temple,American,12,40,537,13.4,4,9,13,1.4,1,49,550,11.2,5,david-martin-robinson-1
177,Beaux Collins*,Clemson,ACC,11,38,510,13.4,3,0,0,,0,38,510,13.4,3,beaux-collins-1
178,Corey Crooms*,Minnesota,Big Ten,13,28,376,13.4,0,0,0,,0,28,376,13.4,0,corey-crooms-1
179,Mekhi Shaw,San Diego State,MWC,10,28,375,13.4,2,0,0,,0,28,375,13.4,2,mekhi-shaw-1
180,Jabre Barber*,Troy,Sun Belt,14,75,999,13.3,5,3,16,5.3,0,78,1015,13.0,5,jabre-barber-1
181,Jalon Calhoun*,Duke,ACC,13,50,666,13.3,4,1,3,3.0,0,51,669,13.1,4,jalon-calhoun-1
182,Hamze El-Zayat*,Eastern Michigan,MAC,13,27,360,13.3,2,2,7,3.5,0,29,367,12.7,2,hamze-el-zayat-2
183,Charles Ross*,San Jose State,MWC,12,26,347,13.3,1,0,0,,0,26,347,13.3,1,charles-ross-2
184,Cam Johnson*,Northwestern,Big Ten,13,54,715,13.2,6,1,8,8.0,0,55,723,13.1,6,cam-johnson-2
185,Keon Coleman*,Florida State,ACC,12,50,658,13.2,11,1,2,2.0,0,51,660,12.9,11,keon-coleman-1
186,Lideatrick Griffin,Mississippi State,SEC,12,50,658,13.2,4,17,74,4.4,1,67,732,10.9,5,lideatrick-griffin-1
187,Chase Sowell,East Carolina,American,12,47,622,13.2,1,0,0,,0,47,622,13.2,1,chase-sowell-1
188,Ashton Jeanty*,Boise State,MWC,12,43,569,13.2,5,220,1347,6.1,14,263,1916,7.3,19,ashton-jeanty-1
189,Deshon Stoudemire*,Troy,Sun Belt,14,43,569,13.2,1,0,0,,0,43,569,13.2,1,deshon-stoudemire-1
190,Abdur-Rahmaan Yaseen,Purdue,Big Ten,6,25,329,13.2,0,0,0,,0,25,329,13.2,0,abdur-rahmaan-yaseen-1
191,Sam Brown,Houston,Big 12,12,62,815,13.1,3,0,0,,0,62,815,13.1,3,sam-brown-5
192,Erik Brooks*,Fresno State,MWC,13,60,788,13.1,5,0,0,,0,60,788,13.1,5,erik-brooks-1
193,Miles Cross*,Ohio,MAC,11,47,617,13.1,5,0,0,,0,47,617,13.1,5,miles-cross-1
194,Konata Mumpfield,Pitt,ACC,12,44,576,13.1,5,1,15,15.0,0,45,591,13.1,5,konata-mumpfield-1
195,Jaylin Lane*,Virginia Tech,ACC,12,41,538,13.1,6,14,51,3.6,0,55,589,10.7,6,jaylin-lane-1
196,Dashaun Davis*,Appalachian State,Sun Belt,13,29,381,13.1,3,1,10,10.0,0,30,391,13.0,3,dashaun-davis-1
197,Dae'Quan Wright*,Virginia Tech,ACC,12,28,366,13.1,0,0,0,,0,28,366,13.1,0,daequan-wright-1
198,Malik Washington,Virginia,ACC,12,110,1426,13.0,9,3,7,2.3,0,113,1433,12.7,9,malik-washington-1
199,Pat Bryant,Illinois,Big Ten,12,43,560,13.0,7,0,0,,0,43,560,13.0,7,pat-bryant-1
200,Braden Smith,Cincinnati,Big 12,12,43,557,13.0,4,2,0,0.0,0,45,557,12.4,4,braden-smith-4
201,Devin McCuin*,UTSA,American,12,42,546,13.0,3,1,10,10.0,0,43,556,12.9,3,devin-mccuin-1
202,Dante Wright,Temple,American,11,39,507,13.0,4,2,5,2.5,0,41,512,12.5,4,dante-wright-1
203,Christian Dremel*,Rutgers,Big Ten,13,36,468,13.0,3,0,0,,0,36,468,13.0,3,christian-dremel-1
204,Mike Brown-Stephens*,South Florida,American,11,27,350,13.0,2,0,0,,0,27,350,13.0,2,mike-brown-stephens-1
205,Dylan Goffney,Colorado State,MWC,11,23,298,13.0,2,0,0,,0,23,298,13.0,2,dylan-goffney-1
206,Joshua Cephus*,UTSA,American,13,89,1151,12.9,10,1,-9,-9.0,0,90,1142,12.7,10,joshua-cephus-1
207,Isaiah Williams,Illinois,Big Ten,12,82,1055,12.9,5,12,38,3.2,0,94,1093,11.6,5,isaiah-williams-7
208,Cornelius Johnson*,Michigan,Big Ten,15,47,604,12.9,1,3,40,13.3,0,50,644,12.9,1,cornelius-johnson-1
209,Jaheim Bell*,Florida State,ACC,13,39,503,12.9,2,4,2,0.5,1,43,505,11.7,3,jaheim-bell-1
210,Xavier Restrepo*,Miami (FL),ACC,13,85,1092,12.8,6,0,0,,0,85,1092,12.8,6,xavier-restrepo-1
211,Jared Brown*,Coastal Carolina,Sun Belt,12,58,740,12.8,4,15,252,16.8,1,73,992,13.6,5,jared-brown-2
212,Brock Bowers*,Georgia,SEC,10,56,714,12.8,6,6,28,4.7,1,62,742,12.0,7,brock-bowers-1
213,Jalen Moss*,Fresno State,MWC,13,55,706,12.8,6,0,0,,0,55,706,12.8,6,jalen-moss-1
214,Neal Johnson*,Louisiana,Sun Belt,13,30,383,12.8,5,0,0,,0,30,383,12.8,5,neal-johnson-1
215,Moose Muhammad III*,Texas A&M,SEC,12,27,345,12.8,2,0,0,,0,27,345,12.8,2,moose-muhammad-iii-1
216,Isaiah Washington*,Rutgers,Big Ten,13,25,321,12.8,1,0,0,,0,25,321,12.8,1,isaiah-washington-2
217,Keandre Lambert-Smith*,Penn State,Big Ten,13,53,673,12.7,4,2,0,0.0,0,55,673,12.2,4,keandre-lambert-smith-1
218,Kole Taylor*,West Virginia,Big 12,13,35,444,12.7,4,0,0,,0,35,444,12.7,4,kole-taylor-2
219,Mark Pope,Massachusetts,Ind,12,33,420,12.7,1,5,9,1.8,0,38,429,11.3,1,mark-pope-1
220,Jaden Bray*,Oklahoma State,Big 12,10,30,382,12.7,2,1,-5,-5.0,0,31,377,12.2,2,jaden-bray-1
