#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL,STD_DEV
47,Courtland Sutton,WR,DEN,1.4,15.9,3.7,4.7,18,15.4,6.8,4,2.9,2.9,BYE,1.7,1.5,0.9,1.2,3.3,6,1.9,5.4,92.2,5.361137874
48,Robert Woods,WR,HOU,9.4,7,3.8,10.8,15,9.1,9,17.7,10.4,BYE,0,0,0,0,0,0,0,0,10.2,92.2,5.834232588
49,Gabe Davis,WR,JAC,10,0,2.3,0,1.6,2.5,BYE,8.9,0,10.5,2.7,4.7,9,10.3,20.5,0,4,3.9,6.1,90.9,5.343728336
50,Emmanuel Sanders,WR,FA,5.2,4.8,21.4,8.1,17.4,9.1,0,0,6.5,5.1,2.6,2.8,2.2,2.5,0,2,0,0,6.4,89.7,5.822203668
51,Robbie Chosen,WR,SF,11.7,3.8,0.8,4.9,3,7.1,1.4,0,0.2,9.7,3,1.5,0,14.4,6.2,5.8,1,11,5,85.5,4.333621785
52,Odell Beckham Jr.,WR,MIA,0,0,8.7,3.1,2,7.9,2.3,0.6,0,1.8,0,14.1,8.8,13.7,0.7,9.7,9.9,1.8,6.1,85.1,4.819152249
53,Byron Pringle,WR,WAS,0.6,12.3,1.2,2.3,5.1,5.5,7.3,1.2,BYE,10.6,3.7,0,1.4,2.8,2.2,19.5,3.5,5.6,5.3,84.8,4.916464817
54,Kalif Raymond,WR,DET,5.9,1.8,6.8,16.6,0,3.7,11.6,0,BYE,2.9,0,1.6,3.3,9.1,2,1.7,0,17.4,5.3,84.4,5.441662935
55,Mecole Hardman Jr.,WR,KC,1.9,5.5,9.5,4.1,7.6,4.8,0.8,6.3,2,3,2.5,BYE,1.2,5.9,1.1,9.1,5.3,11.3,4.8,81.9,3.094441942
56,Jarvis Landry,WR,FA,14.4,0.9,0,0,0,0,3.7,5,1.1,2.6,10.2,9.1,0,10.1,0,5.5,4.9,13.5,6.8,81,4.80566795
57,Antonio Brown,WR,FA,18.7,1.7,0,6.3,24.4,15.3,0,0,0,0,0,0,0,0,0,10.1,2.6,0,11.3,79.1,7.389517517
58,Cole Beasley,WR,FA,6,3.6,9.8,1.6,0.5,14.8,0,11,3.3,1.5,2.3,4.6,1.1,6.4,3.5,0,4.2,3.1,4.8,77.3,3.923925504
59,Deonte Harty,WR,BAL,13.2,1,3.1,5.2,13.2,0,0,5.7,5.2,7,1.1,0.9,15.9,0,0,0,2.3,3.3,5.9,77.1,4.91836129
60,Donovan Peoples-Jones,WR,DET,0.4,0.6,3.9,0,7,22.1,0,0,14.6,1.6,0,1,0,9,4.8,0.5,7.6,3.8,5.4,75.7,5.858593456
61,Braxton Berrios,WR,MIA,5.1,7.3,2.6,1.5,0.6,0,0,7.3,0.5,1.9,0,4.7,1.1,5.2,9.6,10,17.7,0,4.7,75.1,4.644447767
61,Bryan Edwards,WR,FA,8.1,4,8.9,0.4,2.2,6.7,10.3,0,0,14.8,0,1.2,3,2.4,6.8,0,0,6.3,4.7,75.1,4.246803446
63,Quez Watkins,WR,PIT,2.3,11.7,4.6,3.3,4.8,6.4,3.7,1.8,0.9,3.3,0,2.6,6,0,1.4,4.3,1.5,14.4,4.3,73,3.678952481
64,Corey Davis,WR,FA,21.7,0.8,4.1,17.1,4.5,0,10.7,0,0,7.3,3.5,0,1.5,0,0,0,0,0,7.9,71.2,6.243416285
65,Nick Westbrook-Ikhine,WR,TEN,1,0.6,9.3,2.9,0,2.7,0,7.6,1.4,1,10.7,8.5,BYE,3.1,3.2,3.8,0,13.8,4.6,69.6,4.135850519
66,Nelson Agholor,WR,BAL,13.2,2.1,1.7,5.9,3.2,2.8,11.1,6,0,2.1,10,2,0.6,0,3.4,0,0,2.3,4.4,66.4,3.903828447
67,Jalen Guyton,WR,LV,4.9,2.2,0.3,2.9,3.5,1.5,0,1.8,1.9,0,2,2.3,14.9,14.7,7,0,1.1,5.2,4.1,66.2,4.345311082
68,Randall Cobb,WR,FA,3.3,2.6,0,18.9,3,0,2.2,13.5,5,2.1,1.5,13.5,0,0,0,0,0,0,6,65.6,5.506483272
69,Laviska Shenault Jr.,WR,SEA,5.9,0.3,4.8,11,5.8,5.4,0,2.1,2,2.1,3,3.3,3.1,3.4,4.9,0,1.3,6.2,4,64,2.665810048
70,DeVante Parker,WR,FA,8.1,4.2,4.2,13.7,0,0,0,8.5,0,0,0,0,6.2,0,12.8,0,4.6,1.2,6.4,63.5,4.48265863
71,DeAndre Carter,WR,CHI,0,0.2,0,8.4,7.3,0,3.1,11.1,0,12,7.9,4.6,0.6,1.2,2.4,2,0.6,1.1,3.7,62.5,3.946841994
72,Freddie Swain,WR,CHI,0.5,16,2.1,8,0.9,0.4,4.7,0,0,0,0,9.2,1.8,0.3,2.5,0.9,6.5,8.5,3.6,61.5,4.356494372
73,Marquez Valdes-Scantling,WR,BUF,1.7,0,11.9,0,0,0,BYE,0,1.9,4.1,18.3,5,0,2,15.8,0,0.3,0,5.5,61,5.737685776
74,Henry Ruggs III,WR,FA,4.6,17.5,8.5,6,5.1,15.7,3.1,0,0,0,0,0,0,0,0,0,0,0,8.6,60.5,5.345937075
75,Joshua Palmer,WR,LAC,1.7,2.1,0,0,1.2,0.8,BYE,8.4,2.2,2.2,2.3,2.5,0,12.6,1.5,10.3,1.6,10.5,4,59.9,3.985345127
76,Zay Jones,WR,ARI,10.6,0,1.5,0.5,0.6,0,4.3,0,2,2.2,2,6.3,2.1,0.5,6.7,5,11.9,2.7,3.9,58.9,3.471759969
77,Olamide Zaccheaus,WR,WAS,0,2.2,9.2,1.5,2,0,1.3,1.2,17.8,2.2,2.3,0.5,4.6,0,5.3,3.2,0.8,4.7,3.9,58.8,4.191393298
78,Jamison Crowder,WR,WAS,0,0,0,12.1,4.4,0,3.4,8.4,3.8,2,10.4,0.5,6.2,1.9,4,0,0,1.6,4.9,58.7,3.681204345
79,Jauan Jennings,WR,SF,0,7.7,0,1.4,0,BYE,0,0,0,0.3,0.4,8.4,0.8,4.6,8.8,1.9,2.5,21.4,4.5,58.2,5.422559566
80,Rashod Bateman,WR,BAL,0,0,0,0,0,2.9,8,BYE,5.2,8,2.9,3.1,0,10.3,0.5,8.6,5.8,2.2,4.8,57.5,3.47905249
81,Michael Gallup,WR,FA,3.6,0,0,0,0,0,0,0,0,4.2,4.4,10.6,9.6,6,3.2,5.3,9.6,0,6.3,56.5,3.678939897
81,Zach Pascal,WR,ARI,16.3,9.8,3.1,4.4,4.8,0,1.4,4.3,5.8,0.9,0.9,0.8,1.8,0,2.3,0,0.8,0.7,3.5,56.5,4.029172172
83,DeSean Jackson,WR,FA,2.1,0,18,0.6,6.8,0.6,0,0,0,1.8,0.4,16.2,1.4,1.9,1.1,4.4,0.5,0,4,55.8,5.242030989
84,Tre'Quan Smith,WR,DET,0,0,0,0,0,0,1.1,9.3,5.3,10.4,6.4,3.1,1.5,3.3,1.7,0,0,13.6,5.6,55.7,4.103856211
85,Rondale Moore,WR,ATL,6.8,17.4,0.4,3.7,9.7,2.6,1.7,0.5,2.5,1.1,5.1,0,1,1.6,1,0,0,0,3.9,55.1,4.321797323
86,Kenny Golladay,WR,FA,6.4,3.8,6.4,11.6,0,0,0,0,2.8,0,1.2,5,3.7,1.5,5.3,2.2,0,2.2,3.7,52.1,3.056045415
87,Jamal Agnew,WR,FA,0,6,0,3.8,4.9,7.8,0,9.8,3.8,13.9,2,0,0,0,0,0,0,0,4.3,52,4.032904783
88,Josh Reynolds,WR,DEN,0,0,0,5.9,0.8,0,2.3,0,0,0,0,13,6.9,5.2,12.8,3.6,0,1.1,4.7,51.6,4.179845824
89,T.Y. Hilton,WR,FA,0,0,0,0,0,8,0,1.6,0,0.5,2.6,8.8,2.2,0,1.9,11.1,10.5,3.9,5.1,51.1,3.822904493
90,Keelan Cole Sr.,WR,FA,0,0,3,9.2,3.8,0,0.6,2.5,6.6,1.8,0,2.4,0,2.7,0.9,2.5,3.5,11.4,3.6,50.9,3.16118922
91,Nico Collins,WR,HOU,0.7,3.2,0,0,0,4.4,2.8,5.5,2.5,BYE,0.9,2.8,0,6.9,1.4,9.3,3.5,6.7,3.6,50.6,2.718894544
92,Julio Jones,WR,FA,2.9,12.8,4.7,0,0,5.9,3.8,0,3.5,0,0,0,0,3.3,0,0.7,0,11.8,4.9,49.4,3.879321565
93,Laquon Treadwell,WR,IND,0,0,0,0,0,0,0,0,0,1.8,1.1,5.3,6.2,6.8,5.7,5.4,8.7,8.4,4.1,49.4,3.245034193
94,Allen Robinson II,WR,NYG,3.5,8.4,2.7,6.3,3.2,5.3,1.6,2.1,6.8,BYE,0,0,0,1.4,0,0,3.5,4.2,4.1,49,2.566122113
95,Jerry Jeudy,WR,CLE,7.2,0,0,0,0,0,0,3.9,6.9,5.1,0,2.5,7.7,4.7,0,6,0,3,4.7,47,2.892305672
96,Mack Hollins,WR,BUF,0,0,0,0,1,6.1,7.3,0,8.2,0,13.2,0,6.5,0,0,4,0,0,2.9,46.3,3.888273761
97,Jalen Reagor,WR,NE,10.9,0.5,5.3,2.1,2.4,0,8.5,2.1,0.6,0.4,0.1,3.1,0.7,BYE,5.7,1.5,0.3,2.9,2.7,45.1,3.042399345
98,Danny Amendola,WR,FA,9.4,0.9,0,0,0,0,1.7,0.3,4.9,0,0,2.3,0,0,0,0,0,25.3,5.6,44.8,6.009426751
99,Demarcus Robinson,WR,LAR,0.9,10.6,1.7,0,0.8,10.6,0.7,1.8,0.2,2.3,0,0,2.1,0,0,1.5,9.3,1.9,3,44.4,3.538361203
100,Devin Duvernay,WR,JAC,0.6,0,8.2,3.1,4.5,2.6,0.9,0,6.8,4.7,3.7,1.5,2.1,1.7,1.3,0,2.3,0.2,2.8,44.2,2.298362273
101,Sammy Watkins,WR,FA,9.6,4.4,6.8,4.9,3.5,0,0,0,0,1.3,4.8,0.8,9.9,0,0,0,0,0,3.9,43.4,3.332036785
102,Kadarius Toney,WR,KC,0.2,0,1.6,7.9,19.6,3.6,0,3.4,0.7,0,4,BYE,0,0,0,2.8,0,0,4.8,43.4,4.759946788
103,Darius Slayton,WR,NYG,6.5,11.4,0.8,0,0,0,6.3,0,0,BYE,1.7,2.7,1.3,0,2.3,0.7,0,8.9,3.3,42.6,3.452615477
103,Chris Conley,WR,SF,2.7,1.3,0,0,12.4,1,0,2.4,3.8,0,3.7,0,0,2,1.2,12,0.1,0,3,42.6,3.698798604
105,James Washington,WR,FA,1,0,2,6.9,0,0.9,0,0.4,5.5,7.5,1.2,0.3,0,12.5,3.6,0,0,0,2.8,41.8,3.446021145
106,Sterling Shepard,WR,TB,17.3,8.5,1.6,0,0,7.6,0,2.5,BYE,0,0,0,0,2.7,1.5,0,0,0,6,41.7,4.507264417
107,Calvin Ridley,WR,TEN,5.1,12.3,6.1,8,0,0,8.6,0,0,0,0,0,BYE,0,0,0,0,0,8,40.1,3.894801788
108,Damiere Byrd,WR,BUF,1.9,0,0,0,0,0,1,0,0,0,0.3,4.2,3.6,13.6,4.2,3.1,2.3,4.7,3.5,38.9,3.255958451
109,Antoine Wesley,WR,FA,0,0,0,0,0,0,0,0.7,6.2,0,4.4,0,0,0,1.9,8.9,15,1.7,4.9,38.8,3.981655466
110,Adam Humphries,WR,FA,1,4.4,0.7,1.9,7.3,0.4,3.6,3.5,0,0.5,3,1.4,3.8,3.4,2.3,0.4,1.2,0.3,2.3,38.3,1.861542239
111,Marquise Goodwin,WR,FA,4.3,1,0,0.1,0.8,1.2,1.6,3.2,5,0,16.4,0,0,0,0,2.3,0,1.3,2.7,37.2,3.789165842
112,Lil'Jordan Humphrey,WR,DEN,0,2.7,0,0,0,0,0,0,0,0,6.4,4.7,10.9,0,0,7,2.6,2.6,4.6,36.9,3.127165916
113,Tyler Johnson,WR,LAR,0,0.5,6.3,0,4.2,0,1.6,6.5,0,1.7,0.8,0.9,0.5,1.7,4.1,0,5,2.2,2.3,36,2.166923062
114,Chester Rogers,WR,FA,6.2,2.2,6.6,6.3,3.5,0.7,0,0,0,0.9,2.1,0.2,0,1.3,3,0.3,1.3,0.4,2.2,35,2.224915035
115,Chris Moore,WR,ARI,0,0,0,0,16.9,1.4,0,1.6,0.4,0,1,0.4,0,0,0,4,0,9.8,3.5,34.7,4.304236357
116,Cyril Grayson Jr.,WR,FA,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9.5,14.1,0,11.5,34.6,4.368772464
117,Quintez Cephus,WR,HOU,9.2,12.3,0.8,8.3,3.8,0,0,0,0,BYE,0,0,0,0,0,0,0,0,6.9,34.4,3.837053007
118,Cam Sims,WR,FA,1.7,0,2.2,0,0,0,0,2,0,1,7.9,0,0,12.9,1.3,0,4.8,0,2.8,33.8,3.356677517
119,Rashard Higgins,WR,FA,0,2.7,2.4,6.3,8.9,0,0.2,2.7,0,0,1.7,0,0,0,2.4,5.8,0.8,0,2.8,33.5,2.564338771
120,Malik Turner,WR,SF,0,0,0,0,0,0,0,0,15.3,0.7,1.1,0,1,0,0.6,14.2,0,0,4.7,32.9,4.586551059
121,Ashton Dulin,WR,IND,0,1,0.7,1.7,1.3,0.7,0,0,2.3,1.6,0,12.2,6.2,BYE,3.9,2.3,0,0,2,32.5,3.015542208
121,Isaiah McKenzie,WR,NYG,0.3,0.1,0.8,0,0,0.8,0,0,1,8.9,2,0,0,0.5,1.5,18.4,0.9,1.9,2.2,32.5,4.438485589
123,Brandon Zylstra,WR,FA,0,10.4,0,6.3,0,3.2,0,0,0,1.8,0.7,2.4,0,4.5,1.7,0,0,0,2.6,31,2.762156073
124,John Ross,WR,PHI,0,0,0,13.7,1.3,0,2.7,7.2,0,0,1.6,2.8,0,0.7,0,0,0,0,3.3,30,3.410767265
125,Jakeem Grant Sr.,WR,ATL,0,2,0,2.7,0,0,0,0,2,0,1.7,2.5,12.2,17.1,1.7,0,0,0,1.9,28.5,4.540167099
126,Isaiah Ford,WR,FA,0,0,0,0,0.3,0,7,0,0,8.4,0,1.1,6.2,0,5.1,0,0,0,3.1,28.1,2.803200332
127,Greg Ward,WR,IND,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,BYE,8.8,0,3.5,0.3,2.8,27.6,3.043513722
128,Tavon Austin,WR,FA,0,0,0,0.8,5.4,0,0,0.5,0,0,0.2,8.1,0.9,1.7,1.1,8.9,0.2,0,2.3,27.4,2.758063375
128,DJ Chark Jr.,WR,LAC,14.6,1.9,10.9,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,9.1,27.4,4.140315753
130,Ray-Ray McCloud III,WR,ATL,0,0,3.3,0.2,0.1,1.8,0,1,0.8,6.3,1.7,0,0.7,3.2,0,2.5,3.5,3.7,1.7,27.2,1.751824446
131,Ihmir Smith-Marsette,WR,CAR,0,0,0,0,0,0,0,0.6,0,0,0,0,BYE,0,6.7,0,0,16.3,3.9,23.6,4.045168847
132,Kendall Hinton,WR,FA,0,1.5,0,1.3,8.5,3.7,1.5,0,4,0,0,0,0.7,0,0,0,2.3,0,2.1,23.5,2.150315797
133,Anthony Schwartz,WR,MIA,8.6,0,0,0,0,0.8,2,0,1.5,0,0,0,0,BYE,0,8.9,0,1.6,1.8,23.4,2.769695123
134,Albert Wilson,WR,FA,0,2,0,1.1,0,1.4,0,0,1.1,10.6,1.5,1.7,2.6,0,1,0,0,0,2.3,23,2.406601005
134,Tajae Sharpe,WR,FA,0,0.8,0.6,1.5,5.3,0,1.8,5.8,1.2,0,2.1,2.2,1,0.7,0,0,0,0,1.6,23,1.683434174
136,Breshad Perriman,WR,FA,0,0,0,0,0,0,0,0,0,0,1.6,0,0.5,11.8,0,0,4.1,4.4,4.5,22.4,2.890063864
137,Parris Campbell,WR,PHI,2.4,0,0.9,2.2,5.6,11.1,0,0,0,0,0,0,0,BYE,0,0,0,0,3.7,22.2,2.838697006
138,James Proche II,WR,CLE,0,0,2.9,7.4,1.5,0,0,0,0,0,0,0,BYE,0,0.8,7.6,0,0,2.9,20.2,2.423143887
139,JuJu Smith-Schuster,WR,FA,5.2,10.4,2.5,1.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19.8,2.595294888
140,Noah Brown,WR,HOU,0,0,0.9,0,3.6,4.7,0,0.7,0,1.8,0,5.3,1.4,0,0,0,0,0,1.8,18.4,1.68046143
141,Dee Eskridge,WR,SEA,2.8,0,0,0,0,0,0,0,BYE,0.4,0,1,9.5,0,0,1.7,3.7,0,2.3,18.3,2.35610082
142,Mohamed Sanu Sr.,WR,FA,0.7,0,3.6,3.5,1.9,0,1.6,5.9,0.5,0,0,0,0,0,0,0,0,0,2.2,17.7,1.658731108
142,KhaDarel Hodge,WR,ATL,0,0,0.9,1.3,3.7,0.9,0.3,0,0,0,0,0,0.9,0,0,2.1,7.6,0,1.5,17.7,1.865848035
144,N'Keal Harry,WR,MIN,0,0,0,1,0.9,0,2.8,3,0,2.6,1.4,0,2,0,5.2,1.5,0,0,1.6,16.4,1.444145268
145,Kristian Wilkerson,WR,LV,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,16.2,0,16.2,16.2,3.811764706
146,Dyami Brown,WR,WAS,0.2,3.4,0.4,1.9,0,3,0,0,BYE,0,0,0,0.6,0,0,5.3,2.5,0,1.6,16.1,1.561761936
147,Marcus Johnson,WR,FA,0,0,0,0,5.2,0,0.5,0.8,0.7,10,0,0,0,0,0,0,0,0,2.3,15.8,2.494265027
148,Terrace Marshall Jr.,WR,CAR,2.6,1.7,4.8,0.2,1.4,0.9,0,0,0,2,0,0,BYE,0,0,0.6,1.6,0,1.3,15.8,1.277297103
149,Dante Pettis,WR,CHI,0,0,0,0,0,4.8,10.5,0,0,BYE,0,0,0,0,0,0,0,0,5.1,15.3,2.651525643
150,Trent Sherfield Sr.,WR,MIN,8.3,0.9,0,0,0,0,0.9,0,0,0,0,0.5,1.6,0,0,0,1.2,1.3,1.2,14.7,1.892162196
151,Scotty Miller,WR,PIT,0,0,1.1,0,0,0,BYE,0,0,0,0,0,0,0,1.8,0,0,11.2,2.4,14.1,2.636790542
152,Ben Skowronek,WR,HOU,0,0,0,0,0,0,0,3,0,0.8,0,0,3.5,0,4.2,0,1.8,0,1.1,13.3,1.352831963
152,Denzel Mims,WR,JAC,4,0,0,0,3.3,0,0.6,3,2,0,0,0,0.4,0,0,0,0,0,1.3,13.3,1.303473517
154,Kenny Stills,WR,FA,0,0,1.7,0,1.8,0,0,0,9,0,0,0,0,0,0,0.4,0,0,1.8,12.9,2.082266393
155,Tom Kennedy,WR,DET,0,0,0,0,0,1.5,0,0,BYE,0,0,0,0,0.7,0,1.6,0,8.6,1.8,12.4,2.032316761
156,Equanimeous St. Brown,WR,NO,0,0,0,0,0,0,1.3,1.2,0,0,5.4,0.7,0,0,0,1,1.4,2.2,0.9,11.2,1.310216267
