#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL,STD_DEV
160,Javon Wims,WR,FA,6.1,1.7,0,0,0,0,0.8,0.9,0,0,0,0,1.3,0.2,0,0,0,0.8,11,1.458491423
161,Alex Erickson,WR,FA,0,0,0,1.6,0,0,0,0,0,2,1,0.4,1.7,1.1,0,8.8,1,0.7,10.6,2.058537795
161,Lil'Jordan Humphrey,WR,DEN,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,8.9,0,1.7,3.5,10.6,2.166181837
163,Diontae Spencer,WR,FA,0,0,0.7,0,0,0.9,0,0,0,0,0,0,0,6,0,1.9,1,1,10.5,1.443539479
163,J.J. Arcega-Whiteside,WR,FA,0,0,0,0,3.7,2,0.8,0,0,0,0,0,0,0,0,0,4,1.3,10.5,1.279814
165,C.J. Board,WR,FA,1.7,3.2,0.9,0.3,0,0.8,0,0,1,0,0,1.1,0.2,0,0,1.6,0,0.7,10.4,0.861558899
166,Justin Watson,WR,KC,0.6,4.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,9.4,1.418415706
167,Austin Mack,WR,FA,0,0,0,0,0,0.1,0,0,7.2,0.9,0,0,0,0,0,0,0.9,0.8,9.1,1.690785121
168,Joe Reed,WR,FA,0,0.8,0,0,0,0,7.4,0,0.7,0,0,0,0,0,0,0,0,0.8,8.9,1.735961985
169,Austin Carr,WR,FA,0,0,0,0,0,0,0.6,1,0,0,0,0,0,0,0,0,7.1,1.5,8.7,1.668349785
169,Parris Campbell,WR,PHI,8,0.7,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,4.4,8.7,1.932604703
171,Trent Taylor,WR,SF,0.7,1,2,0,0,0.8,0,3.2,0.9,0,BYE,0,0,0,0,0,0,0.7,8.6,0.885914076
172,Jake Kumerow,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,1.4,8.2,1.929411765
173,Pharoh Cooper,WR,FA,0,0,0,0,1.2,0,0,0,0,0,0,0,0,5.2,0,0,0.9,0.5,7.3,1.24038168
174,Courtland Sutton,WR,DEN,0,6.6,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,1.59760563
175,Ashton Dulin,WR,IND,0,0.6,0,0,3.7,0,BYE,1.3,0,0,0,0,0,0,0,0.8,0,0.5,6.4,0.929381515
176,Damion Ratley,WR,FA,0,0,2.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6.3,1.018513742
176,Tyrie Cleveland,WR,IND,0.7,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,4.5,0.6,6.3,1.074169833
178,Steven Mitchell Jr.,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0.2,2,1,6,0.981066435
178,Ja'Marcus Bradley,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,1.411764706
180,Jaydon Mickens,WR,FA,0,0,0,0,2.2,0,0,3.6,0,0,0,0,0,0,0,0,0,0.6,5.8,0.964705882
181,Nick Westbrook-Ikhine,WR,TEN,0,0,0,BYE,0.7,2,0,0,0,0,0.7,0,0,0,0,1.9,0,0.4,5.3,0.65356594
181,KJ Hill Jr.,WR,FA,0,0,1.5,0,0.8,0,0,0,2,0,0,0,0.7,0.4,3.9,0,0,0.4,5.3,1.019294824
183,Trent Sherfield Sr.,WR,MIN,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,4.4,0.3,5,1.036095946
183,Isaiah Zuber,WR,FA,0,0,1.3,0.8,0,1.6,0,1.3,0,0,0,0,0,0,0,0,0,1.3,5,0.54822772
185,River Cracraft,WR,MIA,0,0,0,0,0,0,BYE,0,1.3,0,0,0,0,0,1.1,0,1.7,0.5,4.1,0.544252641
186,Ted Ginn Jr.,WR,FA,0,0,2.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4,0.714506145
187,Riley Ridley,WR,FA,0,0,0,0,0,0,0,0,2.3,0,0,1.6,0,0,0,0,0,0.8,3.9,0.639636575
188,Robert Foster,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.8,0,0.9,3.7,0.679303531
189,Brandon Zylstra,WR,FA,0,0,0,0,0,0,0.4,0,2.8,0,0,0,0,0.3,0.1,0,0,0.2,3.6,0.656982722
190,Lawrence Cager,WR,NYG,0,0,3.5,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,1.8,3.5,0.847215107
190,Terry Godwin,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.2,3.5,0.823529412
192,Seth Roberts,WR,FA,0.5,0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3.1,0.43688105
193,Josh Malone,WR,FA,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.8,0.658823529
194,Darrius Shepherd,WR,FA,0,0,0,2.1,0,1.6,0,0.6,0.3,0,2,0,0,0,0,0,0,0.3,2.6,0.721829663
195,Antonio Gandy-Golden,WR,FA,0,0.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.5,0.518047973
196,Daurice Fountain,WR,DET,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.3,0.541176471
197,Penny Hart,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0.2,2.2,0.517647059
198,Antonio Callaway,WR,FA,0,0,0,0,0,0,0,0,0,0,1.3,0.7,0,0,0,0,0,0.4,2,0.338222506
199,Tommylee Lewis,WR,FA,0,0,0,0,0,0,0,0.5,0,0,0,0,1.6,0,0,0,0.2,0.4,1.9,0.386448652
199,Deontay Burnett,WR,DAL,0,0,1.9,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,1,1.9,0.459916772
199,Donte Moncrief,WR,FA,0,0,0,0,0,0,0,0,0,0,1.5,0,0.4,0,0,0,0,0.3,1.9,0.359546042
202,John Ross,WR,PHI,1.7,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0.6,1.7,0.411504481
203,Jaleel Scott,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,1.6,0.376470588
204,James Proche II,WR,CLE,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.1,1.4,0.329411765
205,Keith Kirkwood,WR,BAL,0,0,0,0,0,1.3,BYE,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.314679897
205,Vyncint Smith,WR,FA,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.2,1.3,0.305882353
207,Cody Hollister,WR,FA,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,0.282352941
208,Marcus Kemp,WR,FA,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.1,1.1,0.258823529
208,Bennie Fowler III,WR,FA,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.1,0.258823529
210,Gehrig Dieter,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1,0.235294118
211,Trenton Irwin,WR,CIN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0.5,0,0.5,0.5,0.12103073
212,JoJo Natson,WR,FA,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.070588235
213,Tajae Sharpe,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Jason Moore Jr.,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,K.J. Osborn,WR,NE,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Matt Cole,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Derrick Willies,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Dan Chisena,WR,ARI,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
213,Chris Rowland,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Matthew Slater,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Jordan Matthews,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
213,Justin Hardee Sr.,WR,CLE,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0
213,Tavon Austin,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1.3,0,0,0.358292761
213,Dezmon Patmon,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Reggie Begelton,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Isaiah Coulter,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Quinton Bell,WR,MIA,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Deante Burton,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Hakeem Butler,WR,CIN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0
213,Deon Cain,WR,BUF,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0
213,Taywan Taylor,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Johnny Holton,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Alex Bachman,WR,LV,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Duke Williams,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Jeff Badet,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Marken Michel,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Chris Moore,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Keelan Doss,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Fred Brown,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Kirk Merritt,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Kristian Wilkerson,WR,LV,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Juwann Winfree,WR,IND,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Cyril Grayson Jr.,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Stanley Morgan Jr.,WR,NO,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Kevin White,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Trey Quinn,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Malik Turner,WR,SF,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0
248,Kendall Hinton,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,-0.8,-0.8,0.188235294
249,Andre Roberts,WR,FA,0,0,0,0.3,0.4,0,0,0,0,0,0,0,0,0,2,1.2,0,-0.1,-0.9,0.531108392
250,DeAndre Carter,WR,CHI,0.8,0,0,2,0,0,0,0,0,0,BYE,0,0,0,0,0,0,-0.1,-1.2,0.50928872
251,Dede Westbrook,WR,FA,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.8,-1.6,0.47410451
252,Dwayne Harris,WR,FA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.7,-2,0.470588235
252,Nsimba Webster,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.1,-2,0.470588235
