Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
57,Puka Nacua,Washington,Pac-12,3,9,151,16.8,1,0,0,,0,9,151,16.8,1,puka-nacua-1
58,Calvin Austin III*,Memphis,American,11,63,1053,16.7,11,2,14,7.0,0,65,1067,16.4,11,calvin-austin-iii-1
59,John Metchie*,Alabama,SEC,13,55,916,16.7,6,0,0,,0,55,916,16.7,6,john-metchie-1
60,James Mitchell,Virginia Tech,ACC,10,26,435,16.7,4,1,1,1.0,1,27,436,16.1,5,james-mitchell-2
61,Dontario Drummond*,Ole Miss,SEC,10,25,417,16.7,7,0,0,,0,25,417,16.7,7,dontario-drummond-1
62,Cornell Powell*,Clemson,ACC,12,53,882,16.6,7,0,0,,0,53,882,16.6,7,cornell-powell-1
63,Trayvon Rudolph,Northern Illinois,MAC,6,14,232,16.6,0,0,0,,0,14,232,16.6,0,trayvon-rudolph-1
64,Marvin Mims*,Oklahoma,Big 12,11,37,610,16.5,9,2,17,8.5,0,39,627,16.1,9,marvin-mims-1
65,Calvin Turner*,Hawaii,MWC,9,33,546,16.5,6,60,331,5.5,4,93,877,9.4,10,calvin-turner-2
66,Duece Watts*,Tulane,American,12,31,512,16.5,6,1,2,2.0,0,32,514,16.1,6,duece-watts-1
67,Jeshaun Jones,Maryland,Big Ten,4,11,181,16.5,1,0,0,,0,11,181,16.5,1,jeshaun-jones-1
68,Rivaldo Fairweather,Florida International,CUSA,5,10,165,16.5,1,0,0,,0,10,165,16.5,1,rivaldo-fairweather-1
69,Devin Carter*,North Carolina State,ACC,12,29,477,16.4,2,0,0,,0,29,477,16.4,2,devin-carter-1
70,CJ Lewis,Boston College,ACC,11,28,460,16.4,5,0,0,,0,28,460,16.4,5,cj-lewis-2
71,Erik Ezukanma,Texas Tech,Big 12,10,46,748,16.3,6,0,0,,0,46,748,16.3,6,erik-ezukanma-1
72,Kayshon Boutte,LSU,SEC,10,45,735,16.3,5,0,0,,0,45,735,16.3,5,kayshon-boutte-1
73,Terrell Bynum,Washington,Pac-12,3,8,130,16.3,0,5,70,14.0,0,13,200,15.4,0,terrell-bynum-1
74,Seth Williams*,Auburn,SEC,11,47,760,16.2,4,0,0,,0,47,760,16.2,4,seth-williams-1
75,Austin Stogner*,Oklahoma,Big 12,8,26,422,16.2,3,0,0,,0,26,422,16.2,3,austin-stogner-1
76,Jaelon Darden*,North Texas,CUSA,9,74,1190,16.1,19,1,-3,-3.0,0,75,1187,15.8,19,jaelon-darden-1
77,Treylon Burks,Arkansas,SEC,9,51,820,16.1,7,15,75,5.0,0,66,895,13.6,7,treylon-burks-1
78,J.C. Santana*,Tulsa,American,9,34,544,16.0,4,2,20,10.0,0,36,564,15.7,4,jc-santana-1
79,Tim Jones,Southern Mississippi,CUSA,8,30,480,16.0,4,0,0,,0,30,480,16.0,4,tim-jones-8
80,DeVonta Smith*,Alabama,SEC,13,117,1856,15.9,23,4,6,1.5,1,121,1862,15.4,24,devonta-smith-1
81,Zay Flowers,Boston College,ACC,11,56,892,15.9,9,11,41,3.7,1,67,933,13.9,10,zay-flowers-1
82,Cornelius Johnson,Michigan,Big Ten,6,16,254,15.9,3,0,0,,0,16,254,15.9,3,cornelius-johnson-1
83,Antonio Nunn*,Buffalo,MAC,7,37,584,15.8,2,0,0,,0,37,584,15.8,2,antonio-nunn-1
84,Keric Wheatfall,Fresno State,MWC,5,23,363,15.8,1,1,-5,-5.0,0,24,358,14.9,1,keric-wheatfall-1
85,Dante Wright,Colorado State,MWC,3,20,315,15.8,0,9,36,4.0,0,29,351,12.1,0,dante-wright-1
86,Ayden Eberhardt,Wyoming,MWC,6,16,252,15.8,0,1,1,1.0,0,17,253,14.9,0,ayden-eberhardt-1
87,Taylor Thompson,Charlotte,CUSA,6,12,190,15.8,1,0,0,,0,12,190,15.8,1,taylor-thompson-3
88,Emeka Emezie*,North Carolina State,ACC,12,47,738,15.7,5,1,5,5.0,0,48,743,15.5,5,emeka-emezie-1
89,Joshua Moore*,Texas,Big 12,10,30,472,15.7,9,1,-1,-1.0,0,31,471,15.2,9,joshua-moore-2
90,Tylan Wallace*,Oklahoma State,Big 12,10,59,922,15.6,6,1,7,7.0,0,60,929,15.5,6,tylan-wallace-1
91,Tayvion Robinson,Virginia Tech,ACC,11,38,592,15.6,3,5,48,9.6,0,43,640,14.9,3,tayvion-robinson-1
92,Tre Turner,Virginia Tech,ACC,10,34,529,15.6,3,9,60,6.7,2,43,589,13.7,5,tre-turner-2
93,Trevon Grimes*,Florida,SEC,11,38,589,15.5,9,1,4,4.0,0,39,593,15.2,9,trevon-grimes-1
94,Simi Fehoko,Stanford,Pac-12,6,37,574,15.5,3,1,-1,-1.0,0,38,573,15.1,3,simi-fehoko-1
95,Skyy Moore,Western Michigan,MAC,5,25,388,15.5,3,1,0,0.0,0,26,388,14.9,3,skyy-moore-1
96,Jason Ivory*,Memphis,American,10,23,356,15.5,3,0,0,,0,23,356,15.5,3,jason-ivory-1
97,Jared Wayne,Pitt,ACC,8,21,326,15.5,1,0,0,,0,21,326,15.5,1,jared-wayne-1
98,Ja'Shaun Poke,Kent State,MAC,4,21,326,15.5,3,3,1,0.3,0,24,327,13.6,3,jashaun-poke-1
99,Jaivon Heiligh*,Coastal Carolina,Sun Belt,12,65,998,15.4,10,0,0,,0,65,998,15.4,10,jaivon-heiligh-1
100,Bryce Ford-Wheaton*,West Virginia,Big 12,9,27,416,15.4,3,0,0,,0,27,416,15.4,3,bryce-ford-wheaton-1
101,Ronnie Bell,Michigan,Big Ten,6,26,401,15.4,1,0,0,,0,26,401,15.4,1,ronnie-bell-3
102,Briley Moore,Kansas State,Big 12,9,22,338,15.4,3,0,0,,0,22,338,15.4,3,briley-moore-1
103,Marquez Stevenson*,Houston,American,5,20,307,15.4,4,3,16,5.3,0,23,323,14.0,4,marquez-stevenson-1
104,Chabastin Taylor,Kansas State,Big 12,10,19,293,15.4,1,1,20,20.0,0,20,313,15.7,1,chabastin-taylor-1
105,Kylen Granson,SMU,American,10,35,536,15.3,5,1,0,0.0,0,36,536,14.9,5,kylen-granson-1
106,Tanner Knue,Eastern Michigan,MAC,6,27,413,15.3,4,0,0,,0,27,413,15.3,4,tanner-knue-1
107,Cary Angeline*,North Carolina State,ACC,11,27,412,15.3,6,0,0,,0,27,412,15.3,6,cary-angeline-1
108,Miles Marshall*,Indiana,Big Ten,7,19,290,15.3,1,0,0,,0,19,290,15.3,1,miles-marshall-1
109,Terrace Marshall Jr.,LSU,SEC,7,48,731,15.2,10,0,0,,0,48,731,15.2,10,terrace-marshall-jr-1
110,Brevin Jordan*,Miami (FL),ACC,8,38,576,15.2,7,2,1,0.5,0,40,577,14.4,7,brevin-jordan-1
111,Drake London,USC,Pac-12,6,33,502,15.2,3,0,0,,0,33,502,15.2,3,drake-london-1
112,Dontay Demus,Maryland,Big Ten,5,24,365,15.2,4,0,0,,0,24,365,15.2,4,dontay-demus-1
113,Austin Ogumakin*,North Texas,CUSA,10,23,349,15.2,1,0,0,,0,23,349,15.2,1,austin-ogumakin-1
114,Ben Skowronek*,Notre Dame,ACC,11,29,439,15.1,5,2,17,8.5,1,31,456,14.7,6,ben-skowronek-1
115,Jalen Camp,Georgia Tech,ACC,10,29,439,15.1,4,0,0,,0,29,439,15.1,4,jalen-camp-1
116,Myron Mitchell,UAB,CUSA,9,29,436,15.0,3,1,9,9.0,0,30,445,14.8,3,myron-mitchell-1
117,Jaelen Gill,Boston College,ACC,11,29,435,15.0,1,0,0,,0,29,435,15.0,1,jaelen-gill-1
118,Amir Abdur-Rahman,Vanderbilt,SEC,9,27,406,15.0,1,0,0,,0,27,406,15.0,1,amir-abdur-rahman-1
119,Jermaine Burton*,Georgia,SEC,10,27,404,15.0,3,4,50,12.5,0,31,454,14.6,3,jermaine-burton-1
120,Josh Kelly,Fresno State,MWC,6,22,330,15.0,1,2,8,4.0,1,24,338,14.1,2,josh-kelly-2
121,Trey McBride,Colorado State,MWC,4,22,330,15.0,4,0,0,,0,22,330,15.0,4,trey-mcbride-1
122,Will Mallory*,Miami (FL),ACC,11,22,329,15.0,4,0,0,,0,22,329,15.0,4,will-mallory-1
123,Andrew Erickson,New Mexico,MWC,7,18,270,15.0,2,0,0,,0,18,270,15.0,2,andrew-erickson-1
124,Shane Hooks,Ohio,MAC,3,8,120,15.0,1,0,0,,0,8,120,15.0,1,shane-hooks-1
125,Shane Hooks,Ohio,MAC,3,8,120,15.0,1,0,0,,0,8,120,15.0,1,shane-hooks-2
126,Jaquarii Roberson*,Wake Forest,ACC,9,62,926,14.9,8,0,0,,0,62,926,14.9,8,jaquarii-roberson-1
127,Nathaniel Dell*,Houston,American,8,29,428,14.8,3,0,0,,0,29,428,14.8,3,nathaniel-dell-1
128,Chris Pierce,Vanderbilt,SEC,9,25,371,14.8,5,0,0,,0,25,371,14.8,5,chris-pierce-2
129,Rakim Jarrett,Maryland,Big Ten,4,17,252,14.8,2,1,5,5.0,0,18,257,14.3,2,rakim-jarrett-1
130,Marlon Williams*,UCF,American,8,71,1039,14.6,10,0,0,,0,71,1039,14.6,10,marlon-williams-5
131,Chris Olave*,Ohio State,Big Ten,7,50,729,14.6,7,1,0,0.0,0,51,729,14.3,7,chris-olave-1
132,Marcell Barbee,Texas State,Sun Belt,12,40,584,14.6,10,0,0,,0,40,584,14.6,10,marcell-barbee-1
133,Yo'Heinz Tyler*,Ball State,MAC,8,42,607,14.5,8,0,0,,0,42,607,14.5,8,yoheinz-tyler-1
134,Peter LeBlanc*,Louisiana,Sun Belt,10,23,334,14.5,1,0,0,,0,23,334,14.5,1,peter-leblanc-1
135,T.J. Chase*,Florida Atlantic,CUSA,9,23,334,14.5,2,0,0,,0,23,334,14.5,2,tj-chase-1
136,Malachi Carter,Georgia Tech,ACC,10,20,290,14.5,3,0,0,,0,20,290,14.5,3,malachi-carter-1
137,Danzel Mckinley-Lewis,Toledo,MAC,6,20,289,14.5,2,0,0,,0,20,289,14.5,2,danzel-mckinley-lewis-1
138,Griffin Hebert*,Louisiana Tech,CUSA,10,19,275,14.5,3,0,0,,0,19,275,14.5,3,griffin-hebert-1
139,Brian Cobbs,Maryland,Big Ten,5,13,188,14.5,1,0,0,,0,13,188,14.5,1,brian-cobbs-2
140,DJ Turner,Pitt,ACC,11,44,634,14.4,3,10,65,6.5,0,54,699,12.9,3,dj-turner-1
141,Josh Palmer,Tennessee,SEC,10,33,475,14.4,4,0,0,,0,33,475,14.4,4,josh-palmer-1
142,Cornelius McCoy*,Georgia State,Sun Belt,7,31,447,14.4,4,0,0,,0,31,447,14.4,4,cornelius-mccoy-1
143,Xavier Gaines*,Marshall,CUSA,10,28,404,14.4,4,10,40,4.0,0,38,444,11.7,4,xavier-gaines-2
144,Theo Wease*,Oklahoma,Big 12,11,37,530,14.3,4,1,-10,-10.0,0,38,520,13.7,4,theo-wease-1
145,Kearis Jackson*,Georgia,SEC,10,36,514,14.3,3,0,0,,0,36,514,14.3,3,kearis-jackson-1
146,George Pickens*,Georgia,SEC,8,36,513,14.3,6,0,0,,0,36,513,14.3,6,george-pickens-1
147,Cade Otton,Washington,Pac-12,4,18,258,14.3,3,0,0,,0,18,258,14.3,3,cade-otton-1
148,Zakhari Franklin*,UTSA,CUSA,10,49,694,14.2,7,1,8,8.0,0,50,702,14.0,7,zakhari-franklin-1
149,Rashee Rice,SMU,American,10,48,683,14.2,5,0,0,,0,48,683,14.2,5,rashee-rice-1
150,Nick Muse,South Carolina,SEC,10,30,425,14.2,1,0,0,,0,30,425,14.2,1,nick-muse-1
151,Perry Carter,Louisiana-Monroe,Sun Belt,10,22,312,14.2,2,5,49,9.8,2,27,361,13.4,4,perry-carter-2
152,Jonathan Adams Jr.,Arkansas State,Sun Belt,10,79,1111,14.1,12,0,0,,0,79,1111,14.1,12,jonathan-adams-jr-1
153,Kadarius Toney*,Florida,SEC,11,70,984,14.1,10,19,161,8.5,1,89,1145,12.9,11,kadarius-toney-1
154,Jalen Cropper,Fresno State,MWC,6,37,520,14.1,5,4,27,6.8,0,41,547,13.3,5,jalen-cropper-1
155,Chase Lane*,Texas A&M,SEC,10,29,409,14.1,2,0,0,,0,29,409,14.1,2,chase-lane-1
156,Daniel Barker,Illinois,Big Ten,8,19,268,14.1,2,0,0,,0,19,268,14.1,2,daniel-barker-1
157,Johnny Johnson III*,Oregon,Pac-12,7,19,267,14.1,2,0,0,,0,19,267,14.1,2,johnny-johnson-iii-1
158,Mike Harley*,Miami (FL),ACC,11,57,799,14.0,7,2,13,6.5,0,59,812,13.8,7,mike-harley-1
159,Keylon Stokes*,Tulsa,American,9,46,644,14.0,3,13,65,5.0,0,59,709,12.0,3,keylon-stokes-1
160,Jonathan Mingo*,Ole Miss,SEC,10,27,379,14.0,3,0,0,,0,27,379,14.0,3,jonathan-mingo-1
161,Artie Henry*,Marshall,CUSA,8,22,308,14.0,3,0,0,,0,22,308,14.0,3,artie-henry-2
162,Artie Henry III*,Marshall,CUSA,6,22,308,14.0,3,0,0,,0,22,308,14.0,3,artie-henry-iii-1
163,Elijah Moore*,Ole Miss,SEC,8,86,1193,13.9,8,14,64,4.6,0,100,1257,12.6,8,elijah-moore-1
164,Tre Walker*,San Jose State,MWC,8,45,627,13.9,4,0,0,,0,45,627,13.9,4,tre-walker-3
165,Britain Covey,Utah,Pac-12,4,19,264,13.9,3,5,3,0.6,0,24,267,11.1,3,britain-covey-1
166,Khalil Shakir,Boise State,MWC,7,52,719,13.8,6,17,148,8.7,0,69,867,12.6,6,khalil-shakir-1
167,Jaden Walley*,Mississippi State,SEC,11,52,718,13.8,2,0,0,,0,52,718,13.8,2,jaden-walley-1
168,D.J. Stubbs*,Liberty,Ind,11,38,523,13.8,3,2,-10,-5.0,0,40,513,12.8,3,dj-stubbs-1
169,Austin Watkins,UAB,CUSA,7,34,468,13.8,3,0,0,,0,34,468,13.8,3,austin-watkins-1
170,Ihmir Smith-Marsette,Iowa,Big Ten,7,25,345,13.8,3,7,54,7.7,1,32,399,12.5,4,ihmir-smith-marsette-1
171,Jalin Hyatt,Tennessee,SEC,10,20,276,13.8,2,1,3,3.0,0,21,279,13.3,2,jalin-hyatt-1
172,Jha'Quan Jackson*,Tulane,American,12,31,425,13.7,8,2,31,15.5,1,33,456,13.8,9,jhaquan-jackson-1
173,Braden Smith,Louisville,ACC,11,27,370,13.7,0,0,0,,0,27,370,13.7,0,braden-smith-4
174,Braden Galloway*,Clemson,ACC,12,27,369,13.7,2,0,0,,0,27,369,13.7,2,braden-galloway-1
175,Michael Wilson,Stanford,Pac-12,4,19,261,13.7,1,0,0,,0,19,261,13.7,1,michael-wilson-3
176,Tre Nixon*,UCF,American,4,19,260,13.7,2,0,0,,0,19,260,13.7,2,tre-nixon-1
177,Erik Brooks,Fresno State,MWC,6,13,178,13.7,0,0,0,,0,13,178,13.7,0,erik-brooks-1
178,Justin Hall*,Ball State,MAC,7,49,665,13.6,4,30,231,7.7,1,79,896,11.3,5,justin-hall-3
179,Bo Melton,Rutgers,Big Ten,9,47,638,13.6,6,6,69,11.5,2,53,707,13.3,8,bo-melton-1
180,Chatarius Atwell,Louisville,ACC,9,46,625,13.6,7,2,-2,-1.0,1,48,623,13.0,8,chatarius-atwell-1
181,Dillon Stoner*,Oklahoma State,Big 12,11,42,573,13.6,4,0,0,,0,42,573,13.6,4,dillon-stoner-1
182,Parker Washington,Penn State,Big Ten,9,36,489,13.6,6,0,0,,0,36,489,13.6,6,parker-washington-1
183,Danny Gray,SMU,American,8,33,448,13.6,4,3,30,10.0,2,36,478,13.3,6,danny-gray-1
184,Jesse Matthews,San Diego State,MWC,8,24,326,13.6,1,1,-1,-1.0,0,25,325,13.0,1,jesse-matthews-1
185,Pat Freiermuth,Penn State,Big Ten,4,23,310,13.5,1,0,0,,0,23,310,13.5,1,pat-freiermuth-1
186,Josh Imatorbhebhe,Illinois,Big Ten,7,22,297,13.5,3,0,0,,0,22,297,13.5,3,josh-imatorbhebhe-1
187,Jerjuan Newton,Toledo,MAC,6,15,203,13.5,2,0,0,,0,15,203,13.5,2,jerjuan-newton-1
188,Neil Pau'u*,Brigham Young,Ind,12,45,603,13.4,4,5,-1,-0.2,0,50,602,12.0,4,neil-pauu-1
189,Charlie Kolar*,Iowa State,Big 12,11,44,591,13.4,7,0,0,,0,44,591,13.4,7,charlie-kolar-1
190,Justin Garrett,UTEP,CUSA,8,38,510,13.4,3,0,0,,0,38,510,13.4,3,justin-garrett-3
191,Sam Crawford Jr.*,Tulsa,American,9,28,374,13.4,1,0,0,,0,28,374,13.4,1,sam-crawford-jr-1
192,Avery Davis*,Notre Dame,ACC,12,24,322,13.4,2,3,57,19.0,0,27,379,14.0,2,avery-davis-1
193,Quian Williams,Eastern Michigan,MAC,6,24,322,13.4,2,0,0,,0,24,322,13.4,2,quian-williams-1
194,Christian Trahan*,Houston,American,8,22,294,13.4,3,0,0,,0,22,294,13.4,3,christian-trahan-1
195,Luke Grimm,Kansas,Big 12,6,19,255,13.4,2,3,10,3.3,0,22,265,12.0,2,luke-grimm-1
196,Adrian Hardy*,Louisiana Tech,CUSA,7,33,440,13.3,4,0,0,,0,33,440,13.3,4,adrian-hardy-1
197,Victor Tucker,Charlotte,CUSA,6,30,400,13.3,2,8,86,10.8,0,38,486,12.8,2,victor-tucker-1
198,Taysir Mack,Pitt,ACC,8,23,305,13.3,2,0,0,,0,23,305,13.3,2,taysir-mack-1
199,George Qualls Jr.,Akron,MAC,6,12,160,13.3,1,0,0,,0,12,160,13.3,1,george-qualls-jr-1
200,Amari Rodgers*,Clemson,ACC,12,77,1020,13.2,7,0,0,,0,77,1020,13.2,7,amari-rodgers-1
201,Damon Hazelton Jr.,Missouri,SEC,9,30,397,13.2,1,2,3,1.5,0,32,400,12.5,1,damon-hazelton-jr-1
202,Teagan Quitoriano,Oregon State,Pac-12,7,14,185,13.2,1,0,0,,0,14,185,13.2,1,teagan-quitoriano-1
203,Thomas Hennigan*,Appalachian State,Sun Belt,12,47,616,13.1,3,0,0,,0,47,616,13.1,3,thomas-hennigan-1
204,Ainias Smith*,Texas A&M,SEC,10,43,564,13.1,6,49,293,6.0,4,92,857,9.3,10,ainias-smith-1
205,Malik Williams*,Appalachian State,Sun Belt,11,41,536,13.1,3,1,-2,-2.0,0,42,534,12.7,3,malik-williams-2
206,Josh Johnson*,Tulsa,American,9,38,499,13.1,6,1,3,3.0,0,39,502,12.9,6,josh-johnson-9
207,Rashod Bateman,Minnesota,Big Ten,5,36,472,13.1,2,0,0,,0,36,472,13.1,2,rashod-bateman-1
208,Keke Chism,Missouri,SEC,9,35,458,13.1,1,1,-15,-15.0,0,36,443,12.3,1,keke-chism-1
209,Austin Allen,Nebraska,Big Ten,8,18,236,13.1,1,0,0,,0,18,236,13.1,1,austin-allen-2
210,Terrell Warner,New Mexico State,Ind,2,8,105,13.1,0,0,0,,0,8,105,13.1,0,terrell-warner-1
211,Brandon Bowling,Arkansas State,Sun Belt,11,39,507,13.0,7,0,0,,0,39,507,13.0,7,brandon-bowling-1
212,Kyren Lacy*,Louisiana,Sun Belt,11,28,364,13.0,4,0,0,,0,28,364,13.0,4,kyren-lacy-1
213,Keith Corbin*,Houston,American,8,27,352,13.0,1,0,0,,0,27,352,13.0,1,keith-corbin-1
214,Omarion Dollison,South Florida,American,9,21,272,13.0,1,2,29,14.5,0,23,301,13.1,1,omarion-dollison-1
215,Kawaan Baker,South Alabama,Sun Belt,11,51,659,12.9,8,13,42,3.2,0,64,701,11.0,8,kawaan-baker-1
216,E.J. Williams*,Clemson,ACC,12,24,306,12.8,2,0,0,,0,24,306,12.8,2,ej-williams-2
217,Jake Smith*,Texas,Big 12,7,23,294,12.8,3,2,11,5.5,0,25,305,12.2,3,jake-smith-7
218,Nate Stewart,Akron,MAC,6,17,217,12.8,1,0,0,,0,17,217,12.8,1,nate-stewart-1
219,Dazz Newsome*,North Carolina,ACC,12,54,684,12.7,6,2,21,10.5,1,56,705,12.6,7,dazz-newsome-1
220,Hassan Beydoun,Eastern Michigan,MAC,5,40,508,12.7,0,0,0,,0,40,508,12.7,0,hassan-beydoun-1
221,R.J. Sneed,Baylor,Big 12,9,39,497,12.7,3,0,0,,0,39,497,12.7,3,rj-sneed-1
222,Jalen Wayne,South Alabama,Sun Belt,11,33,418,12.7,1,0,0,,0,33,418,12.7,1,jalen-wayne-1
223,Taylor Morin*,Wake Forest,ACC,9,32,405,12.7,3,2,5,2.5,0,34,410,12.1,3,taylor-morin-1
224,Ontaria Wilson,Florida State,ACC,9,30,382,12.7,2,4,32,8.0,0,34,414,12.2,2,ontaria-wilson-1
