Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
225,Milton Wright,Purdue,Big Ten,6,24,305,12.7,2,2,3,1.5,0,26,308,11.8,2,milton-wright-1
226,Lopini Katoa*,Brigham Young,Ind,11,23,293,12.7,3,84,444,5.3,5,107,737,6.9,8,lopini-katoa-1
227,Velus Jones Jr.,Tennessee,SEC,10,22,280,12.7,3,3,16,5.3,0,25,296,11.8,3,velus-jones-jr-1
228,Tre'von Bradley*,Houston,American,6,18,228,12.7,0,0,0,,0,18,228,12.7,0,trevon-bradley-1
229,Taj Harris,Syracuse,ACC,10,58,733,12.6,5,1,4,4.0,0,59,737,12.5,5,taj-harris-1
230,Thayer Thomas*,North Carolina State,ACC,12,42,529,12.6,6,1,-6,-6.0,0,43,523,12.2,6,thayer-thomas-1
231,Josh Whyle*,Cincinnati,American,10,28,353,12.6,6,0,0,,0,28,353,12.6,6,josh-whyle-1
232,Shocky Jacques-Louis,Pitt,ACC,10,26,327,12.6,0,5,17,3.4,0,31,344,11.1,0,shocky-jacques-louis-1
233,Jahmyr Gibbs,Georgia Tech,ACC,7,24,303,12.6,3,89,460,5.2,4,113,763,6.8,7,jahmyr-gibbs-1
234,Tamorrion Terry,Florida State,ACC,6,23,289,12.6,1,2,0,0.0,0,25,289,11.6,1,tamorrion-terry-1
235,Jayson Jackson*,Cincinnati,American,10,27,337,12.5,1,0,0,,0,27,337,12.5,1,jayson-jackson-1
236,Charleston Rambo*,Oklahoma,Big 12,10,25,312,12.5,3,2,22,11.0,0,27,334,12.4,3,charleston-rambo-1
237,Sean Dykes*,Memphis,American,11,47,581,12.4,7,0,0,,0,47,581,12.4,7,sean-dykes-2
238,Ramaud Chiaokhiao-Bowman*,Northwestern,Big Ten,9,41,508,12.4,5,1,0,0.0,0,42,508,12.1,5,ramaud-chiaokhiao-bowman-1
239,Yusuf Ali,Middle Tennessee State,CUSA,7,37,457,12.4,2,0,0,,0,37,457,12.4,2,yusuf-ali-1
240,Marshon Ford,Louisville,ACC,10,25,309,12.4,6,0,0,,0,25,309,12.4,6,marshon-ford-1
241,DeVontres Dukes,South Florida,American,9,24,297,12.4,4,0,0,,0,24,297,12.4,4,devontres-dukes-1
242,Roger Carter*,Georgia State,Sun Belt,10,23,285,12.4,4,0,0,,0,23,285,12.4,4,roger-carter-2
243,Quintin Morris,Bowling Green State,MAC,5,20,248,12.4,0,0,0,,0,20,248,12.4,0,quintin-morris-1
244,Devin Maddox,Toledo,MAC,6,14,174,12.4,3,1,-2,-2.0,0,15,172,11.5,3,devin-maddox-1
245,Ronnie Blackmon,Toledo,MAC,6,12,149,12.4,2,0,0,,0,12,149,12.4,2,ronnie-blackmon-1
246,Dante Cephas,Kent State,MAC,4,11,136,12.4,0,1,6,6.0,0,12,142,11.8,0,dante-cephas-1
247,Cole Turner*,Nevada,MWC,9,49,605,12.3,9,0,0,,0,49,605,12.3,9,cole-turner-2
248,Travis Etienne*,Clemson,ACC,12,48,588,12.3,2,168,914,5.4,14,216,1502,7.0,16,travis-etienne-1
249,Blake Proehl,East Carolina,American,9,47,577,12.3,4,0,0,,0,47,577,12.3,4,blake-proehl-1
250,Reginald Todd,Troy,Sun Belt,11,43,530,12.3,6,0,0,,0,43,530,12.3,6,reginald-todd-1
251,Jayden Reed,Michigan State,Big Ten,7,33,407,12.3,3,6,17,2.8,0,39,424,10.9,3,jayden-reed-1
252,Tyler Vaughns,USC,Pac-12,6,33,406,12.3,3,0,0,,0,33,406,12.3,3,tyler-vaughns-1
253,Justin McGriff,Utah State,MWC,6,15,185,12.3,2,0,0,,0,15,185,12.3,2,justin-mcgriff-1
254,Kyle Williams,UNLV,MWC,6,35,426,12.2,2,2,6,3.0,0,37,432,11.7,2,kyle-williams-11
255,Mark Pope*,Miami (FL),ACC,11,33,403,12.2,2,1,12,12.0,0,34,415,12.2,2,mark-pope-1
256,Malik Davis*,Florida,SEC,12,31,377,12.2,0,66,310,4.7,0,97,687,7.1,0,malik-davis-1
257,Javonte Williams*,North Carolina,ACC,11,25,305,12.2,3,157,1140,7.3,19,182,1445,7.9,22,javonte-williams-1
258,Kekoa Crawford,California,Pac-12,4,19,232,12.2,2,0,0,,0,19,232,12.2,2,kekoa-crawford-1
259,Brandon Johnson,Tennessee,SEC,9,19,231,12.2,0,0,0,,0,19,231,12.2,0,brandon-johnson-11
260,Tyleek Collins,UNLV,MWC,5,12,146,12.2,2,5,-9,-1.8,0,17,137,8.1,2,tyleek-collins-1
261,Isaiah Garcia-Castaneda,New Mexico State,Ind,2,5,61,12.2,0,0,0,,0,5,61,12.2,0,isaiah-garcia-castaneda-1
262,Jordan Merrell*,Florida Atlantic,CUSA,9,18,218,12.1,0,4,41,10.3,0,22,259,11.8,0,jordan-merrell-1
263,Marcus Williams,New Mexico,MWC,7,14,169,12.1,0,0,0,,0,14,169,12.1,0,marcus-williams-11
264,Brian Casteel,Arizona,Pac-12,4,11,133,12.1,0,0,0,,0,11,133,12.1,0,brian-casteel-1
265,Xavier Hutchinson*,Iowa State,Big 12,12,64,771,12.0,4,0,0,,0,64,771,12.0,4,xavier-hutchinson-1
266,Hunter Long,Boston College,ACC,11,57,685,12.0,5,0,0,,0,57,685,12.0,5,hunter-long-3
267,Khalil McClain,Troy,Sun Belt,11,32,383,12.0,6,2,18,9.0,0,34,401,11.8,6,khalil-mcclain-1
268,Jake Bailey,Rice,CUSA,5,23,276,12.0,2,2,16,8.0,0,25,292,11.7,2,jake-bailey-2
269,Reed Tyler,Arkansas State,Sun Belt,11,22,265,12.0,1,0,0,,0,22,265,12.0,1,reed-tyler-1
270,Micaleous Elder,Charlotte,CUSA,6,22,264,12.0,2,8,23,2.9,2,30,287,9.6,4,micaleous-elder-1
271,Derrick Deese*,San Jose State,MWC,8,20,240,12.0,5,0,0,,0,20,240,12.0,5,derrick-deese-1
272,Randle Jones,Temple,American,5,31,370,11.9,2,2,6,3.0,0,33,376,11.4,2,randle-jones-1
273,Tyler Badie,Missouri,SEC,10,28,333,11.9,2,48,242,5.0,4,76,575,7.6,6,tyler-badie-1
274,Hayden Pittman,UAB,CUSA,9,19,227,11.9,1,0,0,,0,19,227,11.9,1,hayden-pittman-1
275,T.J. Vasher,Texas Tech,Big 12,7,19,227,11.9,2,0,0,,0,19,227,11.9,2,tj-vasher-1
276,Kaylon Geiger,Troy,Sun Belt,11,64,752,11.8,3,4,16,4.0,0,68,768,11.3,3,kaylon-geiger-1
277,Anthony Schwartz*,Auburn,SEC,10,54,636,11.8,3,4,-6,-1.5,0,58,630,10.9,3,anthony-schwartz-1
278,David Bell,Purdue,Big Ten,6,53,625,11.8,8,0,0,,0,53,625,11.8,8,david-bell-6
279,Winston Wright*,West Virginia,Big 12,10,47,553,11.8,2,2,4,2.0,0,49,557,11.4,2,winston-wright-1
280,Terrell Jana,Virginia,ACC,10,36,423,11.8,1,0,0,,0,36,423,11.8,1,terrell-jana-1
281,Latrell Williams,South Florida,American,9,22,260,11.8,0,1,-4,-4.0,0,23,256,11.1,0,latrell-williams-1
282,Amon-Ra St. Brown,USC,Pac-12,6,41,478,11.7,7,0,0,,0,41,478,11.7,7,amon-ra-st-brown-1
283,Antwan Davis*,Ball State,MAC,8,39,456,11.7,1,1,1,1.0,0,40,457,11.4,1,antwan-davis-2
284,Corey Gammage*,Marshall,CUSA,10,35,409,11.7,4,0,0,,0,35,409,11.7,4,corey-gammage-1
285,Travell Harris,Washington State,Pac-12,4,29,340,11.7,2,5,61,12.2,2,34,401,11.8,4,travell-harris-1
286,Elijah Higgins,Stanford,Pac-12,5,15,176,11.7,0,0,0,,0,15,176,11.7,0,elijah-higgins-1
287,Ma'jon Wright,Arizona,Pac-12,5,15,176,11.7,1,1,5,5.0,0,16,181,11.3,1,majon-wright-1
288,Jack Coldiron,Miami (OH),MAC,3,6,70,11.7,2,0,0,,0,6,70,11.7,2,jack-coldiron-1
289,Isaac Rex*,Brigham Young,Ind,12,37,429,11.6,12,0,0,,0,37,429,11.6,12,isaac-rex-1
290,Tray Eafford,Troy,Sun Belt,11,34,394,11.6,3,0,0,,0,34,394,11.6,3,tray-eafford-1
291,Andre Bodison,New Mexico State,Ind,2,5,58,11.6,1,0,0,,0,5,58,11.6,1,andre-bodison-1
292,Josh Pederson,Louisiana-Monroe,Sun Belt,10,32,367,11.5,0,0,0,,0,32,367,11.5,0,josh-pederson-1
293,Dee Wiggins*,Miami (FL),ACC,11,31,358,11.5,3,0,0,,0,31,358,11.5,3,dee-wiggins-1
294,Jah'Marae Sheread,Texas State,Sun Belt,11,29,334,11.5,2,1,3,3.0,0,30,337,11.2,2,jahmarae-sheread-1
295,Trestan Ebner,Baylor,Big 12,9,26,299,11.5,3,50,107,2.1,1,76,406,5.3,4,trestan-ebner-1
296,Porter Rooks*,North Carolina State,ACC,12,24,276,11.5,0,2,1,0.5,0,26,277,10.7,0,porter-rooks-1
297,Hunter Kampmoyer*,Oregon,Pac-12,5,14,161,11.5,3,0,0,,0,14,161,11.5,3,hunter-kampmoyer-1
298,Ty Jordan,Utah,Pac-12,5,11,126,11.5,0,83,597,7.2,6,94,723,7.7,6,ty-jordan-1
299,Michael Young*,Cincinnati,American,10,29,332,11.4,3,1,-6,-6.0,0,30,326,10.9,3,michael-young-4
300,Camren McDonald,Florida State,ACC,9,23,263,11.4,2,0,0,,0,23,263,11.4,2,camren-mcdonald-1
301,Jonathan Hodoh,Louisiana-Monroe,Sun Belt,10,22,251,11.4,0,0,0,,0,22,251,11.4,0,jonathan-hodoh-1
302,Vontae Shenault*,Colorado,Pac-12,4,17,193,11.4,0,0,0,,0,17,193,11.4,0,vontae-shenault-1
303,Julian Ortega-Jones,Bowling Green State,MAC,5,14,160,11.4,0,0,0,,0,14,160,11.4,0,julian-ortega-jones-1
304,Julian Ortega-Jones,Bowling Green State,MAC,5,14,160,11.4,0,0,0,,0,14,160,11.4,0,julian-ortega-jones-2
305,Tyrice Richie,Northern Illinois,MAC,6,53,597,11.3,4,6,27,4.5,0,59,624,10.6,4,tyrice-richie-1
306,Demario Douglas*,Liberty,Ind,11,32,363,11.3,3,1,2,2.0,0,33,365,11.1,3,demario-douglas-1
307,T.J. Graham,Texas State,Sun Belt,12,24,271,11.3,2,1,4,4.0,0,25,275,11.0,2,tj-graham-2
308,Isaiah Graham*,Louisiana Tech,CUSA,9,20,225,11.3,3,0,0,,0,20,225,11.3,3,isaiah-graham-3
309,Joshua Simon*,Western Kentucky,CUSA,12,33,370,11.2,3,0,0,,0,33,370,11.2,3,joshua-simon-1
310,Jake Bobo,Duke,ACC,11,32,358,11.2,1,0,0,,0,32,358,11.2,1,jake-bobo-1
311,Branden Mack,Temple,American,7,26,291,11.2,3,4,19,4.8,0,30,310,10.3,3,branden-mack-1
312,Jaylon Redd*,Oregon,Pac-12,7,25,281,11.2,1,3,53,17.7,1,28,334,11.9,2,jaylon-redd-1
313,Bru McCoy,USC,Pac-12,6,21,236,11.2,2,0,0,,0,21,236,11.2,2,bru-mccoy-1
314,Kolby Taylor,Oregon State,Pac-12,6,20,224,11.2,1,1,1,1.0,0,21,225,10.7,1,kolby-taylor-1
315,Cole Harrity,New Mexico State,Ind,2,6,67,11.2,0,0,0,,0,6,67,11.2,0,cole-harrity-1
316,Jordan Addison,Pitt,ACC,10,60,666,11.1,4,9,58,6.4,0,69,724,10.5,4,jordan-addison-1
317,Shi Smith,South Carolina,SEC,9,57,633,11.1,4,6,6,1.0,0,63,639,10.1,4,shi-smith-1
318,Shameen Jones,Rutgers,Big Ten,9,34,378,11.1,3,2,0,0.0,0,36,378,10.5,3,shameen-jones-1
319,Xavier Lane*,Western Kentucky,CUSA,9,34,376,11.1,1,0,0,,0,34,376,11.1,1,xavier-lane-1
320,Giles Jackson,Michigan,Big Ten,5,15,167,11.1,0,2,5,2.5,0,17,172,10.1,0,giles-jackson-1
321,Jalen Wydermyer*,Texas A&M,SEC,10,46,506,11.0,6,0,0,,0,46,506,11.0,6,jalen-wydermyer-1
322,Audie Omotosho,East Carolina,American,7,18,198,11.0,0,0,0,,0,18,198,11.0,0,audie-omotosho-1
323,JaCorey Sullivan,Central Michigan,MAC,6,16,176,11.0,0,0,0,,0,16,176,11.0,0,jacorey-sullivan-1
324,Tyler Page,SMU,American,9,39,422,10.8,2,0,0,,0,39,422,10.8,2,tyler-page-1
325,Tyler Page,SMU,American,9,39,422,10.8,2,0,0,,0,39,422,10.8,2,tyler-page-2
326,Tony Poljan,Virginia,ACC,10,38,411,10.8,6,0,0,,0,38,411,10.8,6,tony-poljan-1
327,Kyric McGowan*,Northwestern,Big Ten,8,34,366,10.8,0,24,141,5.9,1,58,507,8.7,1,kyric-mcgowan-1
328,Terrance Dixon*,Georgia State,Sun Belt,10,21,226,10.8,0,9,88,9.8,0,30,314,10.5,0,terrance-dixon-1
329,Jamire Calvin,Washington State,Pac-12,4,17,183,10.8,1,0,0,,0,17,183,10.8,1,jamire-calvin-1
330,Makai Polk,California,Pac-12,4,17,183,10.8,1,0,0,,0,17,183,10.8,1,makai-polk-1
331,Bryson Smith*,Houston,American,7,16,173,10.8,2,3,-9,-3.0,0,19,164,8.6,2,bryson-smith-1
332,Anthony Grimes,Akron,MAC,6,12,130,10.8,0,0,0,,0,12,130,10.8,0,anthony-grimes-1
333,Osirus Mitchell*,Mississippi State,SEC,11,47,505,10.7,4,0,0,,0,47,505,10.7,4,osirus-mitchell-1
334,Kwamie Lassiter II,Kansas,Big 12,9,43,458,10.7,2,0,0,,0,43,458,10.7,2,kwamie-lassiter-ii-1
335,Michael Mayer*,Notre Dame,ACC,12,42,450,10.7,2,0,0,,0,42,450,10.7,2,michael-mayer-1
336,CJ Windham,Middle Tennessee State,CUSA,8,31,331,10.7,3,0,0,,0,31,331,10.7,3,cj-windham-1
337,Ben Bresnahan,Vanderbilt,SEC,9,28,300,10.7,4,0,0,,0,28,300,10.7,4,ben-bresnahan-1
338,Kalil Pimpleton,Central Michigan,MAC,6,26,277,10.7,2,16,134,8.4,3,42,411,9.8,5,kalil-pimpleton-1
339,Justin Shorter*,Florida,SEC,12,25,268,10.7,3,0,0,,0,25,268,10.7,3,justin-shorter-1
340,Michael Carter*,North Carolina,ACC,11,25,267,10.7,2,156,1245,8.0,9,181,1512,8.4,11,michael-carter-5
341,Deven Thompkins,Utah State,MWC,4,20,214,10.7,1,2,4,2.0,0,22,218,9.9,1,deven-thompkins-1
342,Riley Lees*,Northwestern,Big Ten,9,20,214,10.7,2,6,2,0.3,0,26,216,8.3,2,riley-lees-1
343,Bryce Singleton,Florida International,CUSA,5,14,150,10.7,1,0,0,,0,14,150,10.7,1,bryce-singleton-1
344,Sean Ryan*,West Virginia,Big 12,9,25,264,10.6,0,1,2,2.0,0,26,266,10.2,0,sean-ryan-2
345,Nico Ragaini,Iowa,Big Ten,8,18,191,10.6,0,1,1,1.0,1,19,192,10.1,1,nico-ragaini-1
346,Robert Downs III,New Mexico State,Ind,1,5,53,10.6,1,0,0,,0,5,53,10.6,1,robert-downs-iii-1
347,Arik Gilbert,LSU,SEC,8,35,368,10.5,2,0,0,,0,35,368,10.5,2,arik-gilbert-1
348,Myles Price,Texas Tech,Big 12,9,29,305,10.5,1,12,124,10.3,1,41,429,10.5,2,myles-price-1
349,Connor Wedington,Stanford,Pac-12,3,15,157,10.5,0,0,0,,0,15,157,10.5,0,connor-wedington-1
350,Cole Tucker,Northern Illinois,MAC,6,13,136,10.5,2,0,0,,0,13,136,10.5,2,cole-tucker-1
351,Payne Durham,Purdue,Big Ten,6,16,166,10.4,3,0,0,,0,16,166,10.4,3,payne-durham-1
352,Taye Barber,TCU,Big 12,10,31,318,10.3,2,15,54,3.6,0,46,372,8.1,2,taye-barber-1
353,Kylin Hill*,Mississippi State,SEC,3,23,237,10.3,1,15,58,3.9,0,38,295,7.8,1,kylin-hill-1
354,Riley Smith,Boise State,MWC,7,15,155,10.3,1,4,36,9.0,0,19,191,10.1,1,riley-smith-2
355,Jeremiah Haydel,Texas State,Sun Belt,12,40,408,10.2,4,3,23,7.7,0,43,431,10.0,4,jeremiah-haydel-1
356,Anthony Queeley,Syracuse,ACC,11,37,378,10.2,2,0,0,,0,37,378,10.2,2,anthony-queeley-1
357,Renard Bell,Washington State,Pac-12,4,33,337,10.2,2,1,-3,-3.0,0,34,334,9.8,2,renard-bell-1
358,Jake Ferguson*,Wisconsin,Big Ten,7,30,305,10.2,4,0,0,,0,30,305,10.2,4,jake-ferguson-1
359,Alexander Horvath,Purdue,Big Ten,6,30,304,10.1,0,89,442,5.0,2,119,746,6.3,2,alexander-horvath-1
360,Walter Dawn,UTEP,CUSA,8,20,202,10.1,0,2,2,1.0,0,22,204,9.3,0,walter-dawn-1
361,Blake Kern,Arkansas,SEC,10,20,201,10.1,2,0,0,,0,20,201,10.1,2,blake-kern-1
362,Tyler Goodson,Iowa,Big Ten,8,15,152,10.1,0,143,762,5.3,7,158,914,5.8,7,tyler-goodson-1
363,Chritauskie Dove,Missouri,SEC,10,30,300,10.0,2,0,0,,0,30,300,10.0,2,chritauskie-dove-1
364,Sam Laporta,Iowa,Big Ten,8,27,271,10.0,1,0,0,,0,27,271,10.0,1,sam-laporta-1
365,Eli Pancol,Duke,ACC,11,24,241,10.0,1,4,20,5.0,1,28,261,9.3,2,eli-pancol-1
366,Trevon Bradford,Oregon State,Pac-12,5,24,239,10.0,1,2,14,7.0,0,26,253,9.7,1,trevon-bradford-1
367,Brandon Smith,Iowa,Big Ten,8,23,231,10.0,2,0,0,,0,23,231,10.0,2,brandon-smith-11
368,Jarrin Pierce,Middle Tennessee State,CUSA,9,59,584,9.9,3,0,0,,0,59,584,9.9,3,jarrin-pierce-1
369,Tyler Snead,East Carolina,American,9,53,524,9.9,5,3,68,22.7,1,56,592,10.6,6,tyler-snead-1
370,Najee Harris*,Alabama,SEC,13,43,425,9.9,4,251,1466,5.8,26,294,1891,6.4,30,najee-harris-1
371,Bryce Miller,South Florida,American,9,33,327,9.9,3,1,4,4.0,0,34,331,9.7,3,bryce-miller-1
372,Brennon Dingle*,UTSA,CUSA,12,27,266,9.9,2,5,41,8.2,0,32,307,9.6,2,brennon-dingle-1
373,Stanley Berryhill III,Arizona,Pac-12,5,23,227,9.9,3,1,6,6.0,0,24,233,9.7,3,stanley-berryhill-iii-1
374,Jalen Knox,Missouri,SEC,9,31,305,9.8,0,12,95,7.9,1,43,400,9.3,1,jalen-knox-1
375,Jalen Knox,Missouri,SEC,9,31,305,9.8,0,12,95,7.9,1,43,400,9.3,1,jalen-knox-2
376,Noah Gray,Duke,ACC,10,29,285,9.8,2,2,3,1.5,0,31,288,9.3,2,noah-gray-1
377,Ronnie Rivers,Fresno State,MWC,6,27,265,9.8,2,100,507,5.1,7,127,772,6.1,9,ronnie-rivers-1
378,Jordan Whittington*,Texas,Big 12,5,21,206,9.8,0,3,50,16.7,1,24,256,10.7,1,jordan-whittington-2
379,Solomon Enis,Utah,Pac-12,5,11,108,9.8,1,0,0,,0,11,108,9.8,1,solomon-enis-1
380,Cam Johnson,Vanderbilt,SEC,9,56,545,9.7,3,0,0,,0,56,545,9.7,3,cam-johnson-2
381,Kyle Philips,UCLA,Pac-12,7,38,370,9.7,2,4,40,10.0,0,42,410,9.8,2,kyle-philips-4
382,Sam James*,West Virginia,Big 12,9,31,300,9.7,2,1,4,4.0,0,32,304,9.5,2,sam-james-1
383,KeSean Carter,Texas Tech,Big 12,6,30,290,9.7,4,1,10,10.0,0,31,300,9.7,4,kesean-carter-1
384,John Raine*,Northwestern,Big Ten,8,24,233,9.7,2,0,0,,0,24,233,9.7,2,john-raine-1
385,Daniel Bellinger,San Diego State,MWC,8,21,203,9.7,0,0,0,,0,21,203,9.7,0,daniel-bellinger-1
386,Isaiah Spiller*,Texas A&M,SEC,10,20,193,9.7,0,188,1036,5.5,9,208,1229,5.9,9,isaiah-spiller-1
387,Billy Kemp,Virginia,ACC,10,67,644,9.6,1,6,22,3.7,0,73,666,9.1,1,billy-kemp-2
388,Antoine Robinson,Southern Mississippi,CUSA,8,23,221,9.6,0,0,0,,0,23,221,9.6,0,antoine-robinson-1
389,Jovany Ruiz*,Buffalo,MAC,7,20,192,9.6,1,0,0,,0,20,192,9.6,1,jovany-ruiz-1
390,Brenton Strange,Penn State,Big Ten,9,17,164,9.6,2,0,0,,0,17,164,9.6,2,brenton-strange-1
391,Samuel Emilus,Massachusetts,Ind,4,17,163,9.6,1,2,-3,-1.5,0,19,160,8.4,1,samuel-emilus-1
392,Landon Wolf*,Oklahoma State,Big 12,11,24,229,9.5,1,1,-9,-9.0,0,25,220,8.8,1,landon-wolf-1
393,Bryant Koback,Toledo,MAC,6,24,228,9.5,2,123,522,4.2,4,147,750,5.1,6,bryant-koback-1
394,Joshua Cephus*,UTSA,CUSA,12,58,547,9.4,5,2,-13,-6.5,0,60,534,8.9,5,joshua-cephus-1
395,Ja'lynn Polk,Texas Tech,Big 12,10,28,264,9.4,2,0,0,,0,28,264,9.4,2,jalynn-polk-1
396,Brant Kuithe,Utah,Pac-12,5,25,236,9.4,0,6,50,8.3,0,31,286,9.2,0,brant-kuithe-1
397,Barrett Banister,Missouri,SEC,10,27,252,9.3,0,0,0,,0,27,252,9.3,0,barrett-banister-1
398,Zeriah Beason,Oregon State,Pac-12,7,16,148,9.3,3,0,0,,0,16,148,9.3,3,zeriah-beason-1
399,Jamarye Joiner,Arizona,Pac-12,5,12,111,9.3,1,2,-5,-2.5,0,14,106,7.6,1,jamarye-joiner-1
400,Whop Philyor*,Indiana,Big Ten,8,54,495,9.2,3,1,8,8.0,0,55,503,9.1,3,whop-philyor-1
401,Emmanuel Logan-Greene,New Mexico,MWC,7,30,277,9.2,0,9,50,5.6,0,39,327,8.4,0,emmanuel-logan-greene-1
402,Keyon Brooks,Vanderbilt,SEC,6,28,258,9.2,0,120,494,4.1,2,148,752,5.1,2,keyon-brooks-1
403,Demarcus Jones,Southern Mississippi,CUSA,10,29,265,9.1,1,4,13,3.3,0,33,278,8.4,1,demarcus-jones-4
404,Jack Dunn*,Wisconsin,Big Ten,6,28,255,9.1,1,4,5,1.3,0,32,260,8.1,1,jack-dunn-1
405,Jack Dunn*,Wisconsin,Big Ten,6,28,255,9.1,1,4,5,1.3,0,32,260,8.1,1,jack-dunn-2
406,LV Bunkley-Shelton,Arizona State,Pac-12,4,11,100,9.1,0,0,0,,0,11,100,9.1,0,lv-bunkley-shelton-1
407,Wan'Dale Robinson,Nebraska,Big Ten,8,51,461,9.0,1,46,240,5.2,1,97,701,7.2,2,wandale-robinson-1
408,Jadan Blue,Temple,American,6,41,371,9.0,5,1,3,3.0,0,42,374,8.9,5,jadan-blue-1
409,Nikko Remigio,California,Pac-12,4,10,90,9.0,2,3,11,3.7,0,13,101,7.8,2,nikko-remigio-1
410,Jalon Calhoun,Duke,ACC,11,39,349,8.9,2,1,-4,-4.0,0,40,345,8.6,2,jalon-calhoun-1
411,Jared Smart*,Hawaii,MWC,9,36,320,8.9,1,1,-3,-3.0,0,37,317,8.6,1,jared-smart-1
412,Kyren Williams*,Notre Dame,ACC,12,35,313,8.9,1,211,1125,5.3,13,246,1438,5.8,14,kyren-williams-1
413,Justin Lockhart*,Nevada,MWC,9,27,241,8.9,2,1,9,9.0,0,28,250,8.9,2,justin-lockhart-1
414,Boobie Curry,Arizona,Pac-12,5,10,89,8.9,0,0,0,,0,10,89,8.9,0,boobie-curry-1
415,Josh Ali*,Kentucky,SEC,11,54,473,8.8,1,1,15,15.0,0,55,488,8.9,1,josh-ali-1
416,Mitchell Tinsley*,Western Kentucky,CUSA,12,43,377,8.8,4,1,5,5.0,0,44,382,8.7,4,mitchell-tinsley-1
417,Rico Bussey Jr.*,Hawaii,MWC,8,31,274,8.8,1,0,0,,0,31,274,8.8,1,rico-bussey-jr-1
418,K.D. Nixon*,Colorado,Pac-12,4,15,132,8.8,0,1,5,5.0,0,16,137,8.6,0,kd-nixon-1
419,Austin Williams*,Mississippi State,SEC,11,43,372,8.7,3,0,0,,0,43,372,8.7,3,austin-williams-3
420,B.J. Smith,Troy,Sun Belt,10,26,227,8.7,0,73,277,3.8,3,99,504,5.1,3,bj-smith-1
421,Kimani Vidal,Troy,Sun Belt,9,26,225,8.7,0,101,516,5.1,4,127,741,5.8,4,kimani-vidal-1
422,Jordan Myers,Rice,CUSA,5,24,209,8.7,1,9,10,1.1,1,33,219,6.6,2,jordan-myers-1
423,Daniel Crawford,Northern Illinois,MAC,6,21,183,8.7,1,0,0,,0,21,183,8.7,1,daniel-crawford-1
424,Isaac Vance,Kent State,MAC,4,17,148,8.7,0,1,2,2.0,0,18,150,8.3,0,isaac-vance-1
425,Josh Fleeks,Baylor,Big 12,8,21,181,8.6,1,5,7,1.4,0,26,188,7.2,1,josh-fleeks-1
426,Eric Gray,Tennessee,SEC,9,30,254,8.5,2,157,772,4.9,4,187,1026,5.5,6,eric-gray-2
427,Malik Heath*,Mississippi State,SEC,10,37,307,8.3,3,0,0,,0,37,307,8.3,3,malik-heath-1
428,Ulysses Bentley IV,SMU,American,10,21,174,8.3,1,170,913,5.4,11,191,1087,5.7,12,ulysses-bentley-iv-1
429,Kamari Pleasant,Washington,Pac-12,4,8,66,8.3,0,34,144,4.2,3,42,210,5.0,3,kamari-pleasant-1
430,Eli Stove*,Auburn,SEC,10,44,359,8.2,3,7,51,7.3,0,51,410,8.0,3,eli-stove-1
431,Andrew Parchment,Kansas,Big 12,8,24,197,8.2,2,1,10,10.0,0,25,207,8.3,2,andrew-parchment-1
432,Malik Jackson,Louisiana-Monroe,Sun Belt,10,23,189,8.2,4,1,5,5.0,0,24,194,8.1,4,malik-jackson-6
433,Kairee Robinson*,San Jose State,MWC,8,19,156,8.2,0,82,313,3.8,2,101,469,4.6,2,kairee-robinson-1
434,Travis Levy,Boston College,ACC,10,35,285,8.1,0,99,321,3.2,0,134,606,4.5,0,travis-levy-1
435,Xazavian Valladay,Wyoming,MWC,5,13,105,8.1,0,99,550,5.6,4,112,655,5.8,4,xazavian-valladay-1
436,Koy Moore,LSU,SEC,10,22,177,8.0,0,0,0,,0,22,177,8.0,0,koy-moore-1
437,E.J. Scott,Colorado State,MWC,4,8,64,8.0,0,0,0,,0,8,64,8.0,0,ej-scott-3
438,Smoke Harris*,Louisiana Tech,CUSA,8,39,304,7.8,4,5,30,6.0,1,44,334,7.6,5,smoke-harris-1
439,Breece Hall*,Iowa State,Big 12,12,23,180,7.8,2,279,1572,5.6,21,302,1752,5.8,23,breece-hall-1
440,Rondale Moore,Purdue,Big Ten,3,35,270,7.7,0,6,32,5.3,1,41,302,7.4,1,rondale-moore-1
441,Melquan Stovall*,Nevada,MWC,9,33,250,7.6,0,2,5,2.5,0,35,255,7.3,0,melquan-stovall-1
442,Kevin Harris,South Carolina,SEC,10,21,159,7.6,1,185,1138,6.2,15,206,1297,6.3,16,kevin-harris-5
443,Marcel Dancy,California,Pac-12,4,9,68,7.6,0,31,156,5.0,0,40,224,5.6,0,marcel-dancy-1
444,Melquise Stovall*,Hawaii,MWC,9,31,232,7.5,0,5,47,9.4,0,36,279,7.8,0,melquise-stovall-1
445,Gavin Holmes,Baylor,Big 12,9,33,244,7.4,1,1,-3,-3.0,0,34,241,7.1,1,gavin-holmes-1
446,C.J. Marable*,Coastal Carolina,Sun Belt,12,31,228,7.4,7,169,887,5.2,12,200,1115,5.6,19,torrance-marable-1
447,Austin Jones,Stanford,Pac-12,6,21,156,7.4,0,126,550,4.4,9,147,706,4.8,9,austin-jones-6
448,Noah Bean,UNLV,MWC,4,14,103,7.4,0,0,0,,0,14,103,7.4,0,noah-bean-1
