#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL,STD_DEV
151,Terrace Marshall Jr.,WR,CAR,2.3,0,3.5,5.6,0,0,BYE,0.9,0,1.1,0,0,0,0,0,0,0,0.5,1.7,13.9,1.530180802
152,Chase Claypool,WR,FA,0,9.6,1.5,0,0,0,0,1.5,0,0,0,0,0,0,0.8,0,0,0.3,1.2,13.7,2.198013975
152,Charlie Jones,WR,CIN,0,6,0.6,0,0,0,BYE,0,0,0,0,0,0,0,1,0.1,0,6.2,1.2,13.7,1.947014394
154,Ben Skowronek,WR,HOU,0,2.1,0.3,0,0,0,0,8,0.2,0,0,0.1,1.2,0,0,0,0,2.2,0.8,13.5,1.88244817
155,Randall Cobb,WR,FA,0,0,1.2,0.8,0,2,0,0,0,0,0,0,0,7.5,0,0,0,0.4,1.1,11.9,1.742009979
156,D.J. Montgomery,WR,IND,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,10.8,0.8,0,0,1.7,11.6,2.536378914
157,Jason Brownlee,WR,NYJ,0,0,0,0,0,0,BYE,0,0,0,0,2,0,0,0,6.8,2.8,0,1.7,11.6,1.717808212
158,Laviska Shenault Jr.,WR,SEA,2.1,0.7,0.7,1.9,2.7,1.7,0,0,0,0,0.9,0.8,0,0,0,0,0,0,1.4,11.5,0.859029743
158,Lynn Bowden Jr.,WR,FA,0,0,0,0,0,0,0,0,0,1.2,0,4,0.1,2.4,3.1,0,0.6,0.3,0.8,11.5,1.194082633
160,Mecole Hardman Jr.,WR,KC,0,0.6,0,0,0,0,0.6,0.4,1,BYE,1.2,0,0,0,0,0,0,7.7,1.3,10.7,1.79592002
161,Parris Campbell,WR,PHI,0.2,2.1,2.4,1.5,2.3,0,0,0,1.5,0.6,0,0.2,0,0,0,0,0,0,0.9,10.4,0.879393731
162,Sterling Shepard,WR,TB,0,0.4,0,0.6,1.3,0,1.7,0,0,6.2,0.5,0.6,0,0,0,0,0,2.4,0.7,10.3,1.481042759
163,Marquise Goodwin,WR,FA,0,0,0.1,0,0,2.4,2.3,0.5,0,0,0,0,0,0,5.7,0,0,0,0.8,10,1.435227001
164,Keith Kirkwood,WR,BAL,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,6.7,0.9,0,0,0.8,9.7,1.572025901
165,Lawrence Cager,WR,NYG,1.7,0,0,0,0,0,0,0,0,7,0,0,BYE,0,0.9,0,0,0,1.2,9.6,1.667665214
166,Richie James Jr.,WR,FA,0.6,2,0,0,0,0,0,0,0,0,0,0,1.2,0.4,1.7,5.4,0.6,1.5,1,9.4,1.304787008
167,Tim Jones,WR,JAC,0,0,1.1,0.1,0,0,1.7,0,BYE,1.7,0,0,0,0,0,3.2,0,0.7,0.5,8.3,0.890472446
168,Samori Toure,WR,GB,1.8,0.6,2,3.5,0,BYE,0.3,0,0,0,0,0,0,2.2,0,0,2.6,0,0.7,7.8,1.127173026
169,Velus Jones Jr.,WR,CHI,0,0.3,0,1,0,2,0,0.4,0,0,0,0,BYE,1.1,2.3,0.4,0.2,0,0.5,7.1,0.705539132
169,Tylan Wallace,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,BYE,6,0,0,0,1.1,0.9,7.1,1.41929365
171,Simi Fehoko,WR,LAC,0,0,0,0,BYE,0,0,6.9,0,0,0,0,0,0,0,0,0,0,1.4,6.9,1.623529412
171,Chris Conley,WR,SF,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,6.9,1,6.9,1.623529412
173,Tyler Johnson,WR,LAR,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,6.8,6.8,6.8,1.6
174,Jalen Brooks,WR,DAL,0,0,0,0,0,0,BYE,0,0,3.9,0,2.4,0,0,0,0,0,0.1,1.1,6.4,1.045173451
175,Equanimeous St. Brown,WR,NO,0,0,0,2.1,0,0,0,0,0,0.4,1.9,0,0,0,0,0,0,1.8,0.9,6.2,0.718193894
176,Rakim Jarrett,WR,TB,0,0.7,0,0.3,BYE,0,0,0.9,0,0,4.1,0,0,0,0,0,0,0,0.7,6,0.972635986
177,DeAndre Carter,WR,CHI,0.5,0,1.6,0,0.3,0,0,0,1.5,1.5,0,0,BYE,0,0,0,0,0.3,0.3,5.7,0.572857827
178,Isaiah McKenzie,WR,NYG,0,0.7,0.3,0.6,0.4,2.3,0.7,0,0.8,3.1,0,0.3,0,2,0,0,0,0,0.4,5.6,0.889791209
179,Justyn Ross,WR,KC,0.6,0,0,0,2.8,0,0,0,0,BYE,0,0,0,0,0,0.2,0,1.7,0.7,5.3,0.746665019
180,Mike Strachan,WR,CAR,0,0,0,0,0,0,BYE,0,0,4.5,0,0,0,0,0,0,0,0,1.1,4.5,1.058823529
181,Britain Covey,WR,PHI,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0.7,0,3.5,0.3,4.2,0.829682893
182,Elijah Cooks,WR,JAC,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,3.8,0,0,0.4,3.8,0.894117647
183,Keelan Doss,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.8,0.8,3.3,0.590903263
183,Devin Duvernay,WR,JAC,0,1.5,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,3.3,0.427200187
185,Jalen Nailor,WR,MIN,0,0,0,0,0,0,0,0,0,1.6,0,0,BYE,1.3,0,0,0,0,0.6,2.9,0.469999632
186,Trishton Jackson,WR,MIN,0,0,0,0,0,0,0.7,0,2.2,0,0,0,BYE,0,0,0,0,0,0.6,2.9,0.533318916
187,Steven Sims Jr.,WR,HOU,0,0,0,0,0,0,BYE,0,0,0,2.5,0,0,0,0.1,0,0,0,0.9,2.6,0.587234443
188,Erik Ezukanma,WR,MIA,1.7,0.5,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,1.1,2.2,0.409827375
189,Gunner Olszewski,WR,NYG,0,2,0,0,2,0,0,0,0,0,0,0,BYE,0,0,0,6,0,0.2,2,1.497402595
190,Kayshon Boutte,WR,NE,0,0,0,0,0,0,0,0,0,1.1,BYE,0.8,0,0,0,0,0,0,0.4,1.9,0.310374258
190,Zach Pascal,WR,ARI,0,0.9,0,1,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0.1,1.9,0.306560335
192,Miles Boykin,WR,NYG,0,0.5,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0.1,1.7,0.212059274
193,Laquon Treadwell,WR,IND,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,1.6,0.4,1.6,0.376470588
194,Marvin Jones Jr.,WR,FA,1.2,0,0,0,2.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.5,0.56199051
195,Willie Snead IV,WR,MIA,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.4,1.4,0.229868454
196,Malik Taylor,WR,NYJ,0,0,0,0,0,0,BYE,0,0.7,0.6,0,0,0,0,0,0,0,0,0.4,1.3,0.210124366
197,Collin Johnson,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,1.1,0,0.4,1.1,0.258823529
198,Cody Thompson,WR,TB,0,0,0,1,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0.235294118
199,Austin Trammell,WR,JAC,0,0,0,0,0,2,0,0,0.6,0,2.3,0,0,0,0,0,0,0,0.1,0.9,0.67971036
200,Mason Kinsey,WR,TEN,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0.6,0.141176471
201,Dee Eskridge,WR,SEA,0,0,0,0,BYE,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0.1,0.5,0.25640582
202,Colton Dowell,WR,TEN,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0.070588235
203,Kwamie Lassiter II,WR,CIN,0,0,0,0,0.2,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.047058824
203,Antoine Green,WR,FA,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.045812285
205,Dareke Young,WR,SEA,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Michael Bandy,WR,DEN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,David Sills,WR,DEN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,Tay Martin,WR,SF,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,Dax Milne,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Ethan Fernea,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Terrell Bynum,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Ryan Miller,WR,TB,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Kearis Jackson,WR,TEN,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Lucky Jackson,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Chris Blair,WR,ATL,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
205,Chase Cota,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Tre'Quan Smith,WR,DET,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,Marquez Callaway,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Dan Chisena,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
205,Shedrick Jackson,WR,CIN,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Montrell Washington,WR,KC,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0
205,Cephus Johnson III,WR,TB,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Irvin Charles,WR,NYJ,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Devon Allen,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Andy Isabella,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Justin Hardee Sr.,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Kirk Merritt,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Matthew Slater,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Isaiah Winstead,WR,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Amari Rodgers,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Phillip Dorsett II,WR,DEN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,Dylan Drummond,WR,ATL,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
205,N'Keal Harry,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Stanley Morgan Jr.,WR,NO,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
205,Jaelon Darden,WR,CLE,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Easop Winston Jr.,WR,SEA,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Juwann Winfree,WR,IND,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0
205,Jalen Virgil,WR,DEN,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0
205,Andre Baccellia,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0
205,DJ Turner,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Damiere Byrd,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0
205,Johnny Johnson III,WR,HOU,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,James Proche II,WR,CLE,0,0,0,0,BYE,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.2,-2,0.470588235
244,Trent Taylor,WR,SF,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,0,0,-0.1,-2.2,0.457718443
