Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
36,Bryant Koback,Toledo,MAC,12,195,1187,6.1,12,8,69,8.6,2,203,1256,6.2,14,bryant-koback-1
37,Jonathan Ward*,Central Michigan,MAC,12,183,1108,6.1,15,34,329,9.7,1,217,1437,6.6,16,jonathan-ward-3
38,Timothy Jackson*,Air Force,MWC,10,122,745,6.1,6,1,-2,-2.0,0,123,743,6.0,6,timothy-jackson-1
39,Lyn-J Dixon*,Clemson,ACC,15,104,635,6.1,6,14,121,8.6,0,118,756,6.4,6,lyn-j-dixon-1
40,Kavosiey Smoke*,Kentucky,SEC,13,101,616,6.1,6,2,26,13.0,0,103,642,6.2,6,kavosiey-smoke-1
41,Zack Moss*,Utah,Pac-12,13,235,1416,6.0,15,28,388,13.9,2,263,1804,6.9,17,zack-moss-1
42,Art Pierce,Oregon State,Pac-12,12,146,873,6.0,6,23,169,7.3,1,169,1042,6.2,7,art-pierce-1
43,Tony Jones Jr.*,Notre Dame,Ind,12,144,857,6.0,6,15,104,6.9,1,159,961,6.0,7,tony-jones-jr-1
44,Deejay Dallas*,Miami (FL),ACC,10,115,693,6.0,8,14,140,10.0,2,129,833,6.5,10,deejay-dallas-1
45,Tra Barnett*,Georgia State,Sun Belt,13,248,1453,5.9,12,16,69,4.3,0,264,1522,5.8,12,tra-barnett-1
46,Charles Williams,UNLV,MWC,12,212,1257,5.9,11,7,54,7.7,0,219,1311,6.0,11,charles-williams-8
47,Najee Harris*,Alabama,SEC,13,209,1224,5.9,13,27,304,11.3,7,236,1528,6.5,20,najee-harris-1
48,Kobe Lewis*,Central Michigan,MAC,14,182,1074,5.9,12,23,164,7.1,0,205,1238,6.0,12,kobe-lewis-1
49,Keaontay Ingram*,Texas,Big 12,13,144,853,5.9,7,29,242,8.3,3,173,1095,6.3,10,keaontay-ingram-1
50,Ahmari Davis,New Mexico,MWC,9,140,832,5.9,7,3,63,21.0,0,143,895,6.3,7,ahmari-davis-1
51,Kenneth Walker III*,Wake Forest,ACC,13,98,579,5.9,4,3,17,5.7,0,101,596,5.9,4,kenneth-walker-iii-1
52,Jaret Patterson*,Buffalo,MAC,13,312,1799,5.8,19,13,209,16.1,1,325,2008,6.2,20,jaret-patterson-1
53,Javian Hawkins*,Louisville,ACC,13,264,1525,5.8,9,4,58,14.5,0,268,1583,5.9,9,javian-hawkins-1
54,Darrynton Evans*,Appalachian State,Sun Belt,14,255,1480,5.8,18,21,198,9.4,5,276,1678,6.1,23,darrynton-evans-1
55,Elijah Mitchell*,Louisiana,Sun Belt,14,198,1147,5.8,16,10,70,7.0,1,208,1217,5.9,17,elijah-mitchell-2
56,Kadin Remsberg*,Air Force,MWC,13,181,1050,5.8,8,3,24,8.0,0,184,1074,5.8,8,kadin-remsberg-1
57,DK Billingsley,Troy,Sun Belt,12,155,901,5.8,10,25,211,8.4,0,180,1112,6.2,10,dk-billingsley-1
58,Master Teague*,Ohio State,Big Ten,13,135,789,5.8,4,4,60,15.0,0,139,849,6.1,4,master-teague-1
59,Joshua Mack*,Liberty,Ind,13,133,774,5.8,7,13,177,13.6,0,146,951,6.5,7,joshua-mack-1
60,Marvin Kinsey,Colorado State,MWC,7,121,703,5.8,6,16,209,13.1,2,137,912,6.7,8,marvin-kinsey-1
61,Marcus Williams Jr.*,Appalachian State,Sun Belt,14,113,652,5.8,5,1,7,7.0,0,114,659,5.8,5,marcus-williams-12
62,JaMycal Hasty*,Baylor,Big 12,14,109,627,5.8,7,25,184,7.4,0,134,811,6.1,7,jamycal-hasty-1
63,Michael Carter*,North Carolina,ACC,13,177,1003,5.7,3,21,154,7.3,2,198,1157,5.8,5,michael-carter-5
64,David Bailey*,Boston College,ACC,13,148,844,5.7,7,10,94,9.4,1,158,938,5.9,8,david-bailey-4
65,Caleb Evans,Louisiana-Monroe,Sun Belt,12,140,794,5.7,12,0,0,,0,140,794,5.7,12,caleb-evans-2
66,Kylin Hill*,Mississippi State,SEC,13,242,1350,5.6,10,18,180,10.0,1,260,1530,5.9,11,kylin-hill-1
67,Jalen Hurts*,Oklahoma,Big 12,14,233,1298,5.6,20,2,25,12.5,1,235,1323,5.6,21,jalen-hurts-1
68,Ben LeMay*,Charlotte,CUSA,11,193,1082,5.6,9,19,242,12.7,4,212,1324,6.2,13,ben-lemay-1
69,Justin Henderson*,Louisiana Tech,CUSA,13,188,1062,5.6,15,24,200,8.3,1,212,1262,6.0,16,justin-henderson-2
70,Frankie Hickson*,Liberty,Ind,13,187,1041,5.6,12,11,96,8.7,1,198,1137,5.7,13,frankie-hickson-1
71,Sincere McCormick,UTSA,CUSA,12,177,983,5.6,8,24,194,8.1,1,201,1177,5.9,9,sincere-mccormick-1
72,Javonte Williams*,North Carolina,ACC,13,166,933,5.6,5,17,176,10.4,1,183,1109,6.1,6,javonte-williams-1
73,Nathan Rourke*,Ohio,MAC,13,154,867,5.6,13,1,2,2.0,1,155,869,5.6,14,nathan-rourke-1
74,Tre Siggers,North Texas,CUSA,10,152,853,5.6,6,11,60,5.5,0,163,913,5.6,6,tre-siggers-1
75,LeVante Bellamy*,Western Michigan,MAC,13,266,1472,5.5,23,15,55,3.7,0,281,1527,5.4,23,levante-bellamy-1
76,Tra Minter,South Alabama,Sun Belt,12,193,1057,5.5,5,32,209,6.5,0,225,1266,5.6,5,tra-minter-1
77,Asim Rose*,Kentucky,SEC,13,149,826,5.5,6,11,67,6.1,0,160,893,5.6,6,asim-rose-1
78,Darius Anderson,TCU,Big 12,12,151,823,5.5,6,22,128,5.8,0,173,951,5.5,6,darius-anderson-1
79,Zonovan Knight,North Carolina State,ACC,12,136,745,5.5,5,7,45,6.4,0,143,790,5.5,5,zonovan-knight-1
80,Walter Fletcher,Ball State,MAC,12,132,726,5.5,5,26,306,11.8,2,158,1032,6.5,7,walter-fletcher-1
81,Trevor Lawrence*,Clemson,ACC,15,103,563,5.5,9,1,0,0.0,0,104,563,5.4,9,trevor-lawrence-1
82,Salvon Ahmed*,Washington,Pac-12,12,188,1020,5.4,11,16,84,5.3,0,204,1104,5.4,11,salvon-ahmed-1
83,Isaiah Spiller*,Texas A&M,SEC,13,174,946,5.4,10,29,203,7.0,0,203,1149,5.7,10,isaiah-spiller-1
84,Tavien Feaster,South Carolina,SEC,10,124,672,5.4,5,17,87,5.1,0,141,759,5.4,5,tavien-feaster-1
85,Anthony McFarland,Maryland,Big Ten,11,114,614,5.4,8,17,126,7.4,1,131,740,5.6,9,anthony-mcfarland-2
86,Tyre Shelton*,Miami (OH),MAC,14,108,587,5.4,2,13,78,6.0,0,121,665,5.5,2,tyre-shelton-1
87,Greg McCrae*,UCF,American,10,98,529,5.4,7,9,64,7.1,0,107,593,5.5,7,greg-mccrae-1
88,AJ Dillon*,Boston College,ACC,13,318,1685,5.3,14,13,195,15.0,1,331,1880,5.7,15,aj-dillon-1
89,C.J. Marable,Coastal Carolina,Sun Belt,12,204,1085,5.3,11,38,295,7.8,3,242,1380,5.7,14,torrance-marable-1
90,Asher O'Hara,Middle Tennessee State,CUSA,12,199,1058,5.3,9,0,-5,,0,199,1053,5.3,9,asher-ohara-1
91,George Holani*,Boise State,MWC,14,192,1014,5.3,7,26,206,7.9,3,218,1220,5.6,10,george-holani-1
92,Aston Walter,Rice,CUSA,11,145,771,5.3,8,11,48,4.4,2,156,819,5.3,10,aston-walter-1
93,Napoleon Maxwell*,Florida International,CUSA,13,128,675,5.3,9,13,94,7.2,0,141,769,5.5,9,napoleon-maxwell-1
94,Roschon Johnson*,Texas,Big 12,13,123,649,5.3,7,23,158,6.9,1,146,807,5.5,8,roschon-johnson-1
95,Mohamed Ibrahim*,Minnesota,Big Ten,11,114,604,5.3,7,3,13,4.3,0,117,617,5.3,7,mohamed-ibrahim-1
96,Kevin Perkins*,Southern Mississippi,CUSA,13,103,547,5.3,3,7,46,6.6,0,110,593,5.4,3,kevin-perkins-1
97,Eric Gray*,Tennessee,SEC,13,101,539,5.3,4,13,115,8.8,1,114,654,5.7,5,eric-gray-2
98,Gerrid Doaks*,Cincinnati,American,12,100,526,5.3,5,8,70,8.8,1,108,596,5.5,6,gerrid-doaks-1
99,Noah Cain*,Penn State,Big Ten,10,84,443,5.3,8,7,52,7.4,0,91,495,5.4,8,noah-cain-1
100,Xavier Jones*,SMU,American,13,244,1276,5.2,23,20,90,4.5,2,264,1366,5.2,25,xavier-jones-2
101,Pooka Williams,Kansas,Big 12,11,203,1061,5.2,3,27,214,7.9,2,230,1275,5.5,5,pooka-williams-1
102,Ke'Shawn Vaughn,Vanderbilt,SEC,12,198,1028,5.2,9,29,286,9.9,1,227,1314,5.8,10,keshawn-vaughn-1
103,Miles Reed*,Hawaii,MWC,15,174,908,5.2,8,3,16,5.3,0,177,924,5.2,8,miles-reed-1
104,Jordan Mason,Georgia Tech,ACC,12,172,899,5.2,7,7,43,6.1,0,179,942,5.3,7,jordan-mason-1
105,Chris Reynolds*,Charlotte,CUSA,13,153,791,5.2,6,1,28,28.0,0,154,819,5.3,6,chris-reynolds-1
106,Dedrick Mills,Nebraska,Big Ten,12,143,745,5.2,10,15,123,8.2,0,158,868,5.5,10,dedrick-mills-1
107,James Gilbert*,Kansas State,Big 12,11,141,737,5.2,6,6,49,8.2,0,147,786,5.3,6,james-gilbert-2
108,Garrett Shrader*,Mississippi State,SEC,10,113,587,5.2,6,0,0,,0,113,587,5.2,6,garrett-shrader-1
109,Dre Brown*,Illinois,Big Ten,13,113,584,5.2,5,10,82,8.2,0,123,666,5.4,5,dre-brown-1
110,Jordan Houston,North Carolina State,ACC,12,101,526,5.2,2,15,112,7.5,0,116,638,5.5,2,jordan-houston-1
111,Brenden Knox*,Marshall,CUSA,13,270,1387,5.1,11,14,129,9.2,0,284,1516,5.3,11,brenden-knox-1
112,Caleb Huntley,Ball State,MAC,12,248,1275,5.1,12,7,25,3.6,0,255,1300,5.1,12,caleb-huntley-1
113,Xazavian Valladay*,Wyoming,MWC,12,247,1265,5.1,6,11,211,19.2,2,258,1476,5.7,8,xazavian-valladay-1
114,Rodney Smith*,Minnesota,Big Ten,13,228,1163,5.1,8,7,70,10.0,0,235,1233,5.2,8,rodney-smith-5
115,Gerold Bright*,Utah State,MWC,13,182,921,5.1,9,35,230,6.6,1,217,1151,5.3,10,gerold-bright-1
116,Ronnie Rivers,Fresno State,MWC,12,177,899,5.1,13,43,348,8.1,3,220,1247,5.7,16,ronnie-rivers-1
117,Bilal Ally,Massachusetts,Ind,12,166,853,5.1,7,7,32,4.6,0,173,885,5.1,7,bilal-ally-1
118,Kelvin Hopkins Jr.,Army,Ind,11,138,710,5.1,7,0,0,,0,138,710,5.1,7,kelvin-hopkins-jr-1
119,Lamical Perine*,Florida,SEC,13,132,676,5.1,6,40,262,6.6,5,172,938,5.5,11,lamical-perine-1
120,Hassan Haskins*,Michigan,Big Ten,13,121,622,5.1,4,6,40,6.7,0,127,662,5.2,4,hassan-haskins-1
121,Cam'ron Harris*,Miami (FL),ACC,13,114,576,5.1,5,16,118,7.4,1,130,694,5.3,6,camron-harris-1
122,Jaylen Warren*,Utah State,MWC,12,112,569,5.1,5,15,182,12.1,0,127,751,5.9,5,jaylen-warren-1
123,Bryson Carroll,New Mexico,MWC,10,105,536,5.1,2,2,12,6.0,0,107,548,5.1,2,bryson-carroll-1
124,Gaej Walker*,Western Kentucky,CUSA,13,241,1208,5.0,8,24,140,5.8,0,265,1348,5.1,8,gaej-walker-1
125,Cam Akers*,Florida State,ACC,11,231,1144,5.0,14,30,225,7.5,4,261,1369,5.2,18,cam-akers-1
126,Moe Neal,Syracuse,ACC,12,170,846,5.0,7,29,242,8.3,0,199,1088,5.5,7,moe-neal-1
127,Jordan Cronkrite,South Florida,American,10,136,686,5.0,4,15,134,8.9,0,151,820,5.4,4,jordan-cronkrite-1
128,JaTarvious Whitlow*,Auburn,SEC,11,156,763,4.9,10,6,106,17.7,0,162,869,5.4,10,jatarvious-whitlow-1
129,Zach Charbonnet*,Michigan,Big Ten,13,149,726,4.9,11,8,30,3.8,0,157,756,4.8,11,zach-charbonnet-1
130,J.J. Taylor,Arizona,Pac-12,11,148,721,4.9,5,32,289,9.0,0,180,1010,5.6,5,jj-taylor-1
131,Ty Chandler*,Tennessee,SEC,13,135,655,4.9,3,13,63,4.8,0,148,718,4.9,3,ty-chandler-1
132,Nelson Smith*,Navy,American,13,116,571,4.9,7,0,0,,0,116,571,4.9,7,nelson-smith-1
133,Ian Book*,Notre Dame,Ind,13,112,546,4.9,4,0,0,,0,112,546,4.9,4,ian-book-1
134,Bryson Denley,Bowling Green State,MAC,12,111,544,4.9,4,27,267,9.9,3,138,811,5.9,7,bryson-denley-1
135,Christian Gibson,New Mexico State,Ind,12,99,489,4.9,3,10,54,5.4,0,109,543,5.0,3,christian-gibson-1
136,Michael Warren II*,Cincinnati,American,14,261,1265,4.8,14,21,153,7.3,2,282,1418,5.0,16,michael-warren-ii-1
137,Re'Mahn Davis*,Temple,American,12,193,936,4.8,8,15,181,12.1,2,208,1117,5.4,10,remahn-davis-1
138,Breece Hall*,Iowa State,Big 12,12,186,897,4.8,9,23,252,11.0,1,209,1149,5.5,10,breece-hall-1
139,Deshawn McClease*,Virginia Tech,ACC,13,177,843,4.8,7,11,70,6.4,0,188,913,4.9,7,deshawn-mcclease-1
140,Marcel Murray*,Arkansas State,Sun Belt,11,170,820,4.8,6,15,125,8.3,0,185,945,5.1,6,marcel-murray-1
141,SaRodorick Thompson,Texas Tech,Big 12,12,160,765,4.8,12,39,154,3.9,0,199,919,4.6,12,sarodorick-thompson-1
142,Shakif Seymour,Toledo,MAC,12,154,741,4.8,5,16,124,7.8,1,170,865,5.1,6,shakif-seymour-1
143,Shaq Vann*,Eastern Michigan,MAC,10,149,715,4.8,8,11,66,6.0,0,160,781,4.9,8,shaq-vann-1
144,Jermar Jefferson,Oregon State,Pac-12,9,142,685,4.8,8,9,85,9.4,2,151,770,5.1,10,jermar-jefferson-1
145,Tyler Goodson*,Iowa,Big Ten,13,134,638,4.8,5,24,166,6.9,0,158,804,5.1,5,tyler-goodson-1
146,De'Michael Harris*,Southern Mississippi,CUSA,12,113,541,4.8,5,34,346,10.2,3,147,887,6.0,8,demichael-harris-1
147,Vavae Malepeai*,USC,Pac-12,8,105,503,4.8,6,15,70,4.7,1,120,573,4.8,7,vavae-malepeai-1
148,Brian Herrien*,Georgia,SEC,12,103,490,4.8,6,16,110,6.9,1,119,600,5.0,7,brian-herrien-1
149,Art Thompkins,Connecticut,American,12,98,468,4.8,2,39,257,6.6,2,137,725,5.3,4,art-thompkins-1
150,Mataeo Durant,Duke,ACC,12,97,461,4.8,1,16,117,7.3,1,113,578,5.1,2,mataeo-durant-1
151,Robert Mahone*,Boise State,MWC,12,89,425,4.8,6,9,76,8.4,0,98,501,5.1,6,robert-mahone-1
152,D.J. Williams*,Auburn,SEC,8,84,400,4.8,2,5,32,6.4,0,89,432,4.9,2,dj-williams-7
153,DJ Williams*,Auburn,SEC,9,84,400,4.8,2,5,32,6.4,0,89,432,4.9,2,dj-williams-9
154,Alexander Horvath,Purdue,Big Ten,11,79,377,4.8,2,17,142,8.4,1,96,519,5.4,3,alexander-horvath-1
155,Alex Fontenot,Colorado,Pac-12,11,185,874,4.7,5,27,122,4.5,0,212,996,4.7,5,alex-fontenot-1
156,Stevie Scott*,Indiana,Big Ten,11,178,845,4.7,10,26,211,8.1,1,204,1056,5.2,11,stevie-scott-1
157,Taven Birdow*,Air Force,MWC,13,180,839,4.7,7,1,16,16.0,0,181,855,4.7,7,taven-birdow-1
158,Reggie Corbin*,Illinois,Big Ten,12,143,675,4.7,7,3,28,9.3,0,146,703,4.8,7,reggie-corbin-1
159,Kyle Porter,Houston,American,11,130,616,4.7,3,13,128,9.8,1,143,744,5.2,4,kyle-porter-1
160,Mekhi Sargent*,Iowa,Big Ten,13,119,563,4.7,4,14,138,9.9,0,133,701,5.3,4,mekhi-sargent-1
161,Rico Dowdle,South Carolina,SEC,10,106,498,4.7,4,22,167,7.6,0,128,665,5.2,4,rico-dowdle-1
162,Joshua Kelley,UCLA,Pac-12,11,229,1060,4.6,12,11,71,6.5,1,240,1131,4.7,13,joshua-kelley-1
163,Shamari Brooks,Tulsa,American,12,227,1046,4.6,6,9,49,5.4,1,236,1095,4.6,7,shamari-brooks-1
164,Kevin Marks*,Buffalo,MAC,13,227,1035,4.6,8,12,41,3.4,0,239,1076,4.5,8,kevin-marks-1
165,Anthony Jones*,Florida International,CUSA,12,187,867,4.6,9,10,123,12.3,2,197,990,5.0,11,anthony-jones-8
166,Will Matthews*,Kent State,MAC,8,123,570,4.6,3,7,70,10.0,0,130,640,4.9,3,will-mathews-1
167,Donald Hammond III*,Air Force,MWC,13,121,553,4.6,13,1,22,22.0,0,122,575,4.7,13,donald-hammond-iii-1
168,Hassan Hall*,Louisville,ACC,13,108,501,4.6,5,5,51,10.2,0,113,552,4.9,5,hassan-hall-1
169,Brian Robinson Jr.*,Alabama,SEC,13,96,441,4.6,5,11,124,11.3,0,107,565,5.3,5,brian-robinson-jr-1
170,Lucious Stanley*,UAB,CUSA,12,90,414,4.6,7,8,74,9.3,1,98,488,5.0,8,lucious-stanley-1
171,Khalil Tate,Arizona,Pac-12,11,90,413,4.6,3,0,0,,0,90,413,4.6,3,khalil-tate-1
172,Xavier Williams*,Kent State,MAC,11,86,393,4.6,4,5,105,21.0,2,91,498,5.5,6,xavier-williams-2
173,Tommy Stevens*,Mississippi State,SEC,9,83,381,4.6,4,0,0,,0,83,381,4.6,4,tommy-stevens-1
174,Marcus McElroy,Colorado State,MWC,11,80,370,4.6,3,5,21,4.2,0,85,391,4.6,3,marcus-mcelroy-1
175,Jacqez Hairston,Coastal Carolina,Sun Belt,12,79,360,4.6,6,0,0,,0,79,360,4.6,6,jacqez-hairston-1
176,Kevin Mensah,Connecticut,American,12,226,1013,4.5,9,8,91,11.4,0,234,1104,4.7,9,kevin-mensah-1
177,Elijah Collins*,Michigan State,Big Ten,13,222,988,4.5,5,15,99,6.6,0,237,1087,4.6,5,elijah-collins-1
178,Larry Rountree III,Missouri,SEC,12,186,829,4.5,9,13,70,5.4,0,199,899,4.5,9,larry-rountree-iii-1
179,Desmond Ridder*,Cincinnati,American,13,144,650,4.5,5,0,0,,0,144,650,4.5,5,desmond-ridder-1
180,Spencer Sanders*,Oklahoma State,Big 12,11,139,628,4.5,2,0,0,,0,139,628,4.5,2,spencer-sanders-1
181,DeJon Packer,San Jose State,MWC,12,125,567,4.5,11,27,270,10.0,1,152,837,5.5,12,dejon-packer-1
182,Caleb Twyford,Texas State,Sun Belt,11,108,488,4.5,2,27,145,5.4,1,135,633,4.7,3,caleb-twyford-1
183,Caleb Twyford,Texas State,Sun Belt,11,108,488,4.5,2,27,145,5.4,1,135,633,4.7,3,caleb-twyford-2
184,Jordon Brown*,Kansas State,Big 12,11,84,380,4.5,4,14,138,9.9,0,98,518,5.3,4,jordon-brown-1
185,Jamal Jones*,Arkansas State,Sun Belt,10,84,375,4.5,3,6,30,5.0,0,90,405,4.5,3,jamal-jones-4
186,Ta'Zhawn Henry,Texas Tech,Big 12,9,75,340,4.5,3,22,138,6.3,0,97,478,4.9,3,tazhawn-henry-1
187,Tre Harbison,Northern Illinois,MAC,11,230,1021,4.4,8,6,47,7.8,0,236,1068,4.5,8,tre-harbison-1
188,Christopher Brooks*,California,Pac-12,13,208,914,4.4,8,22,166,7.5,4,230,1080,4.7,12,christopher-brooks-1
189,Justin McMillan*,Tulane,American,13,169,745,4.4,12,1,27,27.0,0,170,772,4.5,12,justin-mcmillan-1
190,Shai Werts*,Georgia Southern,Sun Belt,11,170,740,4.4,5,0,0,,0,170,740,4.4,5,shai-werts-1
191,Connor Slomka,Army,Ind,12,149,658,4.4,8,0,0,,0,149,658,4.4,8,connor-slomka-1
192,Davon Jones,Bowling Green State,MAC,9,118,518,4.4,3,15,50,3.3,1,133,568,4.3,4,davon-jones-1
193,Darius Bradwell*,Tulane,American,10,111,484,4.4,2,3,13,4.3,0,114,497,4.4,2,darius-bradwell-1
194,Jarveon Howard,Syracuse,ACC,11,76,337,4.4,3,9,53,5.9,0,85,390,4.6,3,jarveon-howard-1
195,Eno Benjamin*,Arizona State,Pac-12,12,253,1083,4.3,10,42,347,8.3,2,295,1430,4.8,12,eno-benjamin-1
196,J.D. King*,Georgia Southern,Sun Belt,12,185,804,4.3,8,2,14,7.0,0,187,818,4.4,8,jd-king-1
197,Jaylon Bester*,Miami (OH),MAC,11,171,741,4.3,14,12,59,4.9,0,183,800,4.4,14,jaylon-bester-1
198,Isiah Pacheco,Rutgers,Big Ten,11,169,729,4.3,7,13,83,6.4,0,182,812,4.5,7,isaih-pacheco-1
199,Adrian Martinez,Nebraska,Big Ten,10,144,626,4.3,7,0,0,,0,144,626,4.3,7,adrian-martinez-2
200,Sandon McCoy,Army,Ind,13,134,576,4.3,10,0,0,,0,134,576,4.3,10,sandon-mccoy-1
201,Max Duggan,TCU,Big 12,12,130,555,4.3,6,0,0,,0,130,555,4.3,6,max-duggan-1
202,Scottie Phillips,Ole Miss,SEC,10,125,542,4.3,5,8,77,9.6,1,133,619,4.7,6,scottie-phillips-1
203,Richard Newton*,Washington,Pac-12,10,117,498,4.3,10,2,16,8.0,1,119,514,4.3,11,richard-newton-1
204,Grant Loy,Bowling Green State,MAC,12,100,427,4.3,4,0,0,,0,100,427,4.3,4,grant-loy-1
205,Chance Bell*,San Diego State,MWC,12,89,384,4.3,2,12,77,6.4,0,101,461,4.6,2,chance-bell-1
206,Elijah Davis,Old Dominion,CUSA,11,79,337,4.3,4,4,1,0.3,0,83,338,4.1,4,elijah-davis-3
207,Lala Davis,Old Dominion,CUSA,11,79,337,4.3,4,4,1,0.3,0,83,338,4.1,4,lala-davis-1
208,Cameron Scarlett,Stanford,Pac-12,12,201,840,4.2,7,25,240,9.6,0,226,1080,4.8,7,cameron-scarlett-1
209,Dustin Crum*,Kent State,MAC,13,168,707,4.2,6,1,0,0.0,0,169,707,4.2,6,dustin-crum-1
210,Dan Ellington*,Georgia State,Sun Belt,13,160,668,4.2,6,0,0,,0,160,668,4.2,6,dan-ellington-1
211,Kai Locksley,UTEP,CUSA,11,126,535,4.2,5,0,0,,0,126,535,4.2,5,kai-locksley-1
212,A.J. Davis*,Pitt,ACC,11,127,530,4.2,4,23,269,11.7,0,150,799,5.3,4,aj-davis-4
213,A.J. Davis Jr.*,Pitt,ACC,11,127,530,4.2,4,23,269,11.7,0,150,799,5.3,4,aj-davis-jr-1
214,Ke'Mon Freeman*,SMU,American,13,122,517,4.2,5,6,37,6.2,0,128,554,4.3,5,kemon-freemon-1
215,Lowell Narcisse,UTSA,CUSA,11,118,492,4.2,4,0,0,,0,118,492,4.2,4,lowell-narcisse-1
216,Tyler Badie,Missouri,SEC,12,108,457,4.2,3,32,356,11.1,5,140,813,5.8,8,tyler-badie-1
217,Zac Thomas*,Appalachian State,Sun Belt,14,104,440,4.2,7,0,0,,0,104,440,4.2,7,zac-thomas-2
