Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
218,Lopini Katoa*,Brigham Young,Ind,12,85,358,4.2,4,24,288,12.0,1,109,646,5.9,5,lopini-katoa-1
219,Kesean Strong,Old Dominion,CUSA,11,84,353,4.2,4,27,200,7.4,0,111,553,5.0,4,kesean-strong-1
220,Toa Taua*,Nevada,MWC,13,196,807,4.1,6,30,185,6.2,0,226,992,4.4,6,toa-taua-1
221,Treyvon Hughes,UTEP,CUSA,12,167,682,4.1,12,1,2,2.0,0,168,684,4.1,12,treyvon-hughes-1
222,Sam Ehlinger*,Texas,Big 12,13,163,663,4.1,7,2,14,7.0,0,165,677,4.1,7,sam-ehlinger-1
223,Drake Anderson,Northwestern,Big Ten,12,154,634,4.1,3,6,28,4.7,0,160,662,4.1,3,drake-anderson-1
224,Jager Gardner*,Temple,American,11,141,585,4.1,5,8,48,6.0,0,149,633,4.2,5,jager-gardner-1
225,Wayne Taulapapa*,Virginia,ACC,12,116,473,4.1,12,5,23,4.6,0,121,496,4.1,12,wayne-taulapapa-1
226,Jaren Mangham,Colorado,Pac-12,12,107,441,4.1,3,10,41,4.1,0,117,482,4.1,3,jaren-mangham-1
227,Tim Jordan*,Tennessee,SEC,12,104,428,4.1,1,6,46,7.7,0,110,474,4.3,1,tim-jordan-2
228,Sewo Olonilua,TCU,Big 12,12,134,537,4.0,8,24,114,4.8,1,158,651,4.1,9,sewo-olonilua-1
229,Kellen Mond*,Texas A&M,SEC,13,126,500,4.0,8,0,0,,0,126,500,4.0,8,kellen-mond-1
230,Cade Carney*,Wake Forest,ACC,11,158,620,3.9,5,7,28,4.0,0,165,648,3.9,5,cade-carney-1
231,Malik Cunningham*,Louisville,ACC,12,123,482,3.9,6,0,0,,0,123,482,3.9,6,malik-cunningham-1
232,Corey Taylor II,Tulsa,American,12,119,461,3.9,6,1,11,11.0,0,120,472,3.9,6,corey-taylor-ii-1
233,Wan'Dale Robinson,Nebraska,Big Ten,10,88,340,3.9,3,40,453,11.3,2,128,793,6.2,5,wandale-robinson-1
234,Abdul Adams,Syracuse,ACC,11,87,336,3.9,3,15,141,9.4,0,102,477,4.7,3,abdul-adams-1
235,Spencer Brown*,UAB,CUSA,12,150,566,3.8,5,3,16,5.3,0,153,582,3.8,5,spencer-brown-3
236,Cole McDonald*,Hawaii,MWC,14,101,383,3.8,7,0,0,,0,101,383,3.8,7,cole-mcdonald-1
237,Demetric Felton,UCLA,Pac-12,12,86,331,3.8,1,55,594,10.8,4,141,925,6.6,5,demetric-felton-1
238,Josh Hokit,Fresno State,MWC,12,75,287,3.8,9,17,97,5.7,1,92,384,4.2,10,josh-hokit-1
239,Deon Jackson,Duke,ACC,12,172,641,3.7,6,21,192,9.1,2,193,833,4.3,8,deon-jackson-1
240,Demetrius Mauney,East Carolina,American,12,125,446,3.6,1,6,47,7.8,0,131,493,3.8,1,demetrius-mauney-1
241,Mike Glass III*,Eastern Michigan,MAC,12,118,428,3.6,8,0,0,,0,118,428,3.6,8,mike-glass-iii-1
242,Skylar Thompson*,Kansas State,Big 12,13,114,405,3.6,11,0,0,,0,114,405,3.6,11,skylar-thompson-1
243,Bryce Carpenter,Coastal Carolina,Sun Belt,11,109,390,3.6,1,0,0,,0,109,390,3.6,1,bryce-carpenter-1
244,Larry McCammon III*,Florida Atlantic,CUSA,9,91,324,3.6,7,13,88,6.8,0,104,412,4.0,7,larry-mccammon-iii-1
245,Justin Fields*,Ohio State,Big Ten,14,137,484,3.5,10,0,0,,0,137,484,3.5,10,justin-fields-2
246,King Doerue,Purdue,Big Ten,12,130,451,3.5,5,20,148,7.4,2,150,599,4.0,7,king-doerue-1
247,Sean Clifford*,Penn State,Big Ten,12,116,402,3.5,5,0,0,,0,116,402,3.5,5,sean-clifford-1
248,Bryce Perkins*,Virginia,ACC,14,227,769,3.4,11,0,0,,0,227,769,3.4,11,bryce-perkins-1
249,Leddie Brown,West Virginia,Big 12,12,107,367,3.4,1,17,145,8.5,1,124,512,4.1,2,leddie-brown-1
250,Juwan Washington*,San Diego State,MWC,9,150,500,3.3,2,17,100,5.9,2,167,600,3.6,4,juwan-washington-1
251,Brian Lewerke*,Michigan State,Big Ten,13,111,363,3.3,3,1,17,17.0,0,112,380,3.4,3,brian-lewerke-1
252,Holton Ahlers,East Carolina,American,12,108,359,3.3,6,0,0,,0,108,359,3.3,6,holton-ahlers-1
253,Kennedy McKoy,West Virginia,Big 12,12,99,323,3.3,3,37,167,4.5,1,136,490,3.6,4,kennedy-mckoy-1
254,Jamie Newman*,Wake Forest,ACC,12,180,574,3.2,6,0,0,,0,180,574,3.2,6,jamie-newman-1
255,Quentin Harris,Duke,ACC,12,160,510,3.2,7,0,0,,0,160,510,3.2,7,quentin-harris-2
256,Joe Burrow*,LSU,SEC,15,115,368,3.2,5,1,16,16.0,0,116,384,3.3,5,joe-burrow-1
257,Bo Nix*,Auburn,SEC,13,97,313,3.2,7,0,0,,0,97,313,3.2,7,bo-nix-1
258,Cam Roberson,Massachusetts,Ind,12,116,355,3.1,2,15,59,3.9,0,131,414,3.2,2,cam-roberson-1
259,Charlie Booker,Rice,CUSA,10,88,272,3.1,1,0,0,,0,88,272,3.1,1,charlie-booker-1
260,Johnny Langan,Rutgers,Big Ten,11,134,391,2.9,3,0,0,,0,134,391,2.9,3,johnny-langan-1
261,Hendon Hooker*,Virginia Tech,ACC,11,123,356,2.9,5,0,-4,,0,123,352,2.9,5,hendon-hooker-1
262,James Graham,Georgia Tech,ACC,11,99,290,2.9,3,0,0,,0,99,290,2.9,3,james-graham-1
263,Jayden Daniels*,Arizona State,Pac-12,12,125,355,2.8,3,0,0,,0,125,355,2.8,3,jayden-daniels-1
264,Tyler Huntley*,Utah,Pac-12,14,104,290,2.8,5,0,0,,0,104,290,2.8,5,tyler-huntley-1
265,Jordan McCloud,South Florida,American,12,105,283,2.7,4,0,0,,0,105,283,2.7,4,jordan-mccloud-1
266,Jorge Reyna,Fresno State,MWC,12,98,264,2.7,2,0,6,,0,98,270,2.8,2,jorge-reyna-1
267,Brock Purdy*,Iowa State,Big 12,13,93,249,2.7,8,0,0,,0,93,249,2.7,8,brock-purdy-1
268,Isaiah Green*,Marshall,CUSA,13,114,300,2.6,5,0,0,,0,114,300,2.6,5,isaiah-green-2
269,J'mar Smith*,Louisiana Tech,CUSA,11,100,264,2.6,4,0,0,,0,100,264,2.6,4,jmar-smith-1
270,Peyton Ramsey*,Indiana,Big Ten,11,97,252,2.6,7,0,0,,0,97,252,2.6,7,peyton-ramsey-1
271,Chase Garbers*,California,Pac-12,9,90,223,2.5,3,0,0,,0,90,223,2.5,3,chase-garbers-1
272,Cephus Johnson,South Alabama,Sun Belt,8,75,181,2.4,4,0,0,,0,75,181,2.4,4,cephus-johnson-2
273,Charlie Brewer*,Baylor,Big 12,14,147,344,2.3,11,0,0,,0,147,344,2.3,11,charlie-brewer-1
274,Ty Storey*,Western Kentucky,CUSA,11,118,276,2.3,7,2,14,7.0,1,120,290,2.4,8,ty-storey-1
275,Kelly Bryant,Missouri,SEC,10,106,242,2.3,1,0,0,,0,106,242,2.3,1,kelly-bryant-1
276,Drew Plitt,Ball State,MAC,12,91,171,1.9,5,1,2,2.0,0,92,173,1.9,5,drew-plitt-1
277,Dorian Thompson-Robinson,UCLA,Pac-12,11,118,198,1.7,4,0,0,,0,118,198,1.7,4,dorian-thompson-robinson-1
278,Stone Smartt,Old Dominion,CUSA,10,104,181,1.7,5,0,0,,0,104,181,1.7,5,stone-smartt-1
279,Kaleb Barker,Troy,Sun Belt,12,86,137,1.6,2,0,0,,0,86,137,1.6,2,kaleb-barker-1
280,Kenny Pickett*,Pitt,ACC,12,95,110,1.2,2,1,3,3.0,1,96,113,1.2,3,kenny-pickett-1
281,Tommy Devito,Syracuse,ACC,12,112,122,1.1,2,1,4,4.0,0,113,126,1.1,2,tommy-devito-1
282,Kato Nelson,Akron,MAC,10,109,116,1.1,0,0,0,,0,109,116,1.1,0,kato-nelson-1
283,Brett Gabbert*,Miami (OH),MAC,14,88,72,0.8,3,0,0,,0,88,72,0.8,3,brett-gabbert-1
284,Shea Patterson*,Michigan,Big Ten,13,87,50,0.6,5,0,0,,0,87,50,0.6,5,shea-patterson-1
285,Josh Adkins,New Mexico State,Ind,12,106,41,0.4,4,2,6,3.0,1,108,47,0.4,5,josh-adkins-1
286,Sam Howell*,North Carolina,ACC,13,94,35,0.4,1,3,23,7.7,1,97,58,0.6,2,sam-howell-1
287,Zach Smith,Tulsa,American,12,75,-96,-1.3,0,0,0,,0,75,-96,-1.3,0,zach-smith-6
