Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
33,Jawon Hamilton*,Eastern Michigan,MAC,11,101,623,6.2,4,1,7,7.0,0,102,630,6.2,4,jawon-hamilton-1
34,Kelley Joiner Jr.,South Florida,American,12,78,480,6.2,2,8,62,7.8,0,86,542,6.3,2,kelley-joiner-jr-1
35,Sean Tucker,Syracuse,ACC,12,246,1496,6.1,12,20,255,12.8,2,266,1751,6.6,14,sean-tucker-2
36,Christopher Rodriguez Jr.*,Kentucky,SEC,13,225,1379,6.1,9,13,61,4.7,3,238,1440,6.1,12,christopher-rodriguez-jr-1
37,Noah Whittington*,Western Kentucky,CUSA,12,101,617,6.1,2,12,58,4.8,0,113,675,6.0,2,noah-whittington-1
38,Tyler Badie*,Missouri,SEC,12,268,1604,6.0,14,54,330,6.1,4,322,1934,6.0,18,tyler-badie-1
39,Deuce Vaughn*,Kansas State,Big 12,13,235,1404,6.0,18,49,468,9.6,4,284,1872,6.6,22,deuce-vaughn-1
40,Travis Dye*,Oregon,Pac-12,14,211,1271,6.0,16,46,402,8.7,2,257,1673,6.5,18,travis-dye-1
41,Ty Chandler*,North Carolina,ACC,13,182,1092,6.0,13,15,216,14.4,1,197,1308,6.6,14,ty-chandler-1
42,Malik Cunningham*,Louisville,ACC,13,173,1031,6.0,20,1,9,9.0,0,174,1040,6.0,20,malik-cunningham-1
43,Brittain Brown,UCLA,Pac-12,10,102,615,6.0,7,18,129,7.2,0,120,744,6.2,7,brittain-brown-1
44,Armani Rogers,Ohio,MAC,12,92,552,6.0,7,2,2,1.0,0,94,554,5.9,7,armani-rogers-1
45,B.J. Baylor*,Oregon State,Pac-12,13,227,1337,5.9,13,8,75,9.4,0,235,1412,6.0,13,bj-baylor-1
46,Chase Brown,Illinois,Big Ten,10,170,1005,5.9,5,14,142,10.1,0,184,1147,6.2,5,chase-brown-3
47,Titus Swen*,Wyoming,MWC,13,132,785,5.9,7,6,30,5.0,0,138,815,5.9,7,titus-swen-1
48,Dominique Johnson*,Arkansas,SEC,13,97,575,5.9,7,7,71,10.1,1,104,646,6.2,8,dominique-johnson-2
49,Roschon Johnson,Texas,Big 12,12,96,569,5.9,5,11,83,7.5,0,107,652,6.1,5,roschon-johnson-1
50,Ayo Adeyi*,North Texas,CUSA,10,84,496,5.9,6,1,3,3.0,0,85,499,5.9,6,ayo-adeyi-1
51,Tyler Allgeier*,Brigham Young,Ind,13,276,1606,5.8,23,28,199,7.1,0,304,1805,5.9,23,tyler-allgeier-1
52,Breece Hall*,Iowa State,Big 12,12,253,1464,5.8,20,36,302,8.4,3,289,1766,6.1,23,breece-hall-1
53,Bijan Robinson,Texas,Big 12,10,195,1127,5.8,11,26,295,11.3,4,221,1422,6.4,15,bijan-robinson-1
54,Keaontay Ingram,USC,Pac-12,10,156,911,5.8,5,22,156,7.1,0,178,1067,6.0,5,keaontay-ingram-1
55,De'Montre Tuggle,Ohio,MAC,12,138,804,5.8,7,16,156,9.8,2,154,960,6.2,9,demontre-tuggle-1
56,Jerrion Ealy*,Ole Miss,SEC,12,133,768,5.8,5,32,218,6.8,2,165,986,6.0,7,jerrion-ealy-1
57,Raheem Blackshear*,Virginia Tech,ACC,13,133,765,5.8,6,25,249,10.0,1,158,1014,6.4,7,raheem-blackshear-1
58,Brandon Thomas,Memphis,American,9,116,669,5.8,8,8,52,6.5,0,124,721,5.8,8,brandon-thomas-5
59,Nate Noel*,Appalachian State,Sun Belt,14,199,1126,5.7,4,8,16,2.0,0,207,1142,5.5,4,nate-noel-1
60,Dameon Pierce*,Florida,SEC,13,100,574,5.7,13,19,216,11.4,3,119,790,6.6,16,dameon-pierce-1
61,Harrison Waylee*,Northern Illinois,MAC,5,101,574,5.7,4,1,6,6.0,0,102,580,5.7,4,harrison-waylee-1
62,Rasheen Ali*,Marshall,CUSA,13,250,1401,5.6,23,46,342,7.4,1,296,1743,5.9,24,rasheen-ali-1
63,Zach Charbonnet,UCLA,Pac-12,12,203,1137,5.6,13,24,197,8.2,0,227,1334,5.9,13,zach-charbonnet-1
64,Isaiah Spiller,Texas A&M,SEC,12,179,1011,5.6,6,25,189,7.6,1,204,1200,5.9,7,isaiah-spiller-1
65,Camerun Peoples*,Appalachian State,Sun Belt,12,166,926,5.6,14,2,19,9.5,0,168,945,5.6,14,camerun-peoples-1
66,Chris Smith*,Louisiana,Sun Belt,13,153,855,5.6,8,14,75,5.4,1,167,930,5.6,9,chris-smith-22
67,Jabari Small*,Tennessee,SEC,11,141,796,5.6,9,9,77,8.6,0,150,873,5.8,9,jabari-small-1
68,Tayon Fleet-Davis*,Maryland,Big Ten,13,128,721,5.6,8,32,305,9.5,1,160,1026,6.4,9,tayon-fleet-davis-1
69,Calvin Hill,Texas State,Sun Belt,12,128,714,5.6,3,18,78,4.3,0,146,792,5.4,3,calvin-hill-4
70,Jordan Mims*,Fresno State,MWC,13,127,710,5.6,6,25,324,13.0,4,152,1034,6.8,10,jordan-mims-1
71,Christian Anderson*,Army,Ind,12,116,652,5.6,9,0,0,,0,116,652,5.6,9,christian-anderson-2
72,Calvin Camp,Charlotte,CUSA,12,113,635,5.6,4,15,130,8.7,1,128,765,6.0,5,calvin-camp-1
73,Jaxson Kincaide*,Western Michigan,MAC,13,84,473,5.6,5,3,11,3.7,0,87,484,5.6,5,jaxson-kincaide-1
74,Malik Jackson,Louisiana-Monroe,Sun Belt,11,80,451,5.6,3,10,40,4.0,0,90,491,5.5,3,malik-jackson-6
75,Gerald Green,Georgia Southern,Sun Belt,11,75,423,5.6,5,8,81,10.1,0,83,504,6.1,5,gerald-green-5
76,Rachaad White*,Arizona State,Pac-12,11,182,1006,5.5,15,43,456,10.6,1,225,1462,6.5,16,rachaad-white-1
77,Max Borghi*,Washington State,Pac-12,12,160,880,5.5,12,16,156,9.8,0,176,1036,5.9,12,max-borghi-1
78,Lew Nichols*,Central Michigan,MAC,13,341,1848,5.4,16,40,338,8.5,2,381,2186,5.7,18,lew-nichols-1
79,Jevyon Ducker*,Northern Illinois,MAC,12,218,1184,5.4,3,1,15,15.0,0,219,1199,5.5,3,jevyon-ducker-1
80,Tavion Thomas*,Utah,Pac-12,13,204,1108,5.4,21,2,3,1.5,0,206,1111,5.4,21,tavion-thomas-1
81,Zamir White*,Georgia,SEC,15,160,856,5.4,11,9,75,8.3,0,169,931,5.5,11,zamir-white-1
82,Trestan Ebner*,Baylor,Big 12,14,148,799,5.4,2,28,284,10.1,2,176,1083,6.2,4,trestan-ebner-1
83,Zonovan Knight,North Carolina State,ACC,12,140,753,5.4,3,21,156,7.4,0,161,909,5.6,3,zonovan-knight-1
84,Elijah Davis*,Old Dominion,CUSA,13,105,562,5.4,6,7,27,3.9,0,112,589,5.3,6,elijah-davis-3
85,Lala Davis*,Old Dominion,CUSA,13,105,562,5.4,6,7,27,3.9,0,112,589,5.3,6,lala-davis-1
86,Dillon Johnson*,Mississippi State,SEC,13,89,485,5.4,4,65,422,6.5,1,154,907,5.9,5,dillon-johnson-1
87,Ronald Awatt*,UTEP,CUSA,13,158,844,5.3,6,11,158,14.4,0,169,1002,5.9,6,ronald-awatt-1
88,Logan Wright,Georgia Southern,Sun Belt,12,150,793,5.3,8,17,180,10.6,0,167,973,5.8,8,logan-wright-2
89,Emory Jones*,Florida,SEC,13,143,758,5.3,4,2,28,14.0,1,145,786,5.4,5,emory-jones-1
90,Bucky Irving*,Minnesota,Big Ten,12,133,699,5.3,4,8,73,9.1,0,141,772,5.5,4,markeise-irving-1
91,D'Vonte Price,Florida International,CUSA,9,129,682,5.3,6,10,83,8.3,0,139,765,5.5,6,dvonte-price-1
92,Israel Abanikanda*,Pitt,ACC,13,123,651,5.3,7,24,197,8.2,1,147,848,5.8,8,israel-abanikanda-1
93,Dedrick Parson,Hawaii,MWC,13,117,618,5.3,8,28,279,10.0,1,145,897,6.2,9,dedrick-parson-1
94,Henry Parrish Jr.*,Ole Miss,SEC,13,105,553,5.3,3,21,173,8.2,0,126,726,5.8,3,henry-parrish-jr-1
95,Ikaika Ragsdale*,North Texas,CUSA,12,100,534,5.3,5,4,23,5.8,0,104,557,5.4,5,ikaika-ragsdale-1
96,Malik Davis*,Florida,SEC,12,92,487,5.3,5,23,217,9.4,2,115,704,6.1,7,malik-davis-1
97,Ellis Merriweather,Massachusetts,Ind,12,218,1138,5.2,5,22,165,7.5,1,240,1303,5.4,6,ellis-merriweather-1
98,Blake Watson*,Old Dominion,CUSA,11,215,1112,5.2,8,10,55,5.5,1,225,1167,5.2,9,blake-watson-2
99,Montrell Johnson*,Louisiana,Sun Belt,14,162,838,5.2,12,6,53,8.8,0,168,891,5.3,12,montrell-johnson-1
100,Jahmyr Gibbs,Georgia Tech,ACC,12,143,746,5.2,4,36,470,13.1,2,179,1216,6.8,6,jahmyr-gibbs-1
101,Christopher Brooks,California,Pac-12,12,116,607,5.2,4,19,131,6.9,3,135,738,5.5,7,christopher-brooks-1
102,Frank Harris*,UTSA,CUSA,14,109,566,5.2,6,3,36,12.0,1,112,602,5.4,7,frank-harris-3
103,Deneric Prince*,Tulsa,American,10,100,524,5.2,5,7,67,9.6,0,107,591,5.5,5,deneric-prince-1
104,Damien Moore,California,Pac-12,11,100,518,5.2,6,13,85,6.5,1,113,603,5.3,7,damien-moore-1
105,Xazavian Valladay*,Wyoming,MWC,13,209,1070,5.1,6,23,233,10.1,0,232,1303,5.6,6,xazavian-valladay-1
106,Dylan McDuffie,Buffalo,MAC,12,206,1049,5.1,11,14,113,8.1,1,220,1162,5.3,12,dylan-mcduffie-1
107,Patrick Garwo,Boston College,ACC,12,205,1045,5.1,7,3,19,6.3,0,208,1064,5.1,7,patrick-garwo-1
108,Evan Hull,Northwestern,Big Ten,12,196,1009,5.1,7,33,264,8.0,2,229,1273,5.6,9,evan-hull-2
109,Alton McCaskill*,Houston,American,14,189,961,5.1,16,21,113,5.4,2,210,1074,5.1,18,alton-mccaskill-1
110,Jayden Daniels*,Arizona State,Pac-12,13,138,710,5.1,6,0,0,,0,138,710,5.1,6,jayden-daniels-1
111,Juwuan Price,New Mexico State,Ind,12,135,692,5.1,10,26,181,7.0,0,161,873,5.4,10,juwuan-price-1
112,Jermaine Brown Jr.*,UAB,CUSA,13,123,631,5.1,7,23,200,8.7,0,146,831,5.7,7,jermaine-brown-jr-1
113,Raheim Sanders*,Arkansas,SEC,13,114,578,5.1,5,11,109,9.9,1,125,687,5.5,6,raheim-sanders-1
114,Justice Ellison*,Wake Forest,ACC,11,107,541,5.1,7,7,37,5.3,1,114,578,5.1,8,justice-ellison-1
115,Nathaniel Peat,Stanford,Pac-12,12,79,404,5.1,3,11,63,5.7,0,90,467,5.2,3,nathaniel-peat-1
116,Sincere McCormick*,UTSA,CUSA,14,298,1479,5.0,15,22,184,8.4,0,320,1663,5.2,15,sincere-mccormick-1
117,Brian Robinson Jr.*,Alabama,SEC,14,271,1343,5.0,14,35,296,8.5,2,306,1639,5.4,16,brian-robinson-jr-1
118,Charles Williams,UNLV,MWC,12,254,1261,5.0,15,13,202,15.5,0,267,1463,5.5,15,charles-williams-8
119,Marquez Cooper*,Kent State,MAC,14,241,1205,5.0,11,10,95,9.5,0,251,1300,5.2,11,marquez-cooper-1
120,Tucker Gregg*,Georgia State,Sun Belt,13,192,953,5.0,9,2,12,6.0,0,194,965,5.0,9,tucker-gregg-1
121,Ky Thomas*,Minnesota,Big Ten,9,166,824,5.0,6,6,44,7.3,0,172,868,5.0,6,ky-thomas-1
122,Will Shipley*,Clemson,ACC,10,149,738,5.0,11,16,116,7.3,0,165,854,5.2,11,will-shipley-1
123,Darren Grainger*,Georgia State,Sun Belt,13,133,660,5.0,3,0,0,,0,133,660,5.0,3,darren-grainger-1
124,Snoop Conner*,Ole Miss,SEC,13,130,647,5.0,13,14,82,5.9,0,144,729,5.1,13,snoop-conner-1
125,Trelon Smith*,Arkansas,SEC,13,119,598,5.0,5,4,21,5.3,0,123,619,5.0,5,trelon-smith-1
126,Rocky Lombardi*,Northern Illinois,MAC,13,94,472,5.0,9,0,0,,0,94,472,5.0,9,rocky-lombardi-1
127,Jordan Mason,Georgia Tech,ACC,12,87,439,5.0,1,10,85,8.5,1,97,524,5.4,2,jordan-mason-1
128,Ron Cook Jr.,Buffalo,MAC,12,88,438,5.0,3,24,240,10.0,1,112,678,6.1,4,ron-cook-jr-1
129,Trevion Cooley*,Louisville,ACC,12,86,431,5.0,1,12,173,14.4,2,98,604,6.2,3,trevion-cooley-1
130,Hassan Haskins*,Michigan,Big Ten,14,270,1327,4.9,20,18,131,7.3,0,288,1458,5.1,20,hassan-haskins-1
131,Mataeo Durant,Duke,ACC,12,255,1241,4.9,9,27,256,9.5,2,282,1497,5.3,11,mataeo-durant-1
132,Deandre Torrey*,North Texas,CUSA,12,248,1215,4.9,13,12,115,9.6,1,260,1330,5.1,14,deandre-torrey-1
133,Tank Bigsby*,Auburn,SEC,13,224,1102,4.9,10,21,184,8.8,0,245,1286,5.2,10,tank-bigsby-1
134,Kyren Williams*,Notre Dame,Ind,12,204,1002,4.9,14,42,359,8.5,3,246,1361,5.5,17,kyren-williams-1
135,Ronnie Rivers*,Fresno State,MWC,11,161,788,4.9,5,34,364,10.7,2,195,1152,5.9,7,ronnie-rivers-1
136,Toa Taua*,Nevada,MWC,13,150,730,4.9,6,39,296,7.6,1,189,1026,5.4,7,toa-taua-1
137,Tre Siggers,SMU,American,11,147,727,4.9,9,9,56,6.2,1,156,783,5.0,10,tre-siggers-1
138,Jonzell Norrils,Akron,MAC,10,118,573,4.9,3,17,153,9.0,3,135,726,5.4,6,jonzell-norrils-1
139,Ari Broussard,Rice,CUSA,12,116,569,4.9,3,0,0,,0,116,569,4.9,3,ari-broussard-1
140,Treyson Potts*,Minnesota,Big Ten,5,112,552,4.9,6,2,14,7.0,0,114,566,5.0,6,treyson-potts-1
141,Josh McCray,Illinois,Big Ten,11,112,549,4.9,2,2,43,21.5,0,114,592,5.2,2,josh-mccray-1
142,Keyvone Lee*,Penn State,Big Ten,13,108,530,4.9,2,15,130,8.7,0,123,660,5.4,2,keyvone-lee-1
143,Rodney Hammond Jr.*,Pitt,ACC,12,102,504,4.9,5,8,57,7.1,2,110,561,5.1,7,rodney-hammond-jr-1
144,Rodrigues Clark,Memphis,American,10,79,387,4.9,4,11,59,5.4,1,90,446,5.0,5,rodrigues-clark-1
145,Jaylen Warren*,Oklahoma State,Big 12,14,256,1216,4.8,11,25,225,9.0,0,281,1441,5.1,11,jaylen-warren-1
146,Leddie Brown*,West Virginia,Big 12,12,223,1065,4.8,13,36,217,6.0,1,259,1282,4.9,14,leddie-brown-1
147,Tyrion Davis-Price*,LSU,SEC,12,211,1003,4.8,6,10,64,6.4,0,221,1067,4.8,6,tyrion-davis-price-1
148,Aaron Dumas,New Mexico,MWC,11,136,658,4.8,2,0,0,,0,136,658,4.8,2,aaron-dumas-1
149,George Holani,Boise State,MWC,9,119,569,4.8,1,14,169,12.1,0,133,738,5.5,1,george-holani-1
150,Deon McIntosh*,Washington State,Pac-12,11,111,532,4.8,3,14,108,7.7,1,125,640,5.1,4,deon-mcintosh-1
151,Dajon Richard,Southern Mississippi,CUSA,11,94,447,4.8,2,7,61,8.7,0,101,508,5.0,2,dajon-richard-2
152,Jaylen Wright*,Tennessee,SEC,9,85,409,4.8,4,6,22,3.7,0,91,431,4.7,4,jaylen-wright-1
153,Shamari Brooks*,Tulsa,American,13,218,1029,4.7,7,8,71,8.9,0,226,1100,4.9,7,shamari-brooks-1
154,Chez Mellusi*,Wisconsin,Big Ten,9,173,815,4.7,5,7,66,9.4,0,180,881,4.9,5,chez-mellusi-1
155,Haaziq Daniels*,Air Force,MWC,12,155,734,4.7,11,0,0,,0,155,734,4.7,11,haaziq-daniels-1
156,Jalen Mitchell*,Louisville,ACC,12,155,722,4.7,5,12,121,10.1,0,167,843,5.0,5,jalen-mitchell-1
157,Jarek Broussard,Colorado,Pac-12,11,142,661,4.7,2,13,81,6.2,0,155,742,4.8,2,jarek-broussard-1
158,Ricky Person Jr.,North Carolina State,ACC,12,135,636,4.7,5,28,240,8.6,2,163,876,5.4,7,ricky-person-jr-1
159,Dorian Thompson-Robinson,UCLA,Pac-12,11,130,609,4.7,9,0,0,,0,130,609,4.7,9,dorian-thompson-robinson-1
160,SaRodorick Thompson*,Texas Tech,Big 12,11,107,500,4.7,10,6,113,18.8,0,113,613,5.4,10,sarodorick-thompson-1
161,Malachi Thomas*,Virginia Tech,ACC,12,93,440,4.7,3,2,33,16.5,0,95,473,5.0,3,malachi-thomas-1
162,Carson Steele*,Ball State,MAC,13,192,891,4.6,6,12,157,13.1,1,204,1048,5.1,7,carson-steele-1
163,Tyler Nevens,San Jose State,MWC,11,167,766,4.6,7,8,42,5.3,1,175,808,4.6,8,tyler-nevens-1
164,Kimani Vidal,Troy,Sun Belt,11,152,701,4.6,5,22,134,6.1,0,174,835,4.8,5,kimani-vidal-1
165,Spencer Sanders*,Oklahoma State,Big 12,13,146,668,4.6,6,1,6,6.0,0,147,674,4.6,6,spencer-sanders-1
166,Christian Beal*,Wake Forest,ACC,12,131,604,4.6,7,9,55,6.1,0,140,659,4.7,7,christian-beal-1
167,Christian Beal-Smith*,Wake Forest,ACC,12,131,604,4.6,7,9,55,6.1,0,140,659,4.7,7,christian-beal-smith-1
168,Nate Carter,Connecticut,Ind,12,125,578,4.6,2,19,127,6.7,0,144,705,4.9,2,nate-carter-4
169,Keyon Mozee*,Miami (OH),MAC,13,122,556,4.6,4,2,20,10.0,0,124,576,4.6,4,keyon-mozee-1
170,Cameron Carroll,Tulane,American,12,111,516,4.6,3,17,198,11.6,3,128,714,5.6,6,cameron-carroll-1
171,Ta'Zhawn Henry*,Houston,American,13,111,513,4.6,7,21,110,5.2,0,132,623,4.7,7,tazhawn-henry-1
172,Emari Demercado,TCU,Big 12,11,96,446,4.6,4,12,94,7.8,0,108,540,5.0,4,emari-demercado-1
173,Brad Roberts*,Air Force,MWC,13,299,1356,4.5,13,0,0,,0,299,1356,4.5,13,brad-roberts-1
174,Tyler Goodson*,Iowa,Big Ten,13,256,1151,4.5,6,31,247,8.0,1,287,1398,4.9,7,tyler-goodson-1
175,Greg Bell*,San Diego State,MWC,14,245,1091,4.5,9,4,5,1.3,0,249,1096,4.4,9,greg-bell-5
176,Calvin Tyler Jr.*,Utah State,MWC,12,196,884,4.5,7,11,50,4.5,0,207,934,4.5,7,calvin-tyler-jr-1
177,Malik Willis*,Liberty,Ind,13,197,878,4.5,13,1,13,13.0,0,198,891,4.5,13,malik-willis-1
178,La'darius Jefferson*,Western Michigan,MAC,12,185,836,4.5,10,3,38,12.7,0,188,874,4.6,10,ladarius-jefferson-1
179,Sam Howell*,North Carolina,ACC,12,183,828,4.5,11,0,0,,0,183,828,4.5,11,sam-howell-1
180,Frank Gore Jr.,Southern Mississippi,CUSA,12,179,801,4.5,5,20,155,7.8,0,199,956,4.8,5,frank-gore-jr-1
181,Garrett Shrader,Syracuse,ACC,12,173,781,4.5,14,0,0,,0,173,781,4.5,14,garrett-shrader-1
182,Devin Neal,Kansas,Big 12,11,158,707,4.5,8,7,57,8.1,1,165,764,4.6,9,devin-neal-3
183,K.J. Jefferson*,Arkansas,SEC,13,146,664,4.5,6,0,0,,0,146,664,4.5,6,kj-jefferson-1
184,DeQuan Finn*,Toledo,MAC,13,111,505,4.5,9,0,10,,0,111,515,4.6,9,dequan-finn-1
185,Dustin Crum*,Kent State,MAC,14,161,703,4.4,12,0,0,,1,161,703,4.4,13,dustin-crum-1
186,Isaiah Bowser*,UCF,American,8,159,703,4.4,9,9,75,8.3,0,168,778,4.6,9,isaiah-bowser-1
187,Anthony Brown*,Oregon,Pac-12,14,151,658,4.4,9,0,0,,0,151,658,4.4,9,anthony-brown-11
188,Shadrick Byrd,Charlotte,CUSA,12,132,583,4.4,3,21,256,12.2,2,153,839,5.5,5,shadrick-byrd-1
189,Braxton Burmeister*,Virginia Tech,ACC,12,116,508,4.4,2,1,3,3.0,1,117,511,4.4,3,braxton-burmeister-1
190,Vavae Malepeai,USC,Pac-12,12,114,502,4.4,6,12,65,5.4,0,126,567,4.5,6,vavae-malepeai-1
191,Rahmir Johnson,Nebraska,Big Ten,10,112,495,4.4,4,16,197,12.3,2,128,692,5.4,6,rahmir-johnson-1
192,Clint Ratkovich*,Northern Illinois,MAC,14,105,461,4.4,13,15,124,8.3,2,120,585,4.9,15,clint-ratkovich-1
193,Chase Garbers,California,Pac-12,11,104,456,4.4,4,0,0,,0,104,456,4.4,4,chase-garbers-1
194,Drake Anderson,Arizona,Pac-12,11,87,384,4.4,1,18,95,5.3,0,105,479,4.6,1,drake-anderson-1
195,Patrick Smith,Vanderbilt,SEC,10,82,360,4.4,1,16,84,5.3,0,98,444,4.5,1,patrick-smith-3
196,Isaiah Johnson*,North Texas,CUSA,10,82,359,4.4,5,7,95,13.6,1,89,454,5.1,6,isaiah-johnson-10
197,Nick Mosley,Bowling Green State,MAC,12,77,336,4.4,2,1,4,4.0,0,78,340,4.4,2,nick-mosley-1
198,Kevin Harris*,South Carolina,SEC,12,152,659,4.3,4,11,89,8.1,0,163,748,4.6,4,kevin-harris-5
199,Elelyon Noa*,Utah State,MWC,14,138,597,4.3,4,11,85,7.7,0,149,682,4.6,4,elelyon-noa-1
200,Lincoln Pare,Arkansas State,Sun Belt,12,107,455,4.3,1,27,283,10.5,2,134,738,5.5,3,lincoln-pare-1
201,Jason Bean,Kansas,Big 12,11,92,400,4.3,2,1,-1,-1.0,0,93,399,4.3,2,jason-bean-1
202,Jaren Mangham,South Florida,American,12,160,671,4.2,15,5,50,10.0,0,165,721,4.4,15,jaren-mangham-1
203,Vincent Davis*,Pitt,ACC,14,142,593,4.2,4,23,125,5.4,0,165,718,4.4,4,vincent-davis-3
204,Jahmyl Jeter,Texas State,Sun Belt,12,91,384,4.2,8,10,29,2.9,0,101,413,4.1,8,jahmyl-jeter-1
205,Marcus Williams Jr.,Louisiana Tech,CUSA,12,194,787,4.1,8,20,202,10.1,1,214,989,4.6,9,marcus-williams-12
206,Joshua Mack*,Liberty,Ind,11,109,448,4.1,3,4,15,3.8,0,113,463,4.1,3,joshua-mack-1
207,Mike Wright,Vanderbilt,SEC,10,91,373,4.1,1,0,0,,0,91,373,4.1,1,mike-wright-8
208,Alec Sinkfield,Boston College,ACC,12,85,350,4.1,2,1,6,6.0,0,86,356,4.1,2,alec-sinkfield-1
209,Matt Corral*,Ole Miss,SEC,13,152,614,4.0,11,1,19,19.0,0,153,633,4.1,11,matt-corral-1
210,Jordan Travis,Florida State,ACC,10,134,530,4.0,7,0,-13,,0,134,517,3.9,7,jordan-travis-1
211,Christian Turner*,Wake Forest,ACC,14,126,506,4.0,5,4,29,7.3,0,130,535,4.1,5,christian-turner-1
212,Bobby Cole,New Mexico,MWC,11,88,355,4.0,2,10,29,2.9,0,98,384,3.9,2,bobby-cole-3
213,Isiah Pacheco*,Rutgers,Big Ten,12,167,647,3.9,5,13,25,1.9,0,180,672,3.7,5,isaih-pacheco-1
214,Isaac Ruoss,Navy,American,12,166,641,3.9,5,2,15,7.5,0,168,656,3.9,5,isaac-ruoss-1
215,Stephen Carr,Indiana,Big Ten,9,155,600,3.9,6,15,93,6.2,1,170,693,4.1,7,stephen-carr-2
216,Jaylan Knighton,Miami (FL),ACC,8,145,561,3.9,8,20,280,14.0,3,165,841,5.1,11,jaylan-knighton-1
