Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
32,Gerold Bright*,Utah State,MWC,13,141,888,6.3,10,22,232,10.5,3,163,1120,6.9,13,gerold-bright-1
33,Corey Dauphine*,Tulane,American,13,124,785,6.3,7,0,0,,0,124,785,6.3,7,corey-dauphine-1
34,Kylin Hill*,Mississippi State,SEC,11,117,734,6.3,4,22,176,8.0,4,139,910,6.5,8,kylin-hill-1
35,Malik Cunningham,Louisville,ACC,10,79,497,6.3,5,0,0,,0,79,497,6.3,5,malik-cunningham-1
36,Lamical Perine*,Florida,SEC,13,134,826,6.2,7,13,170,13.1,1,147,996,6.8,8,lamical-perine-1
37,D'Vonte Price*,Florida International,CUSA,13,90,560,6.2,5,15,116,7.7,0,105,676,6.4,5,dvonte-price-1
38,Aeris Williams*,Mississippi State,SEC,12,85,524,6.2,3,9,100,11.1,1,94,624,6.6,4,aeris-williams-1
39,A.J. Ouellette*,Ohio,MAC,13,213,1306,6.1,12,21,212,10.1,2,234,1518,6.5,14,aj-ouellette-1
40,Jordan Cronkrite*,South Florida,American,12,184,1121,6.1,9,7,30,4.3,0,191,1151,6.0,9,jordan-cronkrite-1
41,Zack Moss*,Utah,Pac-12,9,179,1096,6.1,11,8,50,6.3,1,187,1146,6.1,12,zack-moss-1
42,Scottie Phillips,Ole Miss,SEC,11,153,928,6.1,12,10,105,10.5,2,163,1033,6.3,14,scottie-phillips-1
43,C.J. Marable,Coastal Carolina,Sun Belt,12,118,719,6.1,6,15,180,12.0,2,133,899,6.8,8,torrance-marable-1
44,D'Eriq King*,Houston,American,11,111,674,6.1,14,1,12,12.0,0,112,686,6.1,14,deriq-king-1
45,Jordan Mason*,Georgia Tech,ACC,13,108,659,6.1,7,1,2,2.0,0,109,661,6.1,7,jordan-mason-1
46,Tyler King*,Marshall,CUSA,8,108,655,6.1,4,7,43,6.1,0,115,698,6.1,4,tyler-king-4
47,Christian Gibson,New Mexico State,Ind,12,96,590,6.1,6,8,73,9.1,0,104,663,6.4,6,christian-gibson-1
48,Brenden Knox*,Marshall,CUSA,13,95,578,6.1,4,6,24,4.0,0,101,602,6.0,4,brenden-knox-1
